Date,PM10,PM2.5,SO2,NO2,CO,O3,Pb,AQI,Air QLTY,Station ID,Station Name
17-04-2015,68,,4,9,,,,,,10,Codli
22-04-2015,53,,4,9,,,,,,10,Codli
24-04-2015,34,,4,9,,,,,,10,Codli
29-04-2015,41,,4,10,,,,,,10,Codli
02-05-2015,38,,4,9,,,,,,10,Codli
06-05-2015,41,,4,9,,,,,,10,Codli
08-05-2015,48,,4,9,,,,,,10,Codli
13-05-2015,38,,4,9,,,,,,10,Codli
15-05-2015,36,,4,9,,,,,,10,Codli
20-05-2015,51,,4,9,,,,,,10,Codli
22-05-2015,49,,4,9,,,,,,10,Codli
24-05-2015,38,,4,8,,,,,,10,Codli
29-05-2015,76,,3,9,,,,,,10,Codli
03-06-2015,42,,4,9,,,,,,10,Codli
05-06-2015,48,,4,8,,,,,,10,Codli
10-06-2015,41,,3,7,,,,,,10,Codli
12-06-2015,60,,4,8,,,,,,10,Codli
17-06-2015,34,,4,9,,,,,,10,Codli
19-06-2015,30,,2,5,,,,,,10,Codli
24-06-2015,30,,4,8,,,,,,10,Codli
26-06-2015,76,,4,9,,,,,,10,Codli
01-07-2015,31,,3,8,,,,,,10,Codli
03-07-2015,30,,3,7,,,,,,10,Codli
08-07-2015,32,,3,8,,,,,,10,Codli
10-07-2015,32,,2,5,,,,,,10,Codli
15-07-2015,33,,4,9,,,,,,10,Codli
17-07-2015,30,,3,7,,,,,,10,Codli
22-07-2015,33,,3,7,,,,,,10,Codli
24-07-2015,30,,2,5,,,,,,10,Codli
29-07-2015,31,,4,8,,,,,,10,Codli
31-07-2015,32,,3,7,,,,,,10,Codli
06-08-2015,35,,3,7,,,,,,10,Codli
08-08-2015,30,,2,5,,,,,,10,Codli
11-08-2015,31,,2,5,,,,,,10,Codli
13-08-2015,40,,4,8,,,,,,10,Codli
20-08-2015,43,,4,9,,,,,,10,Codli
22-08-2015,31,,3,6,,,,,,10,Codli
26-08-2015,31,,3,7,,,,,,10,Codli
28-08-2015,32,,3,8,,,,,,10,Codli
02-09-2015,33,,3,7,,,,,,10,Codli
05-09-2015,34,,3,8,,,,,,10,Codli
09-09-2015,32,,3,6,,,,,,10,Codli
12-09-2015,32,,3,7,,,,,,10,Codli
15-09-2015,55,,3,8,,,,,,10,Codli
19-09-2015,43,,4,9,,,,,,10,Codli
23-09-2015,35,,3,7,,,,,,10,Codli
26-09-2015,34,,3,9,,,,,,10,Codli
03-10-2015,32,,4,9,,,,,,10,Codli
07-10-2015,35,,4,9,,,,,,10,Codli
10-10-2015,34,,4,9,,,,,,10,Codli
14-10-2015,34,,4,9,,,,,,10,Codli
17-10-2015,32,,4,9,,,,,,10,Codli
21-10-2015,47,,4,8,,,,,,10,Codli
24-10-2015,40,,4,9,,,,,,10,Codli
28-10-2015,49,,4,9,,,,,,10,Codli
31-10-2015,41,,4,8,,,,,,10,Codli
04-11-2015,76,,4,10,,,,,,10,Codli
07-11-2015,64,,4,9,,,,,,10,Codli
11-11-2015,33,,4,9,,,,,,10,Codli
14-11-2015,52,,4,9,,,,,,10,Codli
18-11-2015,61,,4,9,,,,,,10,Codli
21-11-2015,78,,4,9,,,,,,10,Codli
25-11-2015,64,,4,9,,,,,,10,Codli
28-11-2015,64,,4,9,,,,,,10,Codli
02-12-2015,56,,4,9,,,,,,10,Codli
05-12-2015,61,,4,9,,,,,,10,Codli
09-12-2015,46,,4,9,,,,,,10,Codli
12-12-2015,44,,4,9,,,,,,10,Codli
16-12-2015,70,,4,10,,,,,,10,Codli
19-12-2015,58,,4,9,,,,,,10,Codli
23-12-2015,55,,4,9,,,,,,10,Codli
26-12-2015,52,,4,9,,,,,,10,Codli
30-12-2015,60,,4,9,,,,,,10,Codli
03-01-2015,63,,4,9,,,,,,11,Honda
08-01-2015,72,,4,9,,,,,,11,Honda
10-01-2015,45,,4,9,,,,,,11,Honda
14-01-2015,43,,4,9,,,,,,11,Honda
16-01-2015,71,,5,8,,,,,,11,Honda
20-01-2015,71,,4,9,,,,,,11,Honda
22-01-2015,67,,4,9,,,,,,11,Honda
28-01-2015,74,,5,10,,,,,,11,Honda
30-01-2015,71,,4,9,,,,,,11,Honda
04-02-2015,58,,4,9,,,,,,11,Honda
06-02-2015,59,,4,9,,,,,,11,Honda
11-02-2015,36,,4,9,,,,,,11,Honda
13-02-2015,65,,4,9,,,,,,11,Honda
18-02-2015,78,,4,10,,,,,,11,Honda
20-02-2015,54,,4,9,,,,,,11,Honda
25-02-2015,74,,4,9,,,,,,11,Honda
27-02-2015,67,,4,10,,,,,,11,Honda
04-03-2015,79,,5,10,,,,,,11,Honda
07-03-2015,71,,4,9,,,,,,11,Honda
11-03-2015,32,,4,9,,,,,,11,Honda
13-03-2015,42,,4,8,,,,,,11,Honda
18-03-2015,70,,5,8,,,,,,11,Honda
20-03-2015,75,,4,9,,,,,,11,Honda
25-03-2015,76,,5,10,,,,,,11,Honda
27-03-2015,82,,4,10,,,,,,11,Honda
01-04-2015,32,,4,9,,,,,,11,Honda
03-04-2015,63,,4,9,,,,,,11,Honda
08-04-2015,84,,4,9,,,,,,11,Honda
10-04-2015,92,,4,9,,,,,,11,Honda
15-04-2015,36,,4,9,,,,,,11,Honda
17-04-2015,69,,4,9,,,,,,11,Honda
22-04-2015,32,,4,9,,,,,,11,Honda
24-04-2015,49,,3,8,,,,,,11,Honda
29-04-2015,39,,4,10,,,,,,11,Honda
02-05-2015,45,,4,10,,,,,,11,Honda
06-05-2015,36,,4,9,,,,,,11,Honda
08-05-2015,42,,4,9,,,,,,11,Honda
13-05-2015,33,,4,9,,,,,,11,Honda
15-05-2015,35,,5,10,,,,,,11,Honda
20-05-2015,35,,4,9,,,,,,11,Honda
22-05-2015,32,,4,9,,,,,,11,Honda
27-05-2015,39,,3,8,,,,,,11,Honda
29-05-2015,73,,6,10,,,,,,11,Honda
03-06-2015,35,,4,8,,,,,,11,Honda
05-06-2015,42,,3,8,,,,,,11,Honda
10-06-2015,47,,3,8,,,,,,11,Honda
12-06-2015,72,,4,8,,,,,,11,Honda
17-06-2015,78,,6,10,,,,,,11,Honda
19-06-2015,33,,2,5,,,,,,11,Honda
24-06-2015,37,,4,8,,,,,,11,Honda
26-06-2015,35,,3,7,,,,,,11,Honda
01-07-2015,33,,2,5,,,,,,11,Honda
03-07-2015,42,,3,8,,,,,,11,Honda
08-07-2015,41,,3,8,,,,,,11,Honda
10-07-2015,32,,3,8,,,,,,11,Honda
15-07-2015,34,,4,8,,,,,,11,Honda
17-07-2015,48,,3,8,,,,,,11,Honda
22-07-2015,33,,4,8,,,,,,11,Honda
24-07-2015,32,,2,5,,,,,,11,Honda
29-07-2015,40,,4,9,,,,,,11,Honda
31-07-2015,37,,2,6,,,,,,11,Honda
06-08-2015,59,,4,8,,,,,,11,Honda
08-08-2015,47,,3,7,,,,,,11,Honda
11-08-2015,33,,2,5,,,,,,11,Honda
13-08-2015,44,,3,8,,,,,,11,Honda
20-08-2015,34,,3,7,,,,,,11,Honda
22-08-2015,42,,4,8,,,,,,11,Honda
26-08-2015,37,,3,7,,,,,,11,Honda
28-08-2015,31,,2,5,,,,,,11,Honda
02-09-2015,32,,4,7,,,,,,11,Honda
05-09-2015,32,,3,8,,,,,,11,Honda
09-09-2015,30,,3,7,,,,,,11,Honda
12-09-2015,48,,4,9,,,,,,11,Honda
15-09-2015,34,,4,9,,,,,,11,Honda
19-09-2015,33,,4,9,,,,,,11,Honda
23-09-2015,42,,4,10,,,,,,11,Honda
26-09-2015,52,,4,8,,,,,,11,Honda
03-10-2015,35,,4,9,,,,,,11,Honda
07-10-2015,34,,4,9,,,,,,11,Honda
10-10-2015,52,,4,10,,,,,,11,Honda
14-10-2015,31,,4,9,,,,,,11,Honda
17-10-2015,56,,4,9,,,,,,11,Honda
21-10-2015,32,,4,9,,,,,,11,Honda
24-10-2015,31,,4,9,,,,,,11,Honda
28-10-2015,34,,4,9,,,,,,11,Honda
31-10-2015,61,,4,9,,,,,,11,Honda
04-11-2015,34,,4,9,,,,,,11,Honda
07-11-2015,38,,4,9,,,,,,11,Honda
11-11-2015,67,,4,10,,,,,,11,Honda
14-11-2015,51,,4,9,,,,,,11,Honda
18-11-2015,30,,4,9,,,,,,11,Honda
21-11-2015,38,,4,8,,,,,,11,Honda
25-11-2015,31,,4,9,,,,,,11,Honda
28-11-2015,48,,4,9,,,,,,11,Honda
02-12-2015,43,,4,9,,,,,,11,Honda
05-12-2015,68,,4,10,,,,,,11,Honda
09-12-2015,51,,4,9,,,,,,11,Honda
12-12-2015,33,,4,8,,,,,,11,Honda
16-12-2015,61,,4,9,,,,,,11,Honda
19-12-2015,42,,4,9,,,,,,11,Honda
23-12-2015,40,,4,9,,,,,,11,Honda
26-12-2015,69,,4,10,,,,,,11,Honda
30-12-2015,64,,5,9,,,,,,11,Honda
03-01-2015,80,,4,9,,,,,,12,Bicholim
08-01-2015,89,,4,9,,,,,,12,Bicholim
10-01-2015,84,,4,9,,,,,,12,Bicholim
14-01-2015,44,,4,9,,,,,,12,Bicholim
16-01-2015,66,,4,9,,,,,,12,Bicholim
20-01-2015,57,,4,9,,,,,,12,Bicholim
22-01-2015,55,,4,9,,,,,,12,Bicholim
28-01-2015,73,,4,8,,,,,,12,Bicholim
30-01-2015,88,,4,8,,,,,,12,Bicholim
04-02-2015,80,,4,9,,,,,,12,Bicholim
06-02-2015,84,,4,9,,,,,,12,Bicholim
11-02-2015,69,,4,9,,,,,,12,Bicholim
13-02-2015,76,,4,9,,,,,,12,Bicholim
18-02-2015,89,,4,10,,,,,,12,Bicholim
20-02-2015,74,,4,9,,,,,,12,Bicholim
25-02-2015,57,,4,9,,,,,,12,Bicholim
27-02-2015,64,,4,8,,,,,,12,Bicholim
04-03-2015,87,,5,9,,,,,,12,Bicholim
07-03-2015,44,,4,9,,,,,,12,Bicholim
11-03-2015,47,,4,9,,,,,,12,Bicholim
13-03-2015,53,,4,9,,,,,,12,Bicholim
18-03-2015,82,,4,12,,,,,,12,Bicholim
20-03-2015,67,,4,10,,,,,,12,Bicholim
25-03-2015,51,,4,9,,,,,,12,Bicholim
27-03-2015,72,,5,10,,,,,,12,Bicholim
01-04-2015,62,,4,9,,,,,,12,Bicholim
03-04-2015,64,,4,11,,,,,,12,Bicholim
08-04-2015,54,,4,7,,,,,,12,Bicholim
10-04-2015,55,,4,9,,,,,,12,Bicholim
15-04-2015,85,,5,8,,,,,,12,Bicholim
17-04-2015,84,,4,11,,,,,,12,Bicholim
22-04-2015,64,,4,11,,,,,,12,Bicholim
24-04-2015,78,,4,10,,,,,,12,Bicholim
29-04-2015,51,,4,9,,,,,,12,Bicholim
02-05-2015,47,,4,9,,,,,,12,Bicholim
06-05-2015,46,,4,9,,,,,,12,Bicholim
08-05-2015,45,,4,9,,,,,,12,Bicholim
13-05-2015,50,,4,9,,,,,,12,Bicholim
15-05-2015,48,,4,11,,,,,,12,Bicholim
20-05-2015,62,,4,9,,,,,,12,Bicholim
22-05-2015,53,,4,9,,,,,,12,Bicholim
27-05-2015,55,,5,10,,,,,,12,Bicholim
29-05-2015,66,,4,8,,,,,,12,Bicholim
03-06-2015,47,,5,9,,,,,,12,Bicholim
06-06-2015,46,,4,9,,,,,,12,Bicholim
10-06-2015,45,,4,9,,,,,,12,Bicholim
12-06-2015,50,,3,9,,,,,,12,Bicholim
17-06-2015,48,,3,11,,,,,,12,Bicholim
19-06-2015,62,,3,9,,,,,,12,Bicholim
24-06-2015,53,,5,9,,,,,,12,Bicholim
26-06-2015,55,,4,10,,,,,,12,Bicholim
01-07-2015,36,,2,5,,,,,,12,Bicholim
03-07-2015,47,,4,8,,,,,,12,Bicholim
08-07-2015,30,,2,5,,,,,,12,Bicholim
10-07-2015,40,,4,8,,,,,,12,Bicholim
15-07-2015,31,,4,8,,,,,,12,Bicholim
17-07-2015,30,,3,7,,,,,,12,Bicholim
22-07-2015,31,,2,5,,,,,,12,Bicholim
24-07-2015,44,,3,8,,,,,,12,Bicholim
29-07-2015,42,,3,8,,,,,,12,Bicholim
31-07-2015,47,,3,8,,,,,,12,Bicholim
06-08-2015,34,,3,6,,,,,,12,Bicholim
08-08-2015,41,,3,6,,,,,,12,Bicholim
11-08-2015,39,,3,8,,,,,,12,Bicholim
13-08-2015,42,,4,8,,,,,,12,Bicholim
20-08-2015,32,,3,7,,,,,,12,Bicholim
22-08-2015,38,,4,9,,,,,,12,Bicholim
26-08-2015,30,,3,8,,,,,,12,Bicholim
28-08-2015,32,,3,7,,,,,,12,Bicholim
02-09-2015,33,,3,8,,,,,,12,Bicholim
05-09-2015,32,,3,7,,,,,,12,Bicholim
09-09-2015,32,,3,7,,,,,,12,Bicholim
12-09-2015,34,,4,8,,,,,,12,Bicholim
15-09-2015,32,,4,8,,,,,,12,Bicholim
19-09-2015,37,,4,9,,,,,,12,Bicholim
23-09-2015,33,,4,8,,,,,,12,Bicholim
26-09-2015,44,,4,9,,,,,,12,Bicholim
03-10-2015,41,,4,9,,,,,,12,Bicholim
07-10-2015,56,,4,9,,,,,,12,Bicholim
10-10-2015,37,,4,9,,,,,,12,Bicholim
14-10-2015,31,,4,8,,,,,,12,Bicholim
17-10-2015,40,,4,9,,,,,,12,Bicholim
21-10-2015,50,,4,9,,,,,,12,Bicholim
24-10-2015,37,,4,9,,,,,,12,Bicholim
28-10-2015,59,,4,9,,,,,,12,Bicholim
31-10-2015,56,,4,9,,,,,,12,Bicholim
04-11-2015,80,,4,10,,,,,,12,Bicholim
07-11-2015,69,,4,9,,,,,,12,Bicholim
11-11-2015,31,,4,9,,,,,,12,Bicholim
14-11-2015,69,,4,10,,,,,,12,Bicholim
18-11-2015,54,,4,9,,,,,,12,Bicholim
21-11-2015,50,,4,9,,,,,,12,Bicholim
25-11-2015,67,,4,9,,,,,,12,Bicholim
28-11-2015,41,,4,9,,,,,,12,Bicholim
02-12-2015,63,,4,9,,,,,,12,Bicholim
05-12-2015,56,,4,9,,,,,,12,Bicholim
09-12-2015,63,,4,9,,,,,,12,Bicholim
12-12-2015,58,,4,9,,,,,,12,Bicholim
16-12-2015,49,,4,8,,,,,,12,Bicholim
19-12-2015,59,,4,9,,,,,,12,Bicholim
23-12-2015,68,,5,10,,,,,,12,Bicholim
26-12-2015,60,,4,9,,,,,,12,Bicholim
30-12-2015,59,,4,9,,,,,,12,Bicholim
03-01-2015,80,,4,9,,,,,,2,Amona
08-01-2015,87,,4,9,,,,,,2,Amona
10-01-2015,89,,4,9,,,,,,2,Amona
14-01-2015,81,,4,9,,,,,,2,Amona
16-01-2015,91,,3,8,,,,,,2,Amona
20-01-2015,93,,4,9,,,,,,2,Amona
22-01-2015,96,,4,9,,,,,,2,Amona
28-01-2015,88,,4,10,,,,,,2,Amona
30-01-2015,84,,5,10,,,,,,2,Amona
04-02-2015,88,,4,10,,,,,,2,Amona
06-02-2015,87,,4,9,,,,,,2,Amona
11-02-2015,76,,4,9,,,,,,2,Amona
13-02-2015,79,,4,9,,,,,,2,Amona
18-02-2015,90,,4,10,,,,,,2,Amona
20-02-2015,87,,4,9,,,,,,2,Amona
25-02-2015,80,,4,9,,,,,,2,Amona
27-02-2015,83,,4,10,,,,,,2,Amona
04-03-2015,78,,5,10,,,,,,2,Amona
07-03-2015,71,,4,9,,,,,,2,Amona
11-03-2015,74,,4,9,,,,,,2,Amona
13-03-2015,76,,4,9,,,,,,2,Amona
18-03-2015,85,,4,9,,,,,,2,Amona
20-03-2015,61,,4,9,,,,,,2,Amona
25-03-2015,75,,4,9,,,,,,2,Amona
27-03-2015,70,,5,10,,,,,,2,Amona
01-04-2015,57,,4,9,,,,,,2,Amona
03-04-2015,74,,4,9,,,,,,2,Amona
08-04-2015,55,,4,9,,,,,,2,Amona
10-04-2015,40,,4,9,,,,,,2,Amona
15-04-2015,96,,5,9,,,,,,2,Amona
17-04-2015,93,,5,10,,,,,,2,Amona
22-04-2015,84,,4,9,,,,,,2,Amona
24-04-2015,91,,4,10,,,,,,2,Amona
29-04-2015,78,,5,8,,,,,,2,Amona
02-05-2015,71,,5,9,,,,,,2,Amona
06-05-2015,61,,4,9,,,,,,2,Amona
08-05-2015,64,,4,9,,,,,,2,Amona
13-05-2015,74,,5,10,,,,,,2,Amona
15-05-2015,71,,4,8,,,,,,2,Amona
20-05-2015,61,,4,9,,,,,,2,Amona
22-05-2015,60,,4,9,,,,,,2,Amona
27-05-2015,74,,5,10,,,,,,2,Amona
29-05-2015,37,,3,10,,,,,,2,Amona
03-06-2015,30,,4,8,,,,,,2,Amona
05-06-2015,59,,4,8,,,,,,2,Amona
10-06-2015,53,,4,9,,,,,,2,Amona
12-06-2015,48,,3,6,,,,,,2,Amona
17-06-2015,70,,5,10,,,,,,2,Amona
19-06-2015,56,,2,5,,,,,,2,Amona
24-06-2015,47,,4,9,,,,,,2,Amona
26-06-2015,51,,5,7,,,,,,2,Amona
01-07-2015,34,,3,6,,,,,,2,Amona
03-07-2015,43,,3,7,,,,,,2,Amona
08-07-2015,39,,3,7,,,,,,2,Amona
10-07-2015,55,,3,7,,,,,,2,Amona
15-07-2015,56,,4,9,,,,,,2,Amona
17-07-2015,42,,3,8,,,,,,2,Amona
22-07-2015,33,,3,7,,,,,,2,Amona
24-07-2015,48,,2,5,,,,,,2,Amona
29-07-2015,52,,5,8,,,,,,2,Amona
31-07-2015,38,,3,8,,,,,,2,Amona
06-08-2015,40,,4,8,,,,,,2,Amona
08-08-2015,47,,5,9,,,,,,2,Amona
11-08-2015,35,,2,5,,,,,,2,Amona
13-08-2015,56,,3,8,,,,,,2,Amona
20-08-2015,38,,3,7,,,,,,2,Amona
22-08-2015,41,,4,9,,,,,,2,Amona
26-08-2015,40,,3,8,,,,,,2,Amona
28-08-2015,32,,3,7,,,,,,2,Amona
02-09-2015,61,,4,8,,,,,,2,Amona
05-09-2015,37,,4,6,,,,,,2,Amona
09-09-2015,40,,4,8,,,,,,2,Amona
12-09-2015,40,,5,9,,,,,,2,Amona
15-09-2015,53,,4,7,,,,,,2,Amona
19-09-2015,69,,5,9,,,,,,2,Amona
23-09-2015,30,,2,2,,,,,,2,Amona
26-09-2015,49,,4,7,,,,,,2,Amona
03-10-2015,56,,4,9,,,,,,2,Amona
07-10-2015,51,,4,9,,,,,,2,Amona
10-10-2015,31,,4,9,,,,,,2,Amona
14-10-2015,56,,4,9,,,,,,2,Amona
17-10-2015,63,,4,10,,,,,,2,Amona
21-10-2015,50,,4,9,,,,,,2,Amona
24-10-2015,62,,4,9,,,,,,2,Amona
28-10-2015,55,,4,9,,,,,,2,Amona
31-10-2015,35,,4,8,,,,,,2,Amona
04-11-2015,66,,4,9,,,,,,2,Amona
07-11-2015,69,,4,9,,,,,,2,Amona
11-11-2015,40,,4,9,,,,,,2,Amona
14-11-2015,53,,4,9,,,,,,2,Amona
18-11-2015,62,,4,9,,,,,,2,Amona
21-11-2015,73,,4,10,,,,,,2,Amona
25-11-2015,64,,4,9,,,,,,2,Amona
28-11-2015,75,,4,10,,,,,,2,Amona
02-12-2015,51,,4,9,,,,,,2,Amona
05-12-2015,51,,4,9,,,,,,2,Amona
09-12-2015,46,,4,9,,,,,,2,Amona
12-12-2015,74,,5,10,,,,,,2,Amona
16-12-2015,74,,4,9,,,,,,2,Amona
19-12-2015,63,,4,9,,,,,,2,Amona
23-12-2015,80,,5,10,,,,,,2,Amona
26-12-2015,70,,4,9,,,,,,2,Amona
30-12-2015,79,,4,10,,,,,,2,Amona
03-01-2015,64,,4,9,,,,,,1,Assanora
08-01-2015,66,,4,9,,,,,,1,Assanora
10-01-2015,40,,3,9,,,,,,1,Assanora
14-01-2015,50,,4,9,,,,,,1,Assanora
16-01-2015,74,,4,9,,,,,,1,Assanora
20-01-2015,73,,5,9,,,,,,1,Assanora
22-01-2015,71,,4,9,,,,,,1,Assanora
28-01-2015,61,,5,9,,,,,,1,Assanora
30-01-2015,74,,6,12,,,,,,1,Assanora
04-02-2015,49,,3,9,,,,,,1,Assanora
06-02-2015,45,,4,9,,,,,,1,Assanora
11-02-2015,74,,3,7,,,,,,1,Assanora
13-02-2015,73,,5,9,,,,,,1,Assanora
18-02-2015,85,,5,10,,,,,,1,Assanora
20-02-2015,85,,5,9,,,,,,1,Assanora
25-02-2015,68,,4,9,,,,,,1,Assanora
27-02-2015,66,,4,9,,,,,,1,Assanora
04-03-2015,85,,5,9,,,,,,1,Assanora
07-03-2015,72,,4,9,,,,,,1,Assanora
11-03-2015,47,,4,9,,,,,,1,Assanora
13-03-2015,47,,4,9,,,,,,1,Assanora
18-03-2015,71,,4,9,,,,,,1,Assanora
20-03-2015,58,,4,9,,,,,,1,Assanora
25-03-2015,66,,4,9,,,,,,1,Assanora
27-03-2015,66,,4,9,,,,,,1,Assanora
01-04-2015,52,,4,9,,,,,,1,Assanora
03-04-2015,44,,4,9,,,,,,1,Assanora
08-04-2015,54,,6,9,,,,,,1,Assanora
10-04-2015,32,,4,9,,,,,,1,Assanora
15-04-2015,87,,5,11,,,,,,1,Assanora
17-04-2015,73,,4,9,,,,,,1,Assanora
22-04-2015,70,,4,9,,,,,,1,Assanora
24-04-2015,74,,5,9,,,,,,1,Assanora
29-04-2015,53,,3,9,,,,,,1,Assanora
02-05-2015,67,,4,9,,,,,,1,Assanora
06-05-2015,59,,4,9,,,,,,1,Assanora
08-05-2015,57,,3,8,,,,,,1,Assanora
13-05-2015,49,,4,9,,,,,,1,Assanora
15-05-2015,51,,6,11,,,,,,1,Assanora
20-05-2015,47,,5,9,,,,,,1,Assanora
22-05-2015,33,,4,9,,,,,,1,Assanora
27-05-2015,41,,3,9,,,,,,1,Assanora
29-05-2015,45,,3,9,,,,,,1,Assanora
03-06-2015,34,,3,8,,,,,,1,Assanora
05-06-2015,49,,4,9,,,,,,1,Assanora
10-06-2015,47,,5,9,,,,,,1,Assanora
12-06-2015,74,,4,10,,,,,,1,Assanora
17-06-2015,43,,4,10,,,,,,1,Assanora
19-06-2015,35,,2,3,,,,,,1,Assanora
24-06-2015,31,,4,8,,,,,,1,Assanora
26-06-2015,46,,4,9,,,,,,1,Assanora
01-07-2015,49,,4,8,,,,,,1,Assanora
03-07-2015,44,,3,7,,,,,,1,Assanora
08-07-2015,32,,3,7,,,,,,1,Assanora
10-07-2015,36,,3,8,,,,,,1,Assanora
15-07-2015,30,,3,8,,,,,,1,Assanora
17-07-2015,38,,3,7,,,,,,1,Assanora
22-07-2015,38,,3,6,,,,,,1,Assanora
24-07-2015,50,,3,7,,,,,,1,Assanora
29-07-2015,44,,4,7,,,,,,1,Assanora
31-07-2015,43,,3,7,,,,,,1,Assanora
06-08-2015,43,,4,8,,,,,,1,Assanora
08-08-2015,39,,4,9,,,,,,1,Assanora
11-08-2015,42,,3,8,,,,,,1,Assanora
13-08-2015,41,,2,5,,,,,,1,Assanora
20-08-2015,41,,4,8,,,,,,1,Assanora
22-08-2015,35,,3,8,,,,,,1,Assanora
26-08-2015,33,,3,8,,,,,,1,Assanora
28-08-2015,31,,3,8,,,,,,1,Assanora
02-09-2015,58,,4,10,,,,,,1,Assanora
05-09-2015,39,,4,9,,,,,,1,Assanora
09-09-2015,39,,4,9,,,,,,1,Assanora
12-09-2015,33,,4,8,,,,,,1,Assanora
15-09-2015,40,,3,8,,,,,,1,Assanora
19-09-2015,39,,4,9,,,,,,1,Assanora
23-09-2015,33,,3,7,,,,,,1,Assanora
26-09-2015,33,,4,8,,,,,,1,Assanora
03-10-2015,53,,4,9,,,,,,1,Assanora
07-10-2015,39,,4,9,,,,,,1,Assanora
10-10-2015,40,,4,9,,,,,,1,Assanora
14-10-2015,41,,4,8,,,,,,1,Assanora
17-10-2015,46,,4,9,,,,,,1,Assanora
21-10-2015,50,,4,9,,,,,,1,Assanora
24-10-2015,34,,4,9,,,,,,1,Assanora
28-10-2015,62,,4,10,,,,,,1,Assanora
31-10-2015,46,,4,9,,,,,,1,Assanora
04-11-2015,31,,4,9,,,,,,1,Assanora
07-11-2015,39,,4,9,,,,,,1,Assanora
11-11-2015,55,,4,9,,,,,,1,Assanora
14-11-2015,58,,4,10,,,,,,1,Assanora
18-11-2015,46,,4,9,,,,,,1,Assanora
21-11-2015,51,,4,9,,,,,,1,Assanora
25-11-2015,37,,4,9,,,,,,1,Assanora
28-11-2015,40,,4,9,,,,,,1,Assanora
02-12-2015,56,,4,9,,,,,,1,Assanora
05-12-2015,49,,4,9,,,,,,1,Assanora
09-12-2015,52,,4,9,,,,,,1,Assanora
12-12-2015,58,,4,9,,,,,,1,Assanora
16-12-2015,63,,4,9,,,,,,1,Assanora
19-12-2015,61,,4,9,,,,,,1,Assanora
23-12-2015,66,,4,9,,,,,,1,Assanora
26-12-2015,59,,4,9,,,,,,1,Assanora
30-12-2015,75,,4,10,,,,,,1,Assanora
02-01-2015,94,,5,9,,,,,,3,Margao
07-01-2015,90,,4,9,,,,,,3,Margao
09-01-2015,82,,4,9,,,,,,3,Margao
13-01-2015,70,,4,8,,,,,,3,Margao
15-01-2015,83,,5,11,,,,,,3,Margao
21-01-2015,78,,4,9,,,,,,3,Margao
23-01-2015,94,,5,10,,,,,,3,Margao
27-01-2015,85,,3,7,,,,,,3,Margao
29-01-2015,71,,4,9,,,,,,3,Margao
03-02-2015,82,,4,9,,,,,,3,Margao
05-02-2015,91,,4,10,,,,,,3,Margao
10-02-2015,87,,4,10,,,,,,3,Margao
12-02-2015,93,,5,10,,,,,,3,Margao
17-02-2015,82,,5,11,,,,,,3,Margao
19-02-2015,84,,4,9,,,,,,3,Margao
24-02-2015,70,,3,7,,,,,,3,Margao
26-02-2015,71,,4,9,,,,,,3,Margao
04-03-2015,69,,5,9,,,,,,3,Margao
07-03-2015,75,,5,10,,,,,,3,Margao
10-03-2015,53,,4,9,,,,,,3,Margao
12-03-2015,76,,4,12,,,,,,3,Margao
17-03-2015,69,,4,9,,,,,,3,Margao
19-03-2015,47,,4,9,,,,,,3,Margao
26-03-2015,65,,4,11,,,,,,3,Margao
28-03-2015,66,,5,8,,,,,,3,Margao
01-04-2015,76,,4,9,,,,,,3,Margao
03-04-2015,72,,4,9,,,,,,3,Margao
07-04-2015,76,,5,10,,,,,,3,Margao
09-04-2015,75,,5,8,,,,,,3,Margao
14-04-2015,76,,4,9,,,,,,3,Margao
16-04-2015,60,,4,9,,,,,,3,Margao
21-04-2015,41,,4,9,,,,,,3,Margao
23-04-2015,54,,4,10,,,,,,3,Margao
30-04-2015,47,,3,9,,,,,,3,Margao
02-05-2015,52,,4,9,,,,,,3,Margao
05-05-2015,54,,4,9,,,,,,3,Margao
07-05-2015,67,,4,9,,,,,,3,Margao
12-05-2015,66,,4,10,,,,,,3,Margao
14-05-2015,49,,5,9,,,,,,3,Margao
19-05-2015,74,,5,10,,,,,,3,Margao
21-05-2015,70,,4,9,,,,,,3,Margao
26-05-2015,58,,4,9,,,,,,3,Margao
28-05-2015,58,,4,9,,,,,,3,Margao
02-06-2015,51,,5,9,,,,,,3,Margao
04-06-2015,56,,4,9,,,,,,3,Margao
09-06-2015,61,,4,9,,,,,,3,Margao
11-06-2015,51,,3,8,,,,,,3,Margao
16-06-2015,36,,4,8,,,,,,3,Margao
18-06-2015,39,,4,8,,,,,,3,Margao
23-06-2015,73,,4,8,,,,,,3,Margao
25-06-2015,48,,4,10,,,,,,3,Margao
01-07-2015,51,,4,8,,,,,,3,Margao
03-07-2015,46,,4,8,,,,,,3,Margao
07-07-2015,47,,4,7,,,,,,3,Margao
09-07-2015,53,,4,9,,,,,,3,Margao
14-07-2015,53,,4,7,,,,,,3,Margao
16-07-2015,38,,4,7,,,,,,3,Margao
21-07-2015,53,,4,9,,,,,,3,Margao
23-07-2015,44,,3,7,,,,,,3,Margao
28-07-2015,49,,4,10,,,,,,3,Margao
