Date,PM10,PM2.5,SO2,NO2,CO,O3,Pb,AQI,Air QLTY,Station ID,Station Name
30-07-2015,47,,3,8,,,,,,3,Margao
05-08-2015,31,,2,5,,,,,,3,Margao
07-08-2015,45,,4,8,,,,,,3,Margao
12-08-2015,52,,4,8,,,,,,3,Margao
14-08-2015,46,,4,9,,,,,,3,Margao
19-08-2015,38,,3,7,,,,,,3,Margao
21-08-2015,54,,3,8,,,,,,3,Margao
25-08-2015,38,,4,7,,,,,,3,Margao
27-08-2015,48,,4,9,,,,,,3,Margao
01-09-2015,39,,3,7,,,,,,3,Margao
04-09-2015,31,,3,7,,,,,,3,Margao
08-09-2015,30,,3,8,,,,,,3,Margao
11-09-2015,37,,4,9,,,,,,3,Margao
15-09-2015,30,,2,5,,,,,,3,Margao
19-09-2015,43,,4,9,,,,,,3,Margao
22-09-2015,50,,4,8,,,,,,3,Margao
25-09-2015,44,,4,9,,,,,,3,Margao
03-10-2015,38,,4,9,,,,,,3,Margao
06-10-2015,33,,4,9,,,,,,3,Margao
09-10-2015,31,,4,9,,,,,,3,Margao
13-10-2015,53,,4,9,,,,,,3,Margao
16-10-2015,34,,4,9,,,,,,3,Margao
20-10-2015,43,,4,9,,,,,,3,Margao
23-10-2015,44,,4,9,,,,,,3,Margao
27-10-2015,38,,4,9,,,,,,3,Margao
30-10-2015,35,,4,8,,,,,,3,Margao
03-11-2015,68,,4,9,,,,,,3,Margao
05-11-2015,61,,4,9,,,,,,3,Margao
11-11-2015,63,,4,9,,,,,,3,Margao
13-11-2015,30,,4,9,,,,,,3,Margao
17-11-2015,71,,4,9,,,,,,3,Margao
20-11-2015,61,,4,8,,,,,,3,Margao
24-11-2015,63,,4,9,,,,,,3,Margao
27-11-2015,73,,4,9,,,,,,3,Margao
01-12-2015,59,,4,9,,,,,,3,Margao
04-12-2015,49,,4,9,,,,,,3,Margao
08-12-2015,69,,4,9,,,,,,3,Margao
11-12-2015,65,,4,9,,,,,,3,Margao
15-12-2015,79,,4,10,,,,,,3,Margao
18-12-2015,75,,4,9,,,,,,3,Margao
22-12-2015,82,,5,10,,,,,,3,Margao
24-12-2015,75,,4,10,,,,,,3,Margao
29-12-2015,68,,4,10,,,,,,3,Margao
02-01-2015,72,,9,11,,,,,,13,Mapusa
06-01-2015,65,,9,11,,,,,,13,Mapusa
09-01-2015,62,,9,11,,,,,,13,Mapusa
13-01-2015,66,,9,11,,,,,,13,Mapusa
16-01-2015,70,,9,10,,,,,,13,Mapusa
20-01-2015,64,,9,11,,,,,,13,Mapusa
23-01-2015,52,,9,11,,,,,,13,Mapusa
27-01-2015,61,,10,12,,,,,,13,Mapusa
30-01-2015,61,,10,12,,,,,,13,Mapusa
02-02-2015,71,,9,12,,,,,,13,Mapusa
06-02-2015,64,,10,12,,,,,,13,Mapusa
09-02-2015,69,,9,11,,,,,,13,Mapusa
13-02-2015,67,,10,12,,,,,,13,Mapusa
16-02-2015,63,,9,11,,,,,,13,Mapusa
20-02-2015,95,,10,12,,,,,,13,Mapusa
23-02-2015,91,,9,11,,,,,,13,Mapusa
27-02-2015,64,,9,11,,,,,,13,Mapusa
02-03-2015,66,,9,11,,,,,,13,Mapusa
06-03-2015,64,,10,12,,,,,,13,Mapusa
09-03-2015,56,,9,11,,,,,,13,Mapusa
13-03-2015,60,,10,11,,,,,,13,Mapusa
16-03-2015,64,,9,11,,,,,,13,Mapusa
20-03-2015,65,,9,11,,,,,,13,Mapusa
23-03-2015,64,,9,11,,,,,,13,Mapusa
27-03-2015,61,,10,11,,,,,,13,Mapusa
30-03-2015,67,,10,11,,,,,,13,Mapusa
03-04-2015,97,,10,12,,,,,,13,Mapusa
06-04-2015,109,,9,11,,,,,,13,Mapusa
10-04-2015,130,,10,11,,,,,,13,Mapusa
13-04-2015,134,,10,12,,,,,,13,Mapusa
17-04-2015,95,,10,11,,,,,,13,Mapusa
20-04-2015,67,,10,11,,,,,,13,Mapusa
24-04-2015,62,,10,12,,,,,,13,Mapusa
27-04-2015,81,,9,12,,,,,,13,Mapusa
30-04-2015,74,,10,11,,,,,,13,Mapusa
04-05-2015,71,,10,12,,,,,,13,Mapusa
08-05-2015,55,,9,11,,,,,,13,Mapusa
11-05-2015,56,,10,12,,,,,,13,Mapusa
15-05-2015,54,,10,12,,,,,,13,Mapusa
18-05-2015,45,,9,11,,,,,,13,Mapusa
22-05-2015,48,,9,11,,,,,,13,Mapusa
25-05-2015,56,,9,11,,,,,,13,Mapusa
29-05-2015,51,,9,11,,,,,,13,Mapusa
01-06-2015,46,,9,11,,,,,,13,Mapusa
05-06-2015,61,,10,12,,,,,,13,Mapusa
08-06-2015,46,,9,11,,,,,,13,Mapusa
12-06-2015,57,,9,12,,,,,,13,Mapusa
15-06-2015,30,,9,12,,,,,,13,Mapusa
19-06-2015,32,,9,12,,,,,,13,Mapusa
22-06-2015,28,,9,11,,,,,,13,Mapusa
26-06-2015,27,,9,11,,,,,,13,Mapusa
29-06-2015,50,,9,11,,,,,,13,Mapusa
01-07-2015,26,,4,26,,,,,,13,Mapusa
03-07-2015,12,,2,15,,,,,,13,Mapusa
07-07-2015,19,,2,5,,,,,,13,Mapusa
09-07-2015,11,,11,8,,,,,,13,Mapusa
14-07-2015,33,,4,6,,,,,,13,Mapusa
16-07-2015,30,,5,7,,,,,,13,Mapusa
21-07-2015,24,,3,6,,,,,,13,Mapusa
23-07-2015,17,,2,6,,,,,,13,Mapusa
28-07-2015,24,,2,5,,,,,,13,Mapusa
30-07-2015,15,,2,6,,,,,,13,Mapusa
04-08-2015,17,,5,5,,,,,,13,Mapusa
06-08-2015,22,,2,5,,,,,,13,Mapusa
11-08-2015,19,,2,5,,,,,,13,Mapusa
13-08-2015,19,,2,5,,,,,,13,Mapusa
18-08-2015,35,,2,5,,,,,,13,Mapusa
20-08-2015,55,,3,5,,,,,,13,Mapusa
25-08-2015,33,,2,6,,,,,,13,Mapusa
27-08-2015,22,,2,5,,,,,,13,Mapusa
01-09-2015,36,,3,5,,,,,,13,Mapusa
03-09-2015,42,,2,8,,,,,,13,Mapusa
08-09-2015,17,,3,11,,,,,,13,Mapusa
10-09-2015,19,,15,5,,,,,,13,Mapusa
14-09-2015,11,,5,5,,,,,,13,Mapusa
22-09-2015,23,,4,43,,,,,,13,Mapusa
24-09-2015,31,,3,0,,,,,,13,Mapusa
29-09-2015,62,,8,0,,,,,,13,Mapusa
01-10-2015,56,,6,5,,,,,,13,Mapusa
06-10-2015,67,,2,5,,,,,,13,Mapusa
08-10-2015,40,,3,14,,,,,,13,Mapusa
13-10-2015,46,,2,6,,,,,,13,Mapusa
15-10-2015,97,,2,9,,,,,,13,Mapusa
20-10-2015,86,,8,6,,,,,,13,Mapusa
23-10-2015,75,,2,5,,,,,,13,Mapusa
27-10-2015,90,,3,5,,,,,,13,Mapusa
29-10-2015,110,,2,6,,,,,,13,Mapusa
03-11-2015,38,,8,7,,,,,,13,Mapusa
05-11-2015,35,,8,7,,,,,,13,Mapusa
11-11-2015,87,,12,9,,,,,,13,Mapusa
13-11-2015,79,,10,11,,,,,,13,Mapusa
17-11-2015,65,,3,8,,,,,,13,Mapusa
19-11-2015,121,,3,10,,,,,,13,Mapusa
24-11-2015,61,,7,8,,,,,,13,Mapusa
26-11-2015,72,,6,9,,,,,,13,Mapusa
01-12-2015,54,,7,11,,,,,,13,Mapusa
04-12-2015,66,,9,10,,,,,,13,Mapusa
08-12-2015,76,,8,5,,,,,,13,Mapusa
10-12-2015,111,,6,17,,,,,,13,Mapusa
15-12-2015,121,,2,17,,,,,,13,Mapusa
17-12-2015,136,,8,15,,,,,,13,Mapusa
22-12-2015,116,,5,5,,,,,,13,Mapusa
24-12-2015,101,,7,9,,,,,,13,Mapusa
29-12-2015,142,,6,15,,,,,,13,Mapusa
31-12-2015,127,,4,8,,,,,,13,Mapusa
02-01-2015,60,,4,9,,,,,,4,Ponda
07-01-2015,68,,4,9,,,,,,4,Ponda
09-01-2015,61,,4,9,,,,,,4,Ponda
13-01-2015,71,,3,6,,,,,,4,Ponda
15-01-2015,72,,4,9,,,,,,4,Ponda
21-01-2015,85,,4,9,,,,,,4,Ponda
23-01-2015,78,,5,10,,,,,,4,Ponda
27-01-2015,67,,4,9,,,,,,4,Ponda
29-01-2015,87,,5,9,,,,,,4,Ponda
03-02-2015,64,,4,9,,,,,,4,Ponda
05-02-2015,76,,4,9,,,,,,4,Ponda
10-02-2015,76,,4,9,,,,,,4,Ponda
12-02-2015,80,,4,9,,,,,,4,Ponda
17-02-2015,67,,5,9,,,,,,4,Ponda
19-02-2015,70,,4,9,,,,,,4,Ponda
24-02-2015,65,,4,9,,,,,,4,Ponda
26-02-2015,53,,4,9,,,,,,4,Ponda
04-03-2015,72,,4,9,,,,,,4,Ponda
07-03-2015,60,,4,9,,,,,,4,Ponda
10-03-2015,78,,5,10,,,,,,4,Ponda
12-03-2015,78,,4,9,,,,,,4,Ponda
17-03-2015,73,,4,8,,,,,,4,Ponda
19-03-2015,43,,4,9,,,,,,4,Ponda
26-03-2015,61,,4,9,,,,,,4,Ponda
28-03-2015,64,,4,9,,,,,,4,Ponda
01-04-2015,55,,4,9,,,,,,4,Ponda
03-04-2015,57,,4,9,,,,,,4,Ponda
07-04-2015,66,,4,9,,,,,,4,Ponda
09-04-2015,40,,5,9,,,,,,4,Ponda
14-04-2015,79,,4,10,,,,,,4,Ponda
16-04-2015,77,,4,9,,,,,,4,Ponda
21-04-2015,69,,3,9,,,,,,4,Ponda
23-04-2015,54,,4,9,,,,,,4,Ponda
30-04-2015,38,,4,9,,,,,,4,Ponda
02-05-2015,54,,4,9,,,,,,4,Ponda
05-05-2015,57,,4,9,,,,,,4,Ponda
07-05-2015,52,,4,9,,,,,,4,Ponda
12-05-2015,60,,4,9,,,,,,4,Ponda
14-05-2015,68,,4,10,,,,,,4,Ponda
19-05-2015,47,,4,9,,,,,,4,Ponda
21-05-2015,39,,5,9,,,,,,4,Ponda
26-05-2015,59,,4,9,,,,,,4,Ponda
28-05-2015,48,,4,9,,,,,,4,Ponda
02-06-2015,48,,4,8,,,,,,4,Ponda
04-06-2015,39,,4,8,,,,,,4,Ponda
09-06-2015,30,,4,8,,,,,,4,Ponda
11-06-2015,37,,4,8,,,,,,4,Ponda
16-06-2015,70,,5,10,,,,,,4,Ponda
18-06-2015,42,,4,8,,,,,,4,Ponda
23-06-2015,36,,3,8,,,,,,4,Ponda
25-06-2015,51,,4,9,,,,,,4,Ponda
01-07-2015,45,,4,8,,,,,,4,Ponda
03-07-2015,47,,4,9,,,,,,4,Ponda
07-07-2015,30,,3,6,,,,,,4,Ponda
09-07-2015,36,,4,7,,,,,,4,Ponda
14-07-2015,30,,2,5,,,,,,4,Ponda
16-07-2015,34,,3,7,,,,,,4,Ponda
21-07-2015,33,,3,7,,,,,,4,Ponda
23-07-2015,42,,3,9,,,,,,4,Ponda
28-07-2015,38,,3,8,,,,,,4,Ponda
30-07-2015,38,,4,8,,,,,,4,Ponda
05-08-2015,36,,4,7,,,,,,4,Ponda
07-08-2015,31,,3,8,,,,,,4,Ponda
12-08-2015,31,,3,7,,,,,,4,Ponda
14-08-2015,30,,3,5,,,,,,4,Ponda
19-08-2015,34,,4,9,,,,,,4,Ponda
21-08-2015,31,,2,5,,,,,,4,Ponda
25-08-2015,32,,4,9,,,,,,4,Ponda
27-08-2015,31,,4,8,,,,,,4,Ponda
01-09-2015,32,,4,8,,,,,,4,Ponda
04-09-2015,31,,3,7,,,,,,4,Ponda
08-09-2015,33,,4,8,,,,,,4,Ponda
11-09-2015,33,,4,9,,,,,,4,Ponda
15-09-2015,47,,3,8,,,,,,4,Ponda
19-09-2015,37,,4,9,,,,,,4,Ponda
22-09-2015,40,,4,9,,,,,,4,Ponda
25-09-2015,39,,4,9,,,,,,4,Ponda
03-10-2015,35,,4,9,,,,,,4,Ponda
06-10-2015,31,,4,8,,,,,,4,Ponda
09-10-2015,38,,4,9,,,,,,4,Ponda
13-10-2015,36,,4,9,,,,,,4,Ponda
16-10-2015,46,,4,9,,,,,,4,Ponda
20-10-2015,34,,4,9,,,,,,4,Ponda
23-10-2015,38,,4,9,,,,,,4,Ponda
27-10-2015,42,,4,9,,,,,,4,Ponda
30-10-2015,34,,4,9,,,,,,4,Ponda
03-11-2015,61,,4,9,,,,,,4,Ponda
05-11-2015,30,,4,9,,,,,,4,Ponda
11-11-2015,57,,4,9,,,,,,4,Ponda
13-11-2015,31,,4,9,,,,,,4,Ponda
17-11-2015,44,,4,9,,,,,,4,Ponda
20-11-2015,50,,4,9,,,,,,4,Ponda
24-11-2015,43,,4,9,,,,,,4,Ponda
27-11-2015,54,,4,9,,,,,,4,Ponda
01-12-2015,59,,4,9,,,,,,4,Ponda
04-12-2015,46,,4,9,,,,,,4,Ponda
08-12-2015,57,,4,9,,,,,,4,Ponda
11-12-2015,62,,5,10,,,,,,4,Ponda
15-12-2015,35,,4,9,,,,,,4,Ponda
18-12-2015,49,,4,9,,,,,,4,Ponda
22-12-2015,59,,4,9,,,,,,4,Ponda
24-12-2015,55,,4,9,,,,,,4,Ponda
29-12-2015,53,,4,9,,,,,,4,Ponda
02-01-2015,68,,4,9,,,,,,5,Sanguem
07-01-2015,57,,4,9,,,,,,5,Sanguem
09-01-2015,54,,4,9,,,,,,5,Sanguem
13-01-2015,75,,4,9,,,,,,5,Sanguem
15-01-2015,70,,5,11,,,,,,5,Sanguem
21-01-2015,51,,4,9,,,,,,5,Sanguem
23-01-2015,57,,3,9,,,,,,5,Sanguem
27-01-2015,71,,4,10,,,,,,5,Sanguem
29-01-2015,70,,4,9,,,,,,5,Sanguem
03-02-2015,68,,4,9,,,,,,5,Sanguem
05-02-2015,62,,4,9,,,,,,5,Sanguem
10-02-2015,69,,4,9,,,,,,5,Sanguem
12-02-2015,73,,4,9,,,,,,5,Sanguem
17-02-2015,75,,4,9,,,,,,5,Sanguem
19-02-2015,79,,4,9,,,,,,5,Sanguem
24-02-2015,52,,4,9,,,,,,5,Sanguem
26-02-2015,57,,5,9,,,,,,5,Sanguem
04-03-2015,71,,4,9,,,,,,5,Sanguem
07-03-2015,64,,4,9,,,,,,5,Sanguem
10-03-2015,67,,4,9,,,,,,5,Sanguem
12-03-2015,61,,4,11,,,,,,5,Sanguem
17-03-2015,68,,5,10,,,,,,5,Sanguem
19-03-2015,48,,4,9,,,,,,5,Sanguem
26-03-2015,78,,4,8,,,,,,5,Sanguem
28-03-2015,77,,3,7,,,,,,5,Sanguem
01-04-2015,62,,4,9,,,,,,5,Sanguem
03-04-2015,55,,4,9,,,,,,5,Sanguem
07-04-2015,38,,4,9,,,,,,5,Sanguem
09-04-2015,53,,4,9,,,,,,5,Sanguem
14-04-2015,87,,5,9,,,,,,5,Sanguem
16-04-2015,74,,4,9,,,,,,5,Sanguem
21-04-2015,64,,4,9,,,,,,5,Sanguem
23-04-2015,53,,5,11,,,,,,5,Sanguem
30-04-2015,33,,4,9,,,,,,5,Sanguem
02-05-2015,36,,4,8,,,,,,5,Sanguem
05-05-2015,48,,4,9,,,,,,5,Sanguem
07-05-2015,39,,4,9,,,,,,5,Sanguem
12-05-2015,51,,3,7,,,,,,5,Sanguem
14-05-2015,71,,5,10,,,,,,5,Sanguem
19-05-2015,34,,3,8,,,,,,5,Sanguem
21-05-2015,34,,4,10,,,,,,5,Sanguem
26-05-2015,58,,4,9,,,,,,5,Sanguem
28-05-2015,41,,4,9,,,,,,5,Sanguem
02-06-2015,34,,4,9,,,,,,5,Sanguem
04-06-2015,74,,4,9,,,,,,5,Sanguem
09-06-2015,43,,4,9,,,,,,5,Sanguem
11-06-2015,42,,4,8,,,,,,5,Sanguem
16-06-2015,35,,4,8,,,,,,5,Sanguem
18-06-2015,49,,3,8,,,,,,5,Sanguem
23-06-2015,34,,3,6,,,,,,5,Sanguem
25-06-2015,38,,4,9,,,,,,5,Sanguem
01-07-2015,36,,3,6,,,,,,5,Sanguem
03-07-2015,37,,4,8,,,,,,5,Sanguem
07-07-2015,34,,3,7,,,,,,5,Sanguem
09-07-2015,31,,2,5,,,,,,5,Sanguem
14-07-2015,39,,4,8,,,,,,5,Sanguem
16-07-2015,30,,3,8,,,,,,5,Sanguem
21-07-2015,38,,4,8,,,,,,5,Sanguem
23-07-2015,33,,3,6,,,,,,5,Sanguem
28-07-2015,36,,4,8,,,,,,5,Sanguem
30-07-2015,30,,3,7,,,,,,5,Sanguem
05-08-2015,31,,3,7,,,,,,5,Sanguem
07-08-2015,32,,4,9,,,,,,5,Sanguem
12-08-2015,31,,3,6,,,,,,5,Sanguem
14-08-2015,32,,3,6,,,,,,5,Sanguem
19-08-2015,31,,3,9,,,,,,5,Sanguem
21-08-2015,32,,3,8,,,,,,5,Sanguem
25-08-2015,36,,4,9,,,,,,5,Sanguem
27-08-2015,46,,4,9,,,,,,5,Sanguem
01-09-2015,31,,4,9,,,,,,5,Sanguem
04-09-2015,31,,4,8,,,,,,5,Sanguem
08-09-2015,32,,4,9,,,,,,5,Sanguem
11-09-2015,32,,4,9,,,,,,5,Sanguem
15-09-2015,31,,3,8,,,,,,5,Sanguem
19-09-2015,31,,3,7,,,,,,5,Sanguem
22-09-2015,33,,4,9,,,,,,5,Sanguem
25-09-2015,32,,3,8,,,,,,5,Sanguem
03-10-2015,34,,4,9,,,,,,5,Sanguem
06-10-2015,32,,4,8,,,,,,5,Sanguem
09-10-2015,30,,3,9,,,,,,5,Sanguem
13-10-2015,33,,4,9,,,,,,5,Sanguem
16-10-2015,35,,4,9,,,,,,5,Sanguem
20-10-2015,31,,3,8,,,,,,5,Sanguem
23-10-2015,31,,4,8,,,,,,5,Sanguem
27-10-2015,32,,4,9,,,,,,5,Sanguem
30-10-2015,36,,4,9,,,,,,5,Sanguem
03-11-2015,49,,4,9,,,,,,5,Sanguem
07-11-2015,41,,4,9,,,,,,5,Sanguem
10-11-2015,33,,4,8,,,,,,5,Sanguem
13-11-2015,34,,4,9,,,,,,5,Sanguem
17-11-2015,30,,3,8,,,,,,5,Sanguem
20-11-2015,33,,4,9,,,,,,5,Sanguem
24-11-2015,48,,4,9,,,,,,5,Sanguem
27-11-2015,34,,4,9,,,,,,5,Sanguem
01-12-2015,60,,4,9,,,,,,5,Sanguem
04-12-2015,52,,4,9,,,,,,5,Sanguem
08-12-2015,38,,4,9,,,,,,5,Sanguem
11-12-2015,54,,4,9,,,,,,5,Sanguem
15-12-2015,60,,5,9,,,,,,5,Sanguem
18-12-2015,58,,4,9,,,,,,5,Sanguem
22-12-2015,41,,4,9,,,,,,5,Sanguem
24-12-2015,33,,4,9,,,,,,5,Sanguem
29-12-2015,62,,4,10,,,,,,5,Sanguem
02-01-2015,77,,15,9,,,,,,6,Quepem Tilamol
07-01-2015,66,,4,9,,,,,,6,Quepem Tilamol
09-01-2015,59,,4,9,,,,,,6,Quepem Tilamol
13-01-2015,76,,4,9,,,,,,6,Quepem Tilamol
15-01-2015,78,,4,10,,,,,,6,Quepem Tilamol
21-01-2015,71,,4,9,,,,,,6,Quepem Tilamol
23-01-2015,78,,5,12,,,,,,6,Quepem Tilamol
27-01-2015,73,,3,9,,,,,,6,Quepem Tilamol
29-01-2015,67,,4,9,,,,,,6,Quepem Tilamol
03-02-2015,72,,4,9,,,,,,6,Quepem Tilamol
05-02-2015,70,,4,10,,,,,,6,Quepem Tilamol
10-02-2015,65,,4,9,,,,,,6,Quepem Tilamol
12-02-2015,73,,3,9,,,,,,6,Quepem Tilamol
17-02-2015,72,,5,9,,,,,,6,Quepem Tilamol
19-02-2015,79,,5,10,,,,,,6,Quepem Tilamol
24-02-2015,66,,5,11,,,,,,6,Quepem Tilamol
26-02-2015,63,,4,9,,,,,,6,Quepem Tilamol
04-03-2015,73,,4,9,,,,,,6,Quepem Tilamol
07-03-2015,57,,4,9,,,,,,6,Quepem Tilamol
10-03-2015,47,,4,9,,,,,,6,Quepem Tilamol
12-03-2015,62,,4,9,,,,,,6,Quepem Tilamol
17-03-2015,59,,4,9,,,,,,6,Quepem Tilamol
19-03-2015,53,,4,9,,,,,,6,Quepem Tilamol
26-03-2015,76,,4,10,,,,,,6,Quepem Tilamol
28-03-2015,68,,4,9,,,,,,6,Quepem Tilamol
01-04-2015,59,,4,9,,,,,,6,Quepem Tilamol
03-04-2015,52,,4,9,,,,,,6,Quepem Tilamol
07-04-2015,31,,4,9,,,,,,6,Quepem Tilamol
09-04-2015,79,,3,7,,,,,,6,Quepem Tilamol
14-04-2015,84,,5,8,,,,,,6,Quepem Tilamol
16-04-2015,81,,4,10,,,,,,6,Quepem Tilamol
21-04-2015,87,,4,9,,,,,,6,Quepem Tilamol
23-04-2015,66,,5,12,,,,,,6,Quepem Tilamol
30-04-2015,59,,4,9,,,,,,6,Quepem Tilamol
02-05-2015,51,,4,9,,,,,,6,Quepem Tilamol
05-05-2015,39,,4,9,,,,,,6,Quepem Tilamol
07-05-2015,57,,4,10,,,,,,6,Quepem Tilamol
12-05-2015,63,,5,10,,,,,,6,Quepem Tilamol
14-05-2015,49,,5,11,,,,,,6,Quepem Tilamol
19-05-2015,60,,4,9,,,,,,6,Quepem Tilamol
21-05-2015,73,,4,9,,,,,,6,Quepem Tilamol
26-05-2015,57,,4,11,,,,,,6,Quepem Tilamol
28-05-2015,47,,4,9,,,,,,6,Quepem Tilamol
02-06-2015,58,,4,9,,,,,,6,Quepem Tilamol
04-06-2015,53,,4,9,,,,,,6,Quepem Tilamol
09-06-2015,53,,4,9,,,,,,6,Quepem Tilamol
11-06-2015,44,,2,5,,,,,,6,Quepem Tilamol
16-06-2015,38,,4,8,,,,,,6,Quepem Tilamol
18-06-2015,33,,3,8,,,,,,6,Quepem Tilamol
23-06-2015,47,,4,9,,,,,,6,Quepem Tilamol
25-06-2015,48,,4,9,,,,,,6,Quepem Tilamol
01-07-2015,45,,4,9,,,,,,6,Quepem Tilamol
03-07-2015,47,,4,9,,,,,,6,Quepem Tilamol
07-07-2015,32,,3,7,,,,,,6,Quepem Tilamol
09-07-2015,30,,2,5,,,,,,6,Quepem Tilamol
14-07-2015,32,,3,5,,,,,,6,Quepem Tilamol
16-07-2015,31,,4,7,,,,,,6,Quepem Tilamol
21-07-2015,45,,4,8,,,,,,6,Quepem Tilamol
23-07-2015,34,,3,7,,,,,,6,Quepem Tilamol
28-07-2015,46,,4,8,,,,,,6,Quepem Tilamol
30-07-2015,46,,3,8,,,,,,6,Quepem Tilamol
05-08-2015,32,,3,8,,,,,,6,Quepem Tilamol
07-08-2015,39,,3,6,,,,,,6,Quepem Tilamol
12-08-2015,31,,2,5,,,,,,6,Quepem Tilamol
14-08-2015,44,,4,7,,,,,,6,Quepem Tilamol
19-08-2015,33,,3,7,,,,,,6,Quepem Tilamol
21-08-2015,46,,4,7,,,,,,6,Quepem Tilamol
25-08-2015,38,,4,8,,,,,,6,Quepem Tilamol
27-08-2015,33,,3,8,,,,,,6,Quepem Tilamol
01-09-2015,49,,4,9,,,,,,6,Quepem Tilamol
04-09-2015,66,,4,10,,,,,,6,Quepem Tilamol
08-09-2015,33,,4,9,,,,,,6,Quepem Tilamol
11-09-2015,31,,4,9,,,,,,6,Quepem Tilamol
15-09-2015,44,,3,8,,,,,,6,Quepem Tilamol
19-09-2015,39,,4,9,,,,,,6,Quepem Tilamol
22-09-2015,33,,4,8,,,,,,6,Quepem Tilamol
25-09-2015,42,,4,9,,,,,,6,Quepem Tilamol
03-10-2015,47,,4,10,,,,,,6,Quepem Tilamol
06-10-2015,37,,4,9,,,,,,6,Quepem Tilamol
09-10-2015,33,,4,9,,,,,,6,Quepem Tilamol
13-10-2015,34,,4,9,,,,,,6,Quepem Tilamol
16-10-2015,47,,4,9,,,,,,6,Quepem Tilamol
20-10-2015,36,,4,8,,,,,,6,Quepem Tilamol
23-10-2015,40,,4,9,,,,,,6,Quepem Tilamol
27-10-2015,41,,4,9,,,,,,6,Quepem Tilamol
30-10-2015,55,,4,10,,,,,,6,Quepem Tilamol
03-11-2015,68,,4,9,,,,,,6,Quepem Tilamol
07-11-2015,48,,4,9,,,,,,6,Quepem Tilamol
10-11-2015,32,,4,9,,,,,,6,Quepem Tilamol
13-11-2015,49,,4,9,,,,,,6,Quepem Tilamol
17-11-2015,71,,4,9,,,,,,6,Quepem Tilamol
20-11-2015,59,,4,9,,,,,,6,Quepem Tilamol
24-11-2015,78,,4,10,,,,,,6,Quepem Tilamol
27-11-2015,52,,4,9,,,,,,6,Quepem Tilamol
01-12-2015,56,,4,9,,,,,,6,Quepem Tilamol
04-12-2015,63,,4,9,,,,,,6,Quepem Tilamol
08-12-2015,53,,4,9,,,,,,6,Quepem Tilamol
11-12-2015,65,,4,9,,,,,,6,Quepem Tilamol
15-12-2015,78,,4,10,,,,,,6,Quepem Tilamol
18-12-2015,76,,4,10,,,,,,6,Quepem Tilamol
22-12-2015,68,,4,9,,,,,,6,Quepem Tilamol
24-12-2015,50,,4,9,,,,,,6,Quepem Tilamol
29-12-2015,59,,4,9,,,,,,6,Quepem Tilamol
03-01-2015,84,,4,81,,,,,,7,Kundaim
08-01-2015,70,,4,9,,,,,,7,Kundaim
10-01-2015,69,,4,9,,,,,,7,Kundaim
14-01-2015,85,,5,9,,,,,,7,Kundaim
16-01-2015,89,,5,9,,,,,,7,Kundaim
20-01-2015,62,,4,9,,,,,,7,Kundaim
22-01-2015,61,,4,9,,,,,,7,Kundaim
28-01-2015,60,,4,9,,,,,,7,Kundaim
30-01-2015,76,,4,9,,,,,,7,Kundaim
04-02-2015,88,,4,9,,,,,,7,Kundaim
06-02-2015,88,,4,9,,,,,,7,Kundaim
11-02-2015,77,,4,9,,,,,,7,Kundaim
13-02-2015,85,,4,9,,,,,,7,Kundaim
18-02-2015,92,,4,10,,,,,,7,Kundaim
20-02-2015,93,,4,9,,,,,,7,Kundaim
25-02-2015,79,,4,9,,,,,,7,Kundaim
27-02-2015,78,,4,9,,,,,,7,Kundaim
04-03-2015,75,,4,9,,,,,,7,Kundaim
07-03-2015,80,,5,10,,,,,,7,Kundaim
11-03-2015,78,,4,9,,,,,,7,Kundaim
13-03-2015,69,,4,9,,,,,,7,Kundaim
18-03-2015,95,,4,8,,,,,,7,Kundaim
20-03-2015,68,,4,9,,,,,,7,Kundaim
25-03-2015,79,,4,9,,,,,,7,Kundaim
27-03-2015,77,,4,9,,,,,,7,Kundaim
01-04-2015,54,,4,9,,,,,,7,Kundaim
03-04-2015,52,,4,8,,,,,,7,Kundaim
08-04-2015,61,,4,9,,,,,,7,Kundaim
10-04-2015,64,,4,9,,,,,,7,Kundaim
15-04-2015,85,,4,10,,,,,,7,Kundaim
17-04-2015,79,,4,9,,,,,,7,Kundaim
22-04-2015,83,,5,10,,,,,,7,Kundaim
24-04-2015,81,,5,9,,,,,,7,Kundaim
29-04-2015,68,,5,11,,,,,,7,Kundaim
02-05-2015,59,,4,9,,,,,,7,Kundaim
06-05-2015,59,,4,9,,,,,,7,Kundaim
08-05-2015,68,,5,10,,,,,,7,Kundaim
13-05-2015,72,,4,10,,,,,,7,Kundaim
15-05-2015,69,,4,10,,,,,,7,Kundaim
20-05-2015,60,,4,9,,,,,,7,Kundaim
22-05-2015,49,,4,8,,,,,,7,Kundaim
27-05-2015,58,,4,9,,,,,,7,Kundaim
29-05-2015,68,,3,7,,,,,,7,Kundaim
03-06-2015,60,,4,9,,,,,,7,Kundaim
05-06-2015,38,,4,8,,,,,,7,Kundaim
10-06-2015,69,,4,9,,,,,,7,Kundaim
12-06-2015,45,,4,9,,,,,,7,Kundaim
17-06-2015,93,,4,8,,,,,,7,Kundaim
19-06-2015,30,,3,6,,,,,,7,Kundaim
24-06-2015,43,,4,9,,,,,,7,Kundaim
26-06-2015,37,,4,8,,,,,,7,Kundaim
