DATE,PM10,PM2.5,SO2,NO2,*CO,O3,Pb,AQI,AIR QLTY,STATION ID,STATION NAME
13-12-2019,54,29,10,13,0.07,15,BDL,54,S,9,Usgao
17-12-2019,66,34,11,14,0.08,16,BDL,66,S,9,Usgao
20-12-2019,70,36,11,14,0.07,15,BDL,70,S,9,Usgao
24-12-2019,61,30,10,14,0.08,15,BDL,61,S,9,Usgao
27-12-2019,53,27,11,14,0.06,15,BDL,53,S,9,Usgao
31-12-2019,57,29,10,13,0.06,14,BDL,57,S,9,Usgao
03-01-2020,66,33,11,14,0.06,15,BDL,66,S,9,Usgao
07-01-2020,67,35,11,14,0.07,15,BDL,67,S,9,Usgao
10-01-2020,78,40,11,14,0.07,15,BDL,78,S,9,Usgao
14-01-2020,74,37,11,14,0.07,16,BDL,74,S,9,Usgao
17-01-2020,61,31,11,14,0.06,15,BDL,61,S,9,Usgao
21-01-2020,66,35,11,14,0.06,15,BDL,66,S,9,Usgao
24-01-2020,70,35,10,14,0.06,15,BDL,70,S,9,Usgao
28-01-2020,80,41,11,14,0.06,15,BDL,80,S,9,Usgao
31-01-2020,69,35,11,14,0.06,15,BDL,69,S,9,Usgao
04-02-2020,72,38,11,14,0.06,15,BDL,72,S,9,Usgao
07-02-2020,84,41,11,14,0.07,15,BDL,84,S,9,Usgao
11-02-2020,84,42,11,14,0.06,16,BDL,84,S,9,Usgao
13-02-2020,79,40,11,14,0.08,15,BDL,79,S,9,Usgao
18-02-2020,69,36,11,14,0.08,15,BDL,69,S,9,Usgao
20-02-2020,93,50,11,15,0.07,16,BDL,93,S,9,Usgao
25-02-2020,93,48,11,14,0.08,15,BDL,93,S,9,Usgao
27-02-2020,92,52,11,14,0.06,15,BDL,92,S,9,Usgao
03-03-2020,78,44,10,14,0.07,16,BDL,78,S,9,Usgao
06-03-2020,69,45,10,14,0.07,15,BDL,74,S,9,Usgao
10-03-2020,64,42,10,14,0.07,15,BDL,70,S,9,Usgao
13-03-2020,67,40,10,15,0.07,15,BDL,67,S,9,Usgao
17-03-2020,69,42,11,15,0.06,15,BDL,70,S,9,Usgao
20-03-2020,76,41,11,15,0.07,15,BDL,76,S,9,Usgao
03-04-2019,72,33,11,15,0.07,12,BDL,72,S,10,Codli
06-04-2019,59,32,10,16,0.08,13,BDL,59,S,10,Codli
10-04-2019,68,50,11,15,0.07,12,BDL,83,S,10,Codli
13-04-2019,53,34,11,15,0.08,15,BDL,57,S,10,Codli
17-04-2019,74,39,11,15,0.07,17,BDL,74,S,10,Codli
20-04-2019,75,48,11,17,0.07,24,BDL,80,S,10,Codli
24-04-2019,70,26,11,17,0.07,26,BDL,70,S,10,Codli
27-04-2019,59,41,11,16,0.06,19,BDL,68,S,10,Codli
01-05-2019,76,35,12,15,0.07,13,BDL,76,S,10,Codli
04-05-2019,55,15,12,15,0.07,14,BDL,55,S,10,Codli
08-05-2019,75,28,11,15,0.07,16,BDL,75,S,10,Codli
11-05-2019,70,27,11,15,0.06,19,BDL,70,S,10,Codli
15-05-2019,63,30,11,15,0.07,19,BDL,63,S,10,Codli
18-05-2019,47,32,12,14,0.06,14,BDL,54,S,10,Codli
22-05-2019,52,34,10,14,0.07,17,BDL,57,S,10,Codli
25-05-2019,62,31,11,15,0.07,18,BDL,62,S,10,Codli
29-05-2019,59,41,11,14,0.07,20,BDL,69,S,10,Codli
03-06-2019,58,30,11,13,0,13,BDL,58,S,10,Codli
05-06-2019,58,30,11,14,0,13,BDL,58,S,10,Codli
08-06-2019,65,33,11,14,0,13,BDL,65,S,10,Codli
12-06-2019,40,22,10,13,0,12,BDL,40,G,10,Codli
15-06-2019,34,16,10,13,0,11,BDL,34,G,10,Codli
19-06-2019,40,20,10,13,0,12,BDL,40,G,10,Codli
23-06-2019,33,15,10,13,0,12,BDL,33,G,10,Codli
26-06-2019,41,20,10,13,0,12,BDL,41,G,10,Codli
29-06-2019,39,19,10,13,0,12,BDL,39,G,10,Codli
03-07-2019,30,15,9,13,0.06,12,BDL,30,G,10,Codli
06-07-2019,35,18,9,12,0.06,11,BDL,35,G,10,Codli
10-07-2019,31,15,9,14,0.05,12,BDL,31,G,10,Codli
13-07-2019,31,15,9,13,0.06,12,BDL,31,G,10,Codli
16-07-2019,34,17,10,13,0.06,12,BDL,34,G,10,Codli
20-07-2019,34,17,10,13,0.06,13,BDL,34,G,10,Codli
24-07-2019,33,17,10,13,0.06,12,BDL,33,G,10,Codli
27-07-2019,33,17,10,13,0.06,13,BDL,33,G,10,Codli
31-07-2019,30,14,10,13,0.06,13,BDL,30,G,10,Codli
03-08-2019,30,17,10,13,0.07,13,BDL,30,G,10,Codli
07-08-2019,32,16,10,13,0.07,13,BDL,32,G,10,Codli
10-08-2019,33,18,10,13,0.06,13,BDL,33,G,10,Codli
14-08-2019,31,17,10,13,0.06,13,BDL,31,G,10,Codli
17-08-2019,32,17,10,13,0.06,13,BDL,32,G,10,Codli
21-08-2019,35,18,10,13,0.05,13,BDL,35,G,10,Codli
24-08-2019,34,18,10,13,0.06,13,BDL,34,G,10,Codli
28-08-2019,38,30,10,13,0.05,13,BDL,49,G,10,Codli
31-08-2019,34,18,10,13,0.06,13,BDL,34,G,10,Codli
04-09-2019,36,18,10,13,0.06,13,BDL,36,G,10,Codli
07-09-2019,38,20,11,14,0.06,13,BDL,38,G,10,Codli
11-09-2019,42,20,10,13,0.05,13,BDL,42,G,10,Codli
14-09-2019,41,20,10,13,0.05,13,BDL,41,G,10,Codli
18-09-2019,44,22,10,14,0.05,13,BDL,44,G,10,Codli
21-09-2019,42,23,10,13,0.05,13,BDL,42,G,10,Codli
25-09-2019,53,32,12,15,0.06,13,BDL,53,S,10,Codli
28-09-2019,50,24,11,14,0.05,13,BDL,50,S,10,Codli
02-10-2019,51,28,11,14,0.05,13,BDL,51,S,10,Codli
05-10-2019,41,26,11,14,0.06,13,BDL,43,G,10,Codli
09-10-2019,48,29,10,14,0.06,14,BDL,48,G,10,Codli
12-10-2019,40,20,11,14,0.05,13,BDL,40,G,10,Codli
17-10-2019,42,22,11,14,0.07,14,BDL,42,G,10,Codli
19-10-2019,46,24,11,14,0.05,14,BDL,46,G,10,Codli
23-10-2019,44,23,10,13,0.05,14,BDL,44,G,10,Codli
26-10-2019,43,24,10,13,0.06,15,BDL,43,G,10,Codli
30-10-2019,43,21,10,13,0.05,14,BDL,43,G,10,Codli
02-11-2019,46,23,9,11,0.05,14,BDL,46,G,10,Codli
06-11-2019,48,25,9,13,0.05,14,BDL,48,G,10,Codli
09-11-2019,44,23,9,13,0.05,14,BDL,44,G,10,Codli
13-11-2019,42,22,10,13,0.05,15,BDL,42,G,10,Codli
16-11-2019,45,22,10,13,0.06,15,BDL,45,G,10,Codli
20-11-2019,47,24,9,12,0.05,14,BDL,47,G,10,Codli
23-11-2019,43,22,9,12,0.05,14,BDL,43,G,10,Codli
27-11-2019,47,24,10,13,0.05,14,BDL,47,G,10,Codli
30-11-2019,45,23,9,13,0.05,15,BDL,45,G,10,Codli
04-12-2019,46,23,10,13,0.06,15,BDL,46,G,10,Codli
07-12-2019,52,26,10,13,0.05,15,BDL,52,S,10,Codli
11-12-2019,44,23,9,13,0.05,14,BDL,44,G,10,Codli
14-12-2019,41,22,10,13,0.05,15,BDL,41,G,10,Codli
18-12-2019,47,23,10,13,0.06,15,BDL,47,G,10,Codli
21-12-2019,46,23,10,13,0.06,15,BDL,46,G,10,Codli
25-12-2019,44,22,9,12,0.05,14,BDL,44,G,10,Codli
28-12-2019,48,23,10,13,0.05,15,BDL,48,G,10,Codli
01-01-2020,45,23,10,13,0.05,15,BDL,45,G,10,Codli
04-01-2020,54,27,10,13,0.05,15,BDL,54,S,10,Codli
08-01-2020,51,27,10,13,0.05,15,BDL,51,S,10,Codli
11-01-2020,62,31,10,13,0.06,15,BDL,62,S,10,Codli
15-01-2020,53,30,10,13,0.05,15,BDL,53,S,10,Codli
18-01-2020,55,26,10,13,0.06,15,BDL,55,S,10,Codli
22-01-2020,57,30,11,14,0.05,15,BDL,57,S,10,Codli
25-01-2020,52,29,10,13,0.05,15,BDL,52,S,10,Codli
29-01-2020,47,25,10,13,0.05,15,BDL,47,G,10,Codli
01-02-2020,55,30,10,13,0.05,15,BDL,55,S,10,Codli
05-02-2020,76,38,10,13,0.05,15,BDL,76,S,10,Codli
08-02-2020,62,27,10,14,0.05,15,BDL,62,S,10,Codli
12-02-2020,63,30,10,14,0.06,15,BDL,63,S,10,Codli
15-02-2020,57,30,11,14,0.07,15,BDL,57,S,10,Codli
19-02-2020,51,27,11,14,0.06,15,BDL,51,S,10,Codli
22-02-2020,71,34,10,14,0.05,15,BDL,71,S,10,Codli
26-02-2020,86,35,10,14,0.05,15,BDL,86,S,10,Codli
29-02-2020,66,37,10,13,0.05,15,BDL,66,S,10,Codli
02-03-2020,63,43,10,14,0.06,16,BDL,72,S,10,Codli
05-03-2020,48,30,11,15,0.07,14,BDL,51,S,10,Codli
09-03-2020,51,35,10,15,0.07,15,BDL,58,S,10,Codli
14-03-2020,51,31,11,15,0.08,15,BDL,52,S,10,Codli
17-03-2020,59,29,11,14,0.07,16,BDL,59,S,10,Codli
21-03-2020,65,30,11,14,0.07,15,BDL,65,S,10,Codli
02-04-2019,74,34,10,14,0.07,12,BDL,74,S,11,Honda
05-04-2019,73,25,11,14,0.07,16,BDL,73,S,11,Honda
09-04-2019,55,25,11,14,0.07,12,BDL,55,S,11,Honda
12-04-2019,63,27,11,14,0.08,13,BDL,63,S,11,Honda
16-04-2019,58,27,10,15,0.08,16,BDL,58,S,11,Honda
19-04-2019,73,32,11,14,0.07,13,BDL,73,S,11,Honda
23-04-2019,73,30,11,16,0.08,22,BDL,73,S,11,Honda
26-04-2019,58,23,11,16,0.07,25,BDL,58,S,11,Honda
30-04-2019,63,31,11,16,0.06,19,BDL,63,S,11,Honda
03-05-2019,82,51,11,16,0.07,13,BDL,85,S,11,Honda
07-05-2019,76,44,10,14,0.06,12,BDL,76,S,11,Honda
11-05-2019,105,51,10,14,0.09,17,BDL,104,S,11,Honda
14-05-2019,112,56,10,14,0.08,12,BDL,108,S,11,Honda
17-05-2019,74,37,10,15,0.07,11,BDL,74,S,11,Honda
21-05-2019,93,44,10,14,0.08,15,BDL,93,S,11,Honda
24-05-2019,77,39,10,14,0.08,13,BDL,77,S,11,Honda
28-05-2019,90,47,10,16,0.07,18,BDL,90,S,11,Honda
31-05-2019,100,55,11,14,0.07,14,BDL,100,S,11,Honda
04-06-2019,61,31,11,14,0.07,13,BDL,61,S,11,Honda
07-06-2019,58,29,11,13,0.07,13,BDL,58,S,11,Honda
11-06-2019,34,19,10,13,0.07,12,BDL,34,G,11,Honda
14-06-2019,30,17,9,13,0.06,11,BDL,30,G,11,Honda
18-06-2019,55,27,10,14,0.07,13,BDL,55,S,11,Honda
21-06-2019,50,23,10,13,0.06,13,BDL,50,S,11,Honda
26-06-2019,43,21,10,13,0.07,13,BDL,43,G,11,Honda
29-06-2019,31,15,9,13,0.06,13,BDL,31,G,11,Honda
02-07-2019,37,18,10,14,0.06,13,BDL,37,G,11,Honda
05-07-2019,37,18,10,13,0.06,13,BDL,37,G,11,Honda
09-07-2019,36,19,9,13,0.06,12,BDL,36,G,11,Honda
12-07-2019,34,18,10,13,0.07,11,BDL,34,G,11,Honda
16-07-2019,35,18,10,14,0.06,13,BDL,35,G,11,Honda
19-07-2019,38,18,10,13,0.05,13,BDL,38,G,11,Honda
23-07-2019,36,20,10,13,0.07,13,BDL,36,G,11,Honda
26-07-2019,37,18,10,13,0.07,13,BDL,37,G,11,Honda
30-07-2019,35,18,10,14,0.07,13,BDL,35,G,11,Honda
02-08-2019,37,18,10,13,0.07,13,BDL,37,G,11,Honda
07-08-2019,37,19,10,13,0.07,13,BDL,37,G,11,Honda
10-08-2019,38,20,10,13,0.07,12,BDL,38,G,11,Honda
13-08-2019,36,19,10,13,0.07,11,BDL,36,G,11,Honda
16-08-2019,37,20,10,13,0.07,13,BDL,37,G,11,Honda
20-08-2019,40,20,10,13,0.07,13,BDL,40,G,11,Honda
23-08-2019,40,20,11,14,0.07,14,BDL,40,G,11,Honda
27-08-2019,36,21,10,14,0.06,13,BDL,36,G,11,Honda
31-08-2019,36,19,11,14,0.06,13,BDL,36,G,11,Honda
05-09-2019,38,20,11,14,0.06,13,BDL,38,G,11,Honda
07-09-2019,41,22,11,14,0.07,13,BDL,41,G,11,Honda
09-09-2019,46,22,11,14,0.06,13,BDL,46,G,11,Honda
12-09-2019,51,25,11,14,0.06,13,BDL,51,S,11,Honda
16-09-2019,43,22,11,14,0.07,13,BDL,43,G,11,Honda
19-09-2019,52,25,11,14,0.07,14,BDL,52,S,11,Honda
23-09-2019,51,31,11,14,0.07,13,BDL,52,S,11,Honda
26-09-2019,55,27,9,12,0.07,13,BDL,55,S,11,Honda
01-10-2019,55,30,11,14,0.06,13,BDL,55,S,11,Honda
04-10-2019,66,30,11,14,0.07,14,BDL,66,S,11,Honda
08-10-2019,61,29,11,14,0.07,14,BDL,61,S,11,Honda
11-10-2019,78,36,11,14,0.07,14,BDL,78,S,11,Honda
15-10-2019,62,30,11,14,0.06,14,BDL,62,S,11,Honda
18-10-2019,52,27,11,15,0.07,14,BDL,52,S,11,Honda
22-10-2019,51,24,11,14,0.07,14,BDL,51,S,11,Honda
25-10-2019,40,21,11,14,0.06,14,BDL,40,G,11,Honda
29-10-2019,61,30,10,13,0.06,14,BDL,61,S,11,Honda
01-11-2019,58,30,11,14,0.07,15,BDL,58,S,11,Honda
05-11-2019,64,32,11,14,0.08,15,BDL,64,S,11,Honda
08-11-2019,64,32,11,14,0.07,15,BDL,64,S,11,Honda
12-11-2019,55,30,11,14,0.06,14,BDL,55,S,11,Honda
15-11-2019,58,29,11,14,0.07,15,BDL,58,S,11,Honda
19-11-2019,64,31,10,13,0.08,15,BDL,64,S,11,Honda
22-11-2019,57,29,10,13,0.07,15,BDL,57,S,11,Honda
26-11-2019,63,32,11,14,0.07,15,BDL,63,S,11,Honda
29-11-2019,63,32,11,14,0.07,15,BDL,63,S,11,Honda
04-12-2019,61,31,11,14,0.06,15,BDL,61,S,11,Honda
06-12-2019,63,32,10,13,0.07,15,BDL,63,S,11,Honda
10-12-2019,62,32,11,14,0.07,15,BDL,62,S,11,Honda
13-12-2019,56,30,11,14,0.06,15,BDL,56,S,11,Honda
17-12-2019,60,30,11,14,0.07,15,BDL,60,S,11,Honda
20-12-2019,65,32,10,13,0.08,15,BDL,65,S,11,Honda
24-12-2019,63,31,10,13,0.07,15,BDL,63,S,11,Honda
27-12-2019,54,29,10,13,0.06,15,BDL,54,S,11,Honda
31-12-2019,55,28,11,14,0.06,15,BDL,55,S,11,Honda
03-01-2020,57,34,10,13,0.06,15,BDL,57,S,11,Honda
07-01-2020,59,31,10,13,0.06,15,BDL,59,S,11,Honda
10-01-2020,64,34,11,14,0.07,15,BDL,64,S,11,Honda
14-01-2020,66,36,11,14,0.06,15,BDL,66,S,11,Honda
17-01-2020,57,30,10,13,0.06,15,BDL,57,S,11,Honda
21-01-2020,62,33,10,14,0.05,15,BDL,62,S,11,Honda
25-01-2020,69,36,10,14,0.05,15,BDL,69,S,11,Honda
28-01-2020,59,32,11,14,0.06,15,BDL,59,S,11,Honda
31-01-2020,59,31,11,14,0.06,15,BDL,59,S,11,Honda
04-02-2020,73,39,11,14,0.06,15,BDL,73,S,11,Honda
07-02-2020,70,37,11,14,0.07,15,BDL,70,S,11,Honda
11-02-2020,71,38,11,14,0.07,15,BDL,71,S,11,Honda
14-02-2020,85,39,11,14,0.07,15,BDL,85,S,11,Honda
18-02-2020,69,35,11,15,0.08,15,BDL,69,S,11,Honda
21-02-2020,78,37,11,14,0.06,16,BDL,78,S,11,Honda
25-02-2020,78,40,11,14,0.05,15,BDL,78,S,11,Honda
28-02-2020,82,40,11,14,0.07,15,BDL,82,S,11,Honda
03-03-2020,68,29,10,13,0.07,14,BDL,68,S,11,Honda
06-03-2020,71,32,10,14,0.07,16,BDL,71,S,11,Honda
10-03-2020,71,35,11,14,0.07,15,BDL,71,S,11,Honda
13-03-2020,78,38,11,14,0.07,14,BDL,78,S,11,Honda
17-03-2020,82,46,10,15,0.07,16,BDL,82,S,11,Honda
19-03-2020,72,37,11,14,0.07,15,BDL,72,S,11,Honda
02-04-2019,91,56,11,15,0.07,13,BDL,93,S,12,Bicholim
04-04-2019,89,56,11,15,0.07,20,BDL,93,S,12,Bicholim
08-04-2019,55,31,10,15,0.07,16,BDL,55,S,12,Bicholim
11-04-2019,61,39,10,16,0.07,12,BDL,65,S,12,Bicholim
15-04-2019,59,22,11,16,0.08,14,BDL,59,S,12,Bicholim
18-04-2019,70,32,10,15,0.08,15,BDL,70,S,12,Bicholim
24-04-2019,75,21,11,16,0.06,20,BDL,75,S,12,Bicholim
26-04-2019,66,29,11,16,0.06,23,BDL,66,S,12,Bicholim
29-04-2019,64,35,11,17,0.07,20,BDL,64,S,12,Bicholim
02-05-2019,90,56,12,15,0.07,35,BDL,93,S,12,Bicholim
06-05-2019,58,56,12,15,0.07,27,BDL,93,S,12,Bicholim
09-05-2019,169,31,12,15,0.07,31,BDL,146,M,12,Bicholim
13-05-2019,85,39,12,15,0.07,40,BDL,85,S,12,Bicholim
16-05-2019,59,22,12,15,0.08,20,BDL,59,S,12,Bicholim
21-05-2019,48,32,11,15,0.06,36,BDL,54,S,12,Bicholim
23-05-2019,73,21,12,15,0.07,41,BDL,73,S,12,Bicholim
27-05-2019,70,29,11,14,0.07,44,BDL,70,S,12,Bicholim
31-05-2019,90,35,11,14,0.07,47,BDL,90,S,12,Bicholim
03-06-2019,39,22,11,14,0.07,13,BDL,39,G,12,Bicholim
06-06-2019,33,14,10,13,0.08,13,BDL,33,G,12,Bicholim
10-06-2019,57,12,11,14,0.07,12,BDL,57,S,12,Bicholim
14-06-2019,65,20,10,13,0.06,12,BDL,65,S,12,Bicholim
17-06-2019,32,18,10,13,0.07,12,BDL,32,G,12,Bicholim
20-06-2019,41,22,10,14,0.06,13,BDL,41,G,12,Bicholim
24-06-2019,33,17,10,13,0.06,13,BDL,33,G,12,Bicholim
27-06-2019,32,14,9,13,0.06,11,BDL,32,G,12,Bicholim
01-07-2019,35,18,10,14,0.06,12,BDL,35,G,12,Bicholim
04-07-2019,30,17,10,13,0.06,13,BDL,30,G,12,Bicholim
08-07-2019,57,18,10,13,0.07,12,BDL,57,S,12,Bicholim
11-07-2019,38,19,10,14,0.06,13,BDL,38,G,12,Bicholim
15-07-2019,31,16,10,14,0.06,13,BDL,31,G,12,Bicholim
18-07-2019,41,22,11,14,0.06,13,BDL,41,G,12,Bicholim
22-07-2019,37,18,10,13,0.06,13,BDL,37,G,12,Bicholim
25-07-2019,35,18,10,13,0.07,13,BDL,35,G,12,Bicholim
29-07-2019,36,20,10,13,0.06,13,BDL,36,G,12,Bicholim
03-08-2019,34,18,10,13,0.06,13,BDL,34,G,12,Bicholim
07-08-2019,34,18,10,13,0.07,13,BDL,34,G,12,Bicholim
10-08-2019,35,19,10,13,0.07,13,BDL,35,G,12,Bicholim
14-08-2019,36,18,10,13,0.06,13,BDL,36,G,12,Bicholim
16-08-2019,36,19,10,13,0.06,13,BDL,36,G,12,Bicholim
21-08-2019,37,20,11,14,0.07,13,BDL,37,G,12,Bicholim
24-08-2019,36,20,10,13,0.07,13,BDL,36,G,12,Bicholim
28-08-2019,40,18,10,13,0.06,13,BDL,40,G,12,Bicholim
31-08-2019,36,20,11,14,0.06,13,BDL,36,G,12,Bicholim
05-09-2019,39,20,11,14,0.06,13,BDL,39,G,12,Bicholim
07-09-2019,40,20,11,14,0.07,13,BDL,40,G,12,Bicholim
09-09-2019,40,22,11,14,0.06,13,BDL,40,G,12,Bicholim
12-09-2019,49,23,11,14,0.06,13,BDL,49,G,12,Bicholim
16-09-2019,50,25,11,14,0.06,13,BDL,50,G,12,Bicholim
19-09-2019,49,24,11,14,0.05,14,BDL,49,G,12,Bicholim
23-09-2019,48,28,10,13,0.06,13,BDL,48,S,12,Bicholim
26-09-2019,53,32,11,14,0.06,13,BDL,53,S,12,Bicholim
30-09-2019,51,27,11,14,0.06,13,BDL,51,S,12,Bicholim
03-10-2019,50,25,11,14,0.05,14,BDL,50,G,12,Bicholim
07-10-2019,52,26,11,14,0.06,13,BDL,52,S,12,Bicholim
10-10-2019,41,24,11,14,0.06,14,BDL,41,G,12,Bicholim
14-10-2019,50,25,11,14,0.06,14,BDL,50,G,12,Bicholim
17-10-2019,46,23,11,14,0.06,14,BDL,46,G,12,Bicholim
21-10-2019,48,23,11,14,0.06,14,BDL,48,G,12,Bicholim
24-10-2019,40,20,10,13,0.05,14,BDL,40,G,12,Bicholim
28-10-2019,52,25,11,14,0.06,14,BDL,52,S,12,Bicholim
31-10-2019,58,30,11,14,0.05,14,BDL,58,S,12,Bicholim
04-11-2019,47,23,11,14,0.06,14,BDL,47,G,12,Bicholim
07-11-2019,49,24,11,14,0.06,15,BDL,49,G,12,Bicholim
11-11-2019,52,27,10,13,0.05,15,BDL,52,S,12,Bicholim
14-11-2019,48,24,10,13,0.05,14,BDL,48,G,12,Bicholim
18-11-2019,44,23,11,14,0.06,14,BDL,44,G,12,Bicholim
21-11-2019,57,30,10,13,0.05,14,BDL,57,S,12,Bicholim
25-11-2019,49,25,11,14,0.06,14,BDL,49,G,12,Bicholim
28-11-2019,55,28,10,13,0.06,15,BDL,55,S,12,Bicholim
02-12-2019,59,30,11,14,0.07,15,BDL,59,S,12,Bicholim
05-12-2019,50,26,11,14,0.06,15,BDL,50,S,12,Bicholim
10-12-2019,64,31,11,14,0.06,15,BDL,64,S,12,Bicholim
12-12-2019,56,30,10,13,0.06,15,BDL,56,S,12,Bicholim
17-12-2019,54,28,10,13,0.07,16,BDL,54,S,12,Bicholim
20-12-2019,52,29,10,13,0.06,15,BDL,52,S,12,Bicholim
23-12-2019,51,26,10,13,0.06,15,BDL,51,S,12,Bicholim
26-12-2019,50,26,10,13,0.06,15,BDL,50,G,12,Bicholim
30-12-2019,55,30,10,13,0.05,15,BDL,55,S,12,Bicholim
02-01-2020,58,30,10,13,0.06,15,BDL,58,S,12,Bicholim
06-01-2020,61,31,11,14,0.06,15,BDL,61,S,12,Bicholim
09-01-2020,64,33,11,14,0.06,15,BDL,64,S,12,Bicholim
13-01-2020,54,27,11,14,0.06,16,BDL,54,S,12,Bicholim
16-01-2020,57,30,10,13,0.05,15,BDL,57,S,12,Bicholim
20-01-2020,60,32,10,14,0.06,15,BDL,60,S,12,Bicholim
23-01-2020,65,32,10,13,0.06,15,BDL,65,S,12,Bicholim
27-01-2020,55,27,11,14,0.06,15,BDL,55,S,12,Bicholim
30-01-2020,58,32,10,14,0.05,15,BDL,58,S,12,Bicholim
03-02-2020,60,32,11,14,0.05,15,BDL,60,S,12,Bicholim
06-02-2020,59,30,10,14,0.06,15,BDL,59,S,12,Bicholim
10-02-2020,71,34,11,14,0.06,15,BDL,71,S,12,Bicholim
13-02-2020,70,37,10,14,0.06,15,BDL,70,S,12,Bicholim
17-02-2020,64,32,11,14,0.07,15,BDL,64,S,12,Bicholim
20-02-2020,67,29,11,14,0.05,15,BDL,67,S,12,Bicholim
25-02-2020,73,38,11,14,0.06,15,BDL,73,S,12,Bicholim
27-02-2020,71,38,11,14,0.06,15,BDL,71,S,12,Bicholim
02-03-2020,86,36,10,14,0.07,15,BDL,86,S,12,Bicholim
06-03-2020,91,39,11,14,0.07,16,BDL,91,S,12,Bicholim
09-03-2020,80,38,11,14,0.07,14,BDL,80,S,12,Bicholim
12-03-2020,77,37,11,14,0.07,16,BDL,77,S,12,Bicholim
16-03-2020,79,34,11,14,0.07,14,BDL,79,S,12,Bicholim
19-03-2020,83,40,11,14,0.07,15,BDL,83,S,12,Bicholim
02-04-2019,79,,2,7,,,,79,S,13,Mapusa
04-04-2019,76,,4,7,,,,76,S,13,Mapusa
09-04-2019,92,,2,10,,,,92,S,13,Mapusa
11-04-2019,70,,4,5,,,,70,S,13,Mapusa
15-04-2019,71,,2,9,,,,71,S,13,Mapusa
18-04-2019,61,,2,7,,,,61,S,13,Mapusa
22-04-2019,64,,2,16,,,,64,S,13,Mapusa
25-04-2019,51,,2,6,,,,51,S,13,Mapusa
30-04-2019,76,,2,5,,,,76,S,13,Mapusa
02-05-2019,109,,3,12,,,,106,M,13,Mapusa
07-05-2019,92,,2,9,,,,92,S,13,Mapusa
09-05-2019,73,,2,6,,,,73,S,13,Mapusa
14-05-2019,59,,2,6,,,,59,S,13,Mapusa
16-05-2019,47,,6,5,,,,47,G,13,Mapusa
21-05-2019,58,,5,6,,,,58,S,13,Mapusa
23-05-2019,78,,2,6,,,,78,S,13,Mapusa
28-05-2019,235,,4,7,,,,190,M,13,Mapusa
30-05-2019,104,,2,5,,,,103,M,13,Mapusa
03-06-2019,105,,2,5,,,,103,M,13,Mapusa
06-06-2019,18,,4,5,,,,18,G,13,Mapusa
11-06-2019,76,,2,5,,,,76,S,13,Mapusa
13-06-2019,104,,2,8,,,,103,M,13,Mapusa
18-06-2019,88,,4,5,,,,88,S,13,Mapusa
20-06-2019,62,,4,6,,,,62,S,13,Mapusa
25-06-2019,83,,2,5,,,,83,S,13,Mapusa
03-07-2019,67,,5,7,,,,67,S,13,Mapusa
05-07-2019,99,,2,20,,,,99,S,13,Mapusa
17-07-2019,268,,2,15,,,,218,*,13,Mapusa
19-07-2019,86,,2,4,,,,86,*,13,Mapusa
31-07-2019,66,,2,23,,,,66,G,13,Mapusa
02-08-2019,46,,4,6,,,,46,G,13,Mapusa
21-08-2019,45,,4,5,,,,45,G,13,Mapusa
23-08-2019,38,,5,5,,,,38,G,13,Mapusa
28-08-2019,51,,2,22,,,,51,S,13,Mapusa
30-08-2019,27,,2,23,,,,29,G,13,Mapusa
06-09-2019,111,,2,17,,,,107,M,13,Mapusa
11-09-2019,68,,2,15,,,,68,S,13,Mapusa
13-09-2019,64,,2,13,,,,64,S,13,Mapusa
18-09-2019,24,,2,14,,,,24,G,13,Mapusa
20-09-2019,60,,2,12,,,,60,S,13,Mapusa
25-09-2019,100,,2,13,,,,100,M,13,Mapusa
27-09-2019,38,,2,12,,,,38,G,13,Mapusa
01-10-2019,14,,3,18,,,,23,G,13,Mapusa
04-10-2019,27,,2,14,,,,27,G,13,Mapusa
09-10-2019,28,,2,14,,,,28,G,13,Mapusa
11-10-2019,34,,2,13,,,,34,G,13,Mapusa
16-10-2019,62,,2,12,,,,62,S,13,Mapusa
23-10-2019,23,,2,15,,,,23,G,13,Mapusa
30-10-2019,21,,2,19,,,,24,G,13,Mapusa
01-11-2019,19,,4,17,,,,21,G,13,Mapusa
06-11-2019,47,,2,21,,,,47,G,13,Mapusa
08-11-2019,22,,2,17,,,,22,G,13,Mapusa
13-11-2019,151,,2,21,,,,134,M,13,Mapusa
15-11-2019,31,,2,9,,,,31,G,13,Mapusa
20-11-2019,46,,6,11,,,,46,G,13,Mapusa
22-11-2019,62,,2,11,,,,62,S,13,Mapusa
27-11-2019,27,,2,13,,,,27,G,13,Mapusa
29-11-2019,22,,2,18,,,,23,G,13,Mapusa
04-12-2019,68,65,2,31,,,,117,M,13,Mapusa
06-12-2019,81,79,2,8,,,,163,M,13,Mapusa
11-12-2019,40,25,4,10,,,,42,G,13,Mapusa
13-12-2019,50,11,7,12,,,,50,S,13,Mapusa
18-12-2019,75,16,5,6,,,,75,S,13,Mapusa
20-12-2019,63,26,5,13,,,,63,S,13,Mapusa
23-12-2019,48,33,4,6,,,,55,S,13,Mapusa
27-12-2019,48,21,4,13,,,,48,G,13,Mapusa
01-01-2020,85,37,2,10,,,,85,S,13,Mapusa
03-01-2020,54,46,2,8,,,,77,S,13,Mapusa
