DATE,PM10,PM2.5,SO2,NO2,*CO,O3,Pb,AQI,AIR QLTY,STATION ID,STATION NAME
15-05-2019,144,46,11,15,0.07,19,BDL,129,M,5,Sanguem
18-05-2019,50,20,11,15,0.07,14,BDL,50,G,5,Sanguem
22-05-2019,39,17,11,14,0.07,14,BDL,39,G,5,Sanguem
25-05-2019,40,20,11,14,0.06,13,BDL,40,G,5,Sanguem
29-05-2019,63,26,11,15,0.07,14,BDL,63,S,5,Sanguem
01-06-2019,66,35,10,12,0.07,13,BDL,66,S,5,Sanguem
05-06-2019,62,32,11,14,0.07,13,BDL,62,S,5,Sanguem
09-06-2019,69,30,11,14,0.07,13,BDL,69,S,5,Sanguem
13-06-2019,33,16,10,13,0.06,12,BDL,33,G,5,Sanguem
15-06-2019,37,16,9,13,0.06,12,BDL,37,G,5,Sanguem
19-06-2019,37,18,10,13,0.06,12,BDL,37,G,5,Sanguem
22-06-2019,32,17,10,13,0.06,12,BDL,32,G,5,Sanguem
26-06-2019,36,17,9,14,0.06,12,BDL,36,G,5,Sanguem
29-06-2019,35,18,9,13,0.06,12,BDL,35,G,5,Sanguem
03-07-2019,33,15,10,13,0.06,12,BDL,33,G,5,Sanguem
06-07-2019,37,19,10,14,0.07,12,BDL,37,G,5,Sanguem
10-07-2019,36,20,10,13,0.06,13,BDL,36,G,5,Sanguem
13-07-2019,33,17,10,13,0.06,12,BDL,33,G,5,Sanguem
17-07-2019,37,21,10,13,0.07,13,BDL,37,G,5,Sanguem
20-07-2019,36,18,10,13,0.05,13,BDL,36,G,5,Sanguem
24-07-2019,33,16,10,13,0.05,13,BDL,33,G,5,Sanguem
27-07-2019,37,20,10,13,0.07,13,BDL,37,G,5,Sanguem
31-07-2019,34,18,10,13,0.06,13,BDL,34,G,5,Sanguem
03-08-2019,33,16,10,14,0.07,12,BDL,33,G,5,Sanguem
07-08-2019,35,19,10,13,0.07,13,BDL,35,G,5,Sanguem
09-08-2019,34,18,10,13,0.06,13,BDL,34,G,5,Sanguem
14-08-2019,37,19,10,13,0.07,13,BDL,37,G,5,Sanguem
17-08-2019,36,18,10,13,0.07,13,BDL,36,G,5,Sanguem
21-08-2019,38,21,10,14,0.06,13,BDL,38,G,5,Sanguem
24-08-2019,37,20,11,14,0.06,13,BDL,37,G,5,Sanguem
28-08-2019,35,22,10,14,0.06,13,BDL,37,G,5,Sanguem
31-08-2019,37,20,11,14,0.07,13,BDL,37,G,5,Sanguem
04-09-2019,37,20,11,14,0.06,13,BDL,37,G,5,Sanguem
08-09-2019,42,23,11,14,0.07,13,BDL,42,G,5,Sanguem
11-09-2019,43,21,11,14,0.06,13,BDL,43,G,5,Sanguem
14-09-2019,41,20,11,14,0.05,13,BDL,41,G,5,Sanguem
18-09-2019,48,23,11,14,0.06,13,BDL,48,G,5,Sanguem
21-09-2019,46,23,10,14,0.06,13,BDL,46,G,5,Sanguem
25-09-2019,52,33,12,15,0.06,13,BDL,55,S,5,Sanguem
28-09-2019,53,23,11,14,0.06,13,BDL,53,S,5,Sanguem
02-10-2019,49,29,11,14,0.05,13,BDL,49,G,5,Sanguem
05-10-2019,51,24,11,14,0.06,14,BDL,51,S,5,Sanguem
09-10-2019,54,29,11,14,0.05,14,BDL,54,S,5,Sanguem
12-10-2019,48,25,11,14,0.06,14,BDL,48,G,5,Sanguem
16-10-2019,55,27,11,14,0.05,14,BDL,55,S,5,Sanguem
19-10-2019,43,22,10,13,0.05,14,BDL,43,G,5,Sanguem
23-10-2019,42,22,11,14,0.07,14,BDL,42,G,5,Sanguem
26-10-2019,45,23,11,14,0.06,14,BDL,45,G,5,Sanguem
30-10-2019,52,27,10,13,0.05,14,BDL,52,S,5,Sanguem
02-11-2019,40,20,10,13,0.06,14,BDL,40,S,5,Sanguem
06-11-2019,42,21,10,13,0.05,14,BDL,42,G,5,Sanguem
08-11-2019,53,28,10,13,0.05,14,BDL,53,S,5,Sanguem
13-11-2019,44,24,11,14,0.06,15,BDL,44,G,5,Sanguem
16-11-2019,46,23,10,14,0.05,15,BDL,46,G,5,Sanguem
20-11-2019,50,26,10,13,0.06,14,BDL,50,S,5,Sanguem
23-11-2019,47,25,10,13,0.07,15,BDL,47,S,5,Sanguem
28-11-2019,53,26,11,14,0.07,15,BDL,53,S,5,Sanguem
30-11-2019,58,30,10,14,0.06,15,BDL,58,S,5,Sanguem
04-12-2019,51,26,11,14,0.07,15,BDL,51,S,5,Sanguem
07-12-2019,52,27,10,13,0.06,15,BDL,52,S,5,Sanguem
12-12-2019,50,27,10,13,0.06,15,BDL,50,G,5,Sanguem
14-12-2019,48,25,10,13,0.06,15,BDL,48,G,5,Sanguem
18-12-2019,51,25,10,13,0.06,15,BDL,51,S,5,Sanguem
21-12-2019,45,28,10,13,0.06,15,BDL,47,G,5,Sanguem
25-12-2019,51,25,10,13,0.07,15,BDL,51,S,5,Sanguem
28-12-2019,53,26,11,14,0.06,15,BDL,53,S,5,Sanguem
01-01-2020,54,32,10,13,0.05,15,BDL,54,S,5,Sanguem
04-01-2020,58,29,10,13,0.05,15,BDL,58,S,5,Sanguem
08-01-2020,57,32,10,13,0.06,15,BDL,57,S,5,Sanguem
11-01-2020,47,27,10,13,0.05,15,BDL,47,G,5,Sanguem
15-01-2020,54,31,10,13,0.05,15,BDL,54,S,5,Sanguem
18-01-2020,58,27,11,14,0.06,15,BDL,58,S,5,Sanguem
22-01-2020,60,32,10,14,0.05,15,BDL,60,S,5,Sanguem
25-01-2020,58,27,11,14,0.06,15,BDL,58,S,5,Sanguem
29-01-2020,49,27,10,14,0.06,15,BDL,49,G,5,Sanguem
01-02-2020,60,32,10,14,0.05,15,BDL,60,S,5,Sanguem
05-02-2020,51,28,11,14,0.06,15,BDL,51,S,5,Sanguem
07-02-2020,66,34,11,14,0.06,15,BDL,66,S,5,Sanguem
12-02-2020,51,30,11,14,0.05,15,BDL,51,S,5,Sanguem
15-02-2020,64,34,11,14,0.06,15,BDL,64,S,5,Sanguem
19-02-2020,67,33,11,14,0.07,15,BDL,67,S,5,Sanguem
22-02-2020,65,23,10,14,0.05,14,BDL,65,S,5,Sanguem
26-02-2020,66,30,10,14,0.05,15,BDL,66,S,5,Sanguem
29-02-2020,57,24,10,14,0.05,15,BDL,57,S,5,Sanguem
04-03-2020,55,30,11,14,0.07,13,BDL,55,S,5,Sanguem
07-03-2020,48,35,11,14,0.07,13,BDL,59,S,5,Sanguem
11-03-2020,46,19,11,14,0.06,15,BDL,46,G,5,Sanguem
14-03-2020,41,32,10,14,0.07,13,BDL,53,S,5,Sanguem
18-03-2020,62,28,10,14,0.06,15,BDL,62,S,5,Sanguem
21-03-2020,65,42,11,14,0.07,15,BDL,71,S,5,Sanguem
03-04-2019,80,32,10,15,0.06,14,BDL,80,S,6,Quepem Tilamol
06-04-2019,62,27,11,15,0.07,14,BDL,62,S,6,Quepem Tilamol
10-04-2019,74,46,10,15,0.06,15,BDL,76,S,6,Quepem Tilamol
13-04-2019,80,35,10,14,0.06,16,BDL,80,S,6,Quepem Tilamol
17-04-2019,89,25,10,15,0.07,17,BDL,89,S,6,Quepem Tilamol
20-04-2019,88,29,11,15,0.08,18,BDL,88,S,6,Quepem Tilamol
24-04-2019,72,28,11,16,0.07,16,BDL,72,S,6,Quepem Tilamol
27-04-2019,56,28,11,16,0.06,17,BDL,56,S,6,Quepem Tilamol
01-05-2019,70,40,11,15,0.07,14,BDL,70,S,6,Quepem Tilamol
04-05-2019,102,55,12,15,0.07,14,BDL,102,M,6,Quepem Tilamol
08-05-2019,94,60,11,15,0.06,12,BDL,99,S,6,Quepem Tilamol
11-05-2019,57,35,11,14,0.06,13,BDL,58,S,6,Quepem Tilamol
15-05-2019,56,32,11,15,0.07,14,BDL,56,S,6,Quepem Tilamol
18-05-2019,72,37,11,14,0.06,15,BDL,72,S,6,Quepem Tilamol
22-05-2019,61,41,11,15,0.05,11,BDL,68,S,6,Quepem Tilamol
25-05-2019,66,27,12,14,0.07,14,BDL,66,S,6,Quepem Tilamol
29-05-2019,46,23,12,16,0.07,13,BDL,46,G,6,Quepem Tilamol
01-06-2019,69,39,11,14,0.07,14,BDL,69,S,6,Quepem Tilamol
05-06-2019,51,26,12,14,0.07,13,BDL,51,S,6,Quepem Tilamol
08-06-2019,53,26,11,14,0.06,13,BDL,53,S,6,Quepem Tilamol
12-06-2019,29,15,10,13,0.07,12,BDL,29,G,6,Quepem Tilamol
15-06-2019,32,19,10,13,0.06,11,BDL,32,G,6,Quepem Tilamol
19-06-2019,43,23,11,13,0.07,12,BDL,43,G,6,Quepem Tilamol
22-06-2019,32,16,10,13,0.07,11,BDL,32,G,6,Quepem Tilamol
26-06-2019,42,22,10,14,0.07,11,BDL,42,G,6,Quepem Tilamol
29-06-2019,40,22,10,13,0.06,12,BDL,40,G,6,Quepem Tilamol
03-07-2019,38,18,10,13,0,12,BDL,38,G,6,Quepem Tilamol
07-07-2019,40,20,11,14,0,13,BDL,40,G,6,Quepem Tilamol
10-07-2019,38,19,10,13,0,13,BDL,38,G,6,Quepem Tilamol
13-07-2019,37,19,10,13,0,13,BDL,37,G,6,Quepem Tilamol
17-07-2019,37,18,10,13,0,13,BDL,37,G,6,Quepem Tilamol
20-07-2019,37,19,10,13,0,13,BDL,37,G,6,Quepem Tilamol
24-07-2019,36,19,10,13,0,13,BDL,36,G,6,Quepem Tilamol
27-07-2019,37,20,10,13,0,13,BDL,37,G,6,Quepem Tilamol
31-07-2019,39,20,10,14,0,13,BDL,39,G,6,Quepem Tilamol
03-08-2019,36,20,10,13,0.07,13,BDL,36,G,6,Quepem Tilamol
07-08-2019,40,19,10,14,0.07,13,BDL,40,G,6,Quepem Tilamol
10-08-2019,38,19,10,13,0.07,13,BDL,38,G,6,Quepem Tilamol
14-08-2019,37,20,10,14,0.07,13,BDL,37,G,6,Quepem Tilamol
17-08-2019,37,20,10,13,0.07,13,BDL,37,G,6,Quepem Tilamol
21-08-2019,38,21,10,14,0.07,13,BDL,38,G,6,Quepem Tilamol
24-08-2019,38,19,11,14,0.07,13,BDL,38,G,6,Quepem Tilamol
28-08-2019,38,20,11,14,0.07,13,BDL,38,G,6,Quepem Tilamol
31-08-2019,41,22,11,14,0.06,13,BDL,41,G,6,Quepem Tilamol
04-09-2019,39,20,11,14,0.07,13,BDL,39,G,6,Quepem Tilamol
08-09-2019,45,23,11,14,0.08,14,BDL,45,G,6,Quepem Tilamol
11-09-2019,46,23,11,14,0.07,14,BDL,46,G,6,Quepem Tilamol
14-09-2019,52,26,11,14,0.06,13,BDL,52,S,6,Quepem Tilamol
18-09-2019,49,30,11,14,0.07,13,BDL,50,G,6,Quepem Tilamol
21-09-2019,44,21,11,14,0.07,13,BDL,44,G,6,Quepem Tilamol
25-09-2019,62,37,12,14,0.07,14,BDL,62,S,6,Quepem Tilamol
25-09-2019,62,37,12,14,0.07,14,BDL,62,S,6,Quepem Tilamol
28-09-2019,62,31,11,14,0.07,14,BDL,62,S,6,Quepem Tilamol
02-10-2019,57,27,11,14,0.07,14,BDL,57,S,6,Quepem Tilamol
05-10-2019,54,27,11,14,0.08,13,BDL,54,S,6,Quepem Tilamol
09-10-2019,58,32,11,14,0.07,14,BDL,58,S,6,Quepem Tilamol
12-10-2019,57,32,11,14,0.07,14,BDL,57,S,6,Quepem Tilamol
16-10-2019,61,32,11,15,0.07,14,BDL,61,S,6,Quepem Tilamol
18-10-2019,47,23,11,14,0.07,14,BDL,47,G,6,Quepem Tilamol
22-10-2019,55,28,11,14,0.07,14,BDL,55,S,6,Quepem Tilamol
26-10-2019,57,30,11,14,0.07,14,BDL,57,S,6,Quepem Tilamol
30-10-2019,62,30,11,14,0.08,15,BDL,62,S,6,Quepem Tilamol
02-11-2019,47,24,11,14,0.06,14,BDL,47,G,6,Quepem Tilamol
06-11-2019,57,29,10,13,0.07,15,BDL,57,S,6,Quepem Tilamol
09-11-2019,40,23,10,13,0.07,15,BDL,40,G,6,Quepem Tilamol
13-11-2019,68,32,10,14,0.06,15,BDL,68,S,6,Quepem Tilamol
16-11-2019,63,32,11,14,0.07,15,BDL,63,S,6,Quepem Tilamol
20-11-2019,63,30,11,14,0.07,15,BDL,63,S,6,Quepem Tilamol
23-11-2019,61,32,10,13,0.07,15,BDL,61,S,6,Quepem Tilamol
27-11-2019,64,32,10,13,0.07,15,BDL,64,S,6,Quepem Tilamol
30-11-2019,64,32,11,14,0.06,15,BDL,64,S,6,Quepem Tilamol
04-12-2019,56,30,11,14,0.07,15,BDL,56,S,6,Quepem Tilamol
07-12-2019,61,32,11,14,0.06,15,BDL,61,S,6,Quepem Tilamol
11-12-2019,64,32,11,14,0.07,16,BDL,64,S,6,Quepem Tilamol
14-12-2019,68,32,10,14,0.07,15,BDL,68,S,6,Quepem Tilamol
18-12-2019,67,35,11,14,0.07,15,BDL,67,S,6,Quepem Tilamol
21-12-2019,59,30,10,13,0.06,16,BDL,59,S,6,Quepem Tilamol
25-12-2019,62,30,10,13,0.07,15,BDL,62,S,6,Quepem Tilamol
28-12-2019,56,30,11,14,0.06,15,BDL,56,S,6,Quepem Tilamol
01-01-2020,53,29,10,13,0.06,15,BDL,53,S,6,Quepem Tilamol
04-01-2020,61,33,11,14,0.05,15,BDL,61,S,6,Quepem Tilamol
08-01-2020,67,36,11,14,0.07,15,BDL,67,S,6,Quepem Tilamol
11-01-2020,67,37,11,14,0.07,16,BDL,67,S,6,Quepem Tilamol
15-01-2020,60,32,10,14,0.06,15,BDL,60,S,6,Quepem Tilamol
18-01-2020,66,35,11,14,0.06,15,BDL,66,S,6,Quepem Tilamol
22-01-2020,59,32,10,13,0.06,15,BDL,59,S,6,Quepem Tilamol
25-01-2020,66,32,11,14,0.06,15,BDL,66,S,6,Quepem Tilamol
29-01-2020,60,32,11,14,0.06,15,BDL,60,S,6,Quepem Tilamol
01-02-2020,71,29,11,14,0.06,15,BDL,71,S,6,Quepem Tilamol
05-02-2020,65,33,11,14,0.07,15,BDL,65,S,6,Quepem Tilamol
08-02-2020,76,36,11,14,0.07,15,BDL,76,S,6,Quepem Tilamol
12-02-2020,79,40,11,14,0.07,15,BDL,79,S,6,Quepem Tilamol
15-02-2020,85,46,11,14,0.08,15,BDL,85,S,6,Quepem Tilamol
19-02-2020,80,37,11,14,0.06,16,BDL,80,S,6,Quepem Tilamol
22-02-2020,82,43,11,14,0.07,16,BDL,82,S,6,Quepem Tilamol
26-02-2020,90,53,11,14,0.05,15,BDL,90,S,6,Quepem Tilamol
28-02-2020,81,45,11,14,0.05,15,BDL,81,S,6,Quepem Tilamol
04-03-2020,77,40,14,15,0.08,14,BDL,77,S,6,Quepem Tilamol
06-03-2020,65,37,11,15,0.06,15,BDL,65,S,6,Quepem Tilamol
10-03-2020,74,46,10,15,0.07,15,BDL,76,S,6,Quepem Tilamol
13-03-2020,71,43,10,14,0.07,16,BDL,72,S,6,Quepem Tilamol
18-03-2020,79,51,11,15,0.07,16,BDL,85,S,6,Quepem Tilamol
21-03-2020,74,32,11,15,0.07,15,BDL,74,S,6,Quepem Tilamol
01-04-2019,64,28,10,15,0.08,13,BDL,64,S,7,Kundaim
04-04-2019,47,24,11,16,0.08,13,BDL,47,G,7,Kundaim
08-04-2019,43,32,10,15,0.09,13,BDL,53,S,7,Kundaim
11-04-2019,56,22,11,16,0.08,14,BDL,56,S,7,Kundaim
15-04-2019,48,28,11,15,0.08,14,BDL,48,G,7,Kundaim
20-04-2019,56,29,11,16,0.07,13,BDL,56,S,7,Kundaim
22-04-2019,59,28,11,17,0.07,13,BDL,59,S,7,Kundaim
25-04-2019,52,20,11,16,0.07,13,BDL,52,S,7,Kundaim
29-04-2019,50,19,11,17,0.06,13,BDL,50,S,7,Kundaim
02-05-2019,45,13,12,15,0.07,17,BDL,45,G,7,Kundaim
06-05-2019,51,30,12,15,0.07,19,BDL,51,S,7,Kundaim
09-05-2019,59,31,12,15,0.06,20,BDL,59,S,7,Kundaim
13-05-2019,50,27,12,15,0.08,18,BDL,50,S,7,Kundaim
18-05-2019,59,23,12,15,0.07,13,BDL,59,S,7,Kundaim
20-05-2019,34,18,12,16,0.07,14,BDL,34,G,7,Kundaim
25-05-2019,47,25,12,15,0.07,18,BDL,47,G,7,Kundaim
27-05-2019,49,31,11,15,0.08,19,BDL,52,S,7,Kundaim
30-05-2019,50,24,12,15,0.07,13,BDL,50,S,7,Kundaim
03-06-2019,36,15,11,14,0.07,14,BDL,36,G,7,Kundaim
06-06-2019,50,27,10,14,0.07,13,BDL,50,S,7,Kundaim
10-06-2019,33,21,11,14,0.07,13,BDL,35,G,7,Kundaim
15-06-2019,36,19,10,13,0.07,12,BDL,36,G,7,Kundaim
17-06-2019,21,12,10,13,0.07,11,BDL,21,G,7,Kundaim
20-06-2019,40,20,10,14,0.07,13,BDL,40,G,7,Kundaim
24-06-2019,38,18,9,13,0.07,12,BDL,38,G,7,Kundaim
28-06-2019,34,18,9,13,0.06,12,BDL,34,G,7,Kundaim
01-07-2019,34,15,10,14,0.06,12,BDL,34,G,7,Kundaim
04-07-2019,33,16,10,13,0.06,13,BDL,33,G,7,Kundaim
08-07-2019,37,18,10,14,0.07,13,BDL,37,G,7,Kundaim
11-07-2019,35,18,9,14,0.06,12,BDL,35,G,7,Kundaim
15-07-2019,34,17,10,14,0.07,12,BDL,34,G,7,Kundaim
18-07-2019,38,19,10,13,0.06,13,BDL,38,G,7,Kundaim
22-07-2019,36,18,10,13,0.06,13,BDL,36,G,7,Kundaim
25-07-2019,35,18,10,13,0.06,14,BDL,35,G,7,Kundaim
29-07-2019,39,21,10,13,0.07,13,BDL,39,G,7,Kundaim
01-08-2019,37,20,10,13,0.07,12,BDL,37,G,7,Kundaim
06-08-2019,36,19,10,13,0.07,13,BDL,36,G,7,Kundaim
08-08-2019,35,18,10,13,0.07,13,BDL,35,G,7,Kundaim
13-08-2019,36,20,10,13,0.07,12,BDL,36,G,7,Kundaim
16-08-2019,35,18,10,13,0.07,12,BDL,35,G,7,Kundaim
19-08-2019,36,18,10,13,0.07,13,BDL,36,G,7,Kundaim
22-08-2019,38,18,10,13,0.07,13,BDL,38,G,7,Kundaim
26-08-2019,39,21,11,13,0.06,14,BDL,39,G,7,Kundaim
29-08-2019,38,18,10,13,0.06,13,BDL,38,G,7,Kundaim
02-09-2019,37,19,10,14,0.07,13,BDL,37,G,7,Kundaim
05-09-2019,38,19,11,14,0.07,13,BDL,38,G,7,Kundaim
09-09-2019,45,24,11,14,0.07,13,BDL,45,G,7,Kundaim
12-09-2019,50,24,11,14,0.06,14,BDL,50,G,7,Kundaim
17-09-2019,51,25,11,14,0.08,14,BDL,51,G,7,Kundaim
19-09-2019,54,27,11,14,0.06,13,BDL,54,S,7,Kundaim
23-09-2019,55,35,11,14,0.06,13,BDL,59,S,7,Kundaim
26-09-2019,58,35,12,15,0.07,13,BDL,58,S,7,Kundaim
30-09-2019,61,30,11,14,0.07,13,BDL,61,S,7,Kundaim
03-10-2019,46,26,11,14,0.06,14,BDL,46,G,7,Kundaim
07-10-2019,60,29,11,14,0.07,13,BDL,60,S,7,Kundaim
10-10-2019,62,31,11,14,0.07,14,BDL,62,S,7,Kundaim
14-10-2019,56,28,11,14,0.06,14,BDL,56,S,7,Kundaim
17-10-2019,52,26,11,14,0.07,14,BDL,52,S,7,Kundaim
21-10-2019,58,28,11,14,0.06,14,BDL,58,S,7,Kundaim
24-10-2019,41,20,11,14,0.06,14,BDL,41,G,7,Kundaim
28-10-2019,61,31,11,14,0.06,15,BDL,61,S,7,Kundaim
31-10-2019,66,32,11,14,0.06,14,BDL,66,S,7,Kundaim
04-11-2019,62,31,11,14,0.07,15,BDL,62,S,7,Kundaim
07-11-2019,59,30,11,14,0.07,15,BDL,59,S,7,Kundaim
11-11-2019,65,35,11,14,0.07,15,BDL,65,S,7,Kundaim
14-11-2019,70,35,11,14,0.07,15,BDL,70,S,7,Kundaim
18-11-2019,61,30,11,14,0.07,15,BDL,61,S,7,Kundaim
22-11-2019,61,31,11,14,0.07,15,BDL,61,S,7,Kundaim
25-11-2019,56,28,11,14,0.07,15,BDL,56,S,7,Kundaim
28-11-2019,64,32,11,14,0.07,14,BDL,64,S,7,Kundaim
02-12-2019,60,30,11,14,0.08,15,BDL,60,S,7,Kundaim
05-12-2019,65,34,11,14,0.07,15,BDL,65,S,7,Kundaim
09-12-2019,65,32,11,14,0.07,15,BDL,65,S,7,Kundaim
12-12-2019,57,28,11,14,0.07,16,BDL,57,S,7,Kundaim
16-12-2019,60,30,11,14,0.07,16,BDL,60,S,7,Kundaim
21-12-2019,63,32,11,14,0.07,15,BDL,63,S,7,Kundaim
23-12-2019,61,30,11,14,0.07,15,BDL,61,S,7,Kundaim
26-12-2019,58,31,11,14,0.07,15,BDL,58,S,7,Kundaim
30-12-2019,64,32,11,14,0.08,15,BDL,64,S,7,Kundaim
02-01-2020,65,32,11,14,0.07,15,BDL,65,S,7,Kundaim
06-01-2020,70,37,11,14,0.07,15,BDL,70,S,7,Kundaim
09-01-2020,75,39,11,14,0.07,16,BDL,75,S,7,Kundaim
13-01-2020,73,38,11,14,0.08,16,BDL,73,S,7,Kundaim
16-01-2020,66,35,10,14,0.06,15,BDL,66,S,7,Kundaim
20-01-2020,65,33,11,14,0.07,16,BDL,65,S,7,Kundaim
23-01-2020,73,37,11,14,0.07,15,BDL,73,S,7,Kundaim
27-01-2020,60,31,11,14,0.07,15,BDL,60,S,7,Kundaim
30-01-2020,65,33,11,14,0.07,15,BDL,65,S,7,Kundaim
03-02-2020,68,34,11,14,0.06,13,BDL,68,S,7,Kundaim
06-02-2020,73,37,11,14,0.07,13,BDL,73,S,7,Kundaim
10-02-2020,73,35,11,14,0.06,13,BDL,73,S,7,Kundaim
13-02-2020,70,38,11,14,0.07,14,BDL,70,S,7,Kundaim
17-02-2020,65,33,11,14,0.06,13,BDL,65,S,7,Kundaim
20-02-2020,80,37,10,14,0.06,13,BDL,80,S,7,Kundaim
24-02-2020,88,35,11,14,0.07,13,BDL,88,S,7,Kundaim
27-02-2020,79,47,11,14,0.07,13,BDL,79,S,7,Kundaim
02-03-2020,68,36,11,15,0.07,15,BDL,68,S,7,Kundaim
05-03-2020,73,33,10,14,0.07,15,BDL,73,S,7,Kundaim
09-03-2020,73,36,10,14,0.08,15,BDL,73,S,7,Kundaim
12-03-2020,70,39,11,14,0.07,16,BDL,70,S,7,Kundaim
16-03-2020,65,39,11,14,0.07,15,BDL,65,S,7,Kundaim
19-03-2020,80,39,11,14,0.07,15,BDL,80,S,7,Kundaim
02-04-2019,69,28,10,15,0.07,13,BDL,69,S,9,Usgao
05-04-2019,62,36,10,15,0.07,12,BDL,62,S,9,Usgao
09-04-2019,60,27,10,15,0.06,13,BDL,60,S,9,Usgao
12-04-2019,57,29,10,15,0.07,11,BDL,57,S,9,Usgao
16-04-2019,71,33,10,15,0.08,11,BDL,71,S,9,Usgao
20-04-2019,71,36,11,16,0.07,18,BDL,71,S,9,Usgao
24-04-2019,71,38,11,16,0.07,17,BDL,71,S,9,Usgao
27-04-2019,83,54,11,16,0.07,19,BDL,90,S,9,Usgao
30-04-2019,69,45,11,17,0.08,20,BDL,76,S,9,Usgao
03-05-2019,79,47,11,14,0.06,14,BDL,79,S,9,Usgao
07-05-2019,57,26,12,14,0.06,14,BDL,57,S,9,Usgao
10-05-2019,70,37,11,14,0.07,14,BDL,70,S,9,Usgao
14-05-2019,63,38,11,16,0.06,13,BDL,63,S,9,Usgao
17-05-2019,86,45,11,14,0.07,13,BDL,86,S,9,Usgao
21-05-2019,52,27,11,14,0.07,18,BDL,52,S,9,Usgao
24-05-2019,61,42,11,14,0.07,13,BDL,69,S,9,Usgao
28-05-2019,56,33,10,14,0.07,13,BDL,56,S,9,Usgao
31-05-2019,64,32,11,14,0.07,18,BDL,64,S,9,Usgao
04-06-2019,70,39,11,14,0.06,13,BDL,70,S,9,Usgao
07-06-2019,55,27,11,14,0.07,13,BDL,55,S,9,Usgao
11-06-2019,37,18,10,13,0.06,12,BDL,37,S,9,Usgao
14-06-2019,34,18,9,13,0.06,11,BDL,34,G,9,Usgao
19-06-2019,35,20,10,13,0.06,13,BDL,35,G,9,Usgao
21-06-2019,35,18,10,14,0.06,12,BDL,35,G,9,Usgao
25-06-2019,44,23,10,14,0.07,12,BDL,44,G,9,Usgao
28-06-2019,38,19,10,13,0.06,12,BDL,38,G,9,Usgao
02-07-2019,34,17,10,14,0.06,12,BDL,34,G,9,Usgao
05-07-2019,32,17,9,13,0.06,13,BDL,32,G,9,Usgao
09-07-2019,38,18,10,14,0.07,13,BDL,38,G,9,Usgao
12-07-2019,36,19,10,13,0.06,13,BDL,36,G,9,Usgao
16-07-2019,37,20,10,13,0.06,13,BDL,37,G,9,Usgao
19-07-2019,36,18,10,13,0.07,13,BDL,36,G,9,Usgao
23-07-2019,39,19,10,13,0.06,13,BDL,39,G,9,Usgao
26-07-2019,36,18,10,13,0.07,13,BDL,36,G,9,Usgao
30-07-2019,37,19,10,13,0.07,13,BDL,37,G,9,Usgao
02-08-2019,37,19,10,13,0.06,13,BDL,37,G,9,Usgao
06-08-2019,34,18,10,13,0.07,13,BDL,34,G,9,Usgao
09-08-2019,35,18,10,13,0.06,13,BDL,35,G,9,Usgao
13-08-2019,36,18,10,13,0.07,13,BDL,36,G,9,Usgao
16-08-2019,37,19,10,14,0.07,13,BDL,37,G,9,Usgao
20-08-2019,38,20,11,13,0.06,13,BDL,38,G,9,Usgao
23-08-2019,39,20,11,14,0.07,13,BDL,39,G,9,Usgao
27-08-2019,33,18,10,14,0.06,13,BDL,33,G,9,Usgao
30-08-2019,36,19,11,14,0.07,13,BDL,36,G,9,Usgao
05-09-2019,39,21,11,14,0.07,13,BDL,39,G,9,Usgao
07-09-2019,35,18,11,14,0.07,13,BDL,35,G,9,Usgao
10-09-2019,48,22,11,14,0.07,14,BDL,48,G,9,Usgao
13-09-2019,50,25,11,14,0.06,13,BDL,50,G,9,Usgao
17-09-2019,51,24,11,14,0.06,13,BDL,51,S,9,Usgao
20-09-2019,51,27,11,14,0.07,13,BDL,51,S,9,Usgao
24-09-2019,53,31,11,14,0.07,13,BDL,53,S,9,Usgao
27-09-2019,60,29,11,14,0.07,13,BDL,60,S,9,Usgao
01-10-2019,70,32,11,14,0.07,13,BDL,70,S,9,Usgao
04-10-2019,62,29,11,14,0.06,14,BDL,62,S,9,Usgao
08-10-2019,55,31,11,14,0.05,13,BDL,55,S,9,Usgao
11-10-2019,69,31,11,14,0.08,14,BDL,69,S,9,Usgao
15-10-2019,60,30,11,14,0.08,14,BDL,60,S,9,Usgao
18-10-2019,55,25,11,14,0.07,14,BDL,55,S,9,Usgao
22-10-2019,50,25,11,14,0.08,14,BDL,50,G,9,Usgao
25-10-2019,38,20,10,13,0.05,14,BDL,38,G,9,Usgao
29-10-2019,50,24,10,13,0.05,14,BDL,50,G,9,Usgao
01-11-2019,53,28,10,14,0.05,14,BDL,53,S,9,Usgao
05-11-2019,46,22,11,14,0.06,14,BDL,46,G,9,Usgao
08-11-2019,53,27,11,14,0.07,14,BDL,53,S,9,Usgao
11-11-2019,54,29,11,14,0.07,14,BDL,54,S,9,Usgao
15-11-2019,66,32,11,14,0.08,14,BDL,66,S,9,Usgao
19-11-2019,64,33,11,14,0.06,15,BDL,64,S,9,Usgao
22-11-2019,66,33,10,13,0.06,14,BDL,66,S,9,Usgao
26-11-2019,59,31,10,14,0.07,15,BDL,59,S,9,Usgao
29-11-2019,65,32,11,14,0.06,15,BDL,65,S,9,Usgao
04-12-2019,60,31,11,14,0.07,15,BDL,60,S,9,Usgao
06-12-2019,63,32,11,14,0.07,15,BDL,63,S,9,Usgao
10-12-2019,56,29,11,14,0.07,15,BDL,56,S,9,Usgao
