Date,SO2,NO2,PM10,Station Name,Station ID
01-08-2015,4,9,89,Bicholim,12
01-10-2015,4,9,84,Bicholim,12
14-01-2015,4,9,44,Bicholim,12
16-01-2015,4,9,66,Bicholim,12
20-01-2015,4,9,57,Bicholim,12
22-01-2015,4,9,55,Bicholim,12
28-01-2015,4,8,73,Bicholim,12
30-01-2015,4,8,88,Bicholim,12
02-04-2015,4,9,80,Bicholim,12
02-06-2015,4,9,84,Bicholim,12
02-11-2015,4,9,69,Bicholim,12
13-02-2015,4,9,76,Bicholim,12
18-02-2015,4,10,89,Bicholim,12
20-02-2015,4,9,74,Bicholim,12
25-02-2015,4,9,57,Bicholim,12
27-02-2015,4,8,64,Bicholim,12
03-04-2015,5,9,87,Bicholim,12
03-07-2015,4,9,44,Bicholim,12
03-11-2015,4,9,47,Bicholim,12
13-03-2015,4,9,53,Bicholim,12
18-03-2015,4,12,82,Bicholim,12
20-03-2015,4,10,67,Bicholim,12
25-03-2015,4,9,51,Bicholim,12
27-03-2015,5,10,72,Bicholim,12
04-01-2015,4,9,62,Bicholim,12
04-03-2015,4,11,64,Bicholim,12
04-08-2015,4,7,54,Bicholim,12
04-10-2015,4,9,55,Bicholim,12
15-04-2015,5,8,85,Bicholim,12
17-04-2015,4,11,84,Bicholim,12
22-04-2015,4,11,64,Bicholim,12
24-04-2015,4,10,78,Bicholim,12
29-04-2015,4,9,51,Bicholim,12
05-02-2015,4,9,47,Bicholim,12
05-06-2015,4,9,46,Bicholim,12
05-08-2015,4,9,45,Bicholim,12
13-05-2015,4,9,50,Bicholim,12
15-05-2015,4,11,48,Bicholim,12
20-05-2015,4,9,62,Bicholim,12
22-05-2015,4,9,53,Bicholim,12
27-05-2015,5,10,55,Bicholim,12
29-05-2015,4,8,66,Bicholim,12
06-03-2015,5,9,47,Bicholim,12
06-06-2015,4,9,46,Bicholim,12
06-10-2015,4,9,45,Bicholim,12
06-12-2015,3,9,50,Bicholim,12
17-06-2015,3,11,48,Bicholim,12
19-06-2015,3,9,62,Bicholim,12
24-06-2015,5,9,53,Bicholim,12
26-06-2015,4,10,55,Bicholim,12
07-01-2015,2,5,36,Bicholim,12
07-03-2015,4,8,47,Bicholim,12
07-08-2015,2,5,30,Bicholim,12
07-10-2015,4,8,40,Bicholim,12
15-07-2015,4,8,31,Bicholim,12
17-07-2015,3,7,30,Bicholim,12
22-07-2015,2,5,31,Bicholim,12
24-07-2015,3,8,44,Bicholim,12
29-07-2015,3,8,42,Bicholim,12
31-07-2015,3,8,47,Bicholim,12
08-06-2015,3,6,34,Bicholim,12
08-08-2015,3,6,41,Bicholim,12
08-11-2015,3,8,39,Bicholim,12
13-08-2015,4,8,42,Bicholim,12
20-08-2015,3,7,32,Bicholim,12
22-08-2015,4,9,38,Bicholim,12
26-08-2015,3,8,30,Bicholim,12
28-08-2015,3,7,32,Bicholim,12
09-02-2015,3,8,33,Bicholim,12
09-05-2015,3,7,32,Bicholim,12
09-09-2015,3,7,32,Bicholim,12
09-12-2015,4,8,34,Bicholim,12
15-09-2015,4,8,32,Bicholim,12
19-09-2015,4,9,37,Bicholim,12
23-09-2015,4,8,33,Bicholim,12
26-09-2015,4,9,44,Bicholim,12
10-03-2015,4,9,41,Bicholim,12
10-07-2015,4,9,56,Bicholim,12
10-10-2015,4,9,37,Bicholim,12
14-10-2015,4,8,31,Bicholim,12
17-10-2015,4,9,40,Bicholim,12
21-10-2015,4,9,50,Bicholim,12
24-10-2015,4,9,37,Bicholim,12
28-10-2015,4,9,59,Bicholim,12
31-10-2015,4,9,56,Bicholim,12
11-04-2015,4,10,80,Bicholim,12
11-07-2015,4,9,69,Bicholim,12
11-11-2015,4,9,31,Bicholim,12
14-11-2015,4,10,69,Bicholim,12
18-11-2015,4,9,54,Bicholim,12
21-11-2015,4,9,50,Bicholim,12
25-11-2015,4,9,67,Bicholim,12
28-11-2015,4,9,41,Bicholim,12
12-02-2015,4,9,63,Bicholim,12
12-05-2015,4,9,56,Bicholim,12
12-09-2015,4,9,63,Bicholim,12
12-12-2015,4,9,58,Bicholim,12
16-12-2015,4,8,49,Bicholim,12
19-12-2015,4,9,59,Bicholim,12
23-12-2015,5,10,68,Bicholim,12
26-12-2015,4,9,60,Bicholim,12
30-12-2015,4,9,59,Bicholim,12
01-03-2015,4,9,80,Amona,2
01-08-2015,4,9,87,Amona,2
01-10-2015,4,9,89,Amona,2
14-01-2015,4,9,81,Amona,2
16-01-2015,3,8,91,Amona,2
20-01-2015,4,9,93,Amona,2
22-01-2015,4,9,96,Amona,2
28-01-2015,4,10,88,Amona,2
30-01-2015,5,10,84,Amona,2
02-04-2015,4,10,88,Amona,2
02-06-2015,4,9,87,Amona,2
02-11-2015,4,9,76,Amona,2
13-02-2015,4,9,79,Amona,2
18-02-2015,4,10,90,Amona,2
20-02-2015,4,9,87,Amona,2
25-02-2015,4,9,80,Amona,2
27-02-2015,4,10,83,Amona,2
03-04-2015,5,10,78,Amona,2
03-07-2015,4,9,71,Amona,2
03-11-2015,4,9,74,Amona,2
13-03-2015,4,9,76,Amona,2
18-03-2015,4,9,85,Amona,2
20-03-2015,4,9,61,Amona,2
25-03-2015,4,9,75,Amona,2
27-03-2015,5,10,70,Amona,2
04-01-2015,4,9,57,Amona,2
04-03-2015,4,9,74,Amona,2
04-08-2015,4,9,55,Amona,2
04-10-2015,4,9,40,Amona,2
15-04-2015,5,9,96,Amona,2
17-04-2015,5,10,93,Amona,2
22-04-2015,4,9,84,Amona,2
24-04-2015,4,10,91,Amona,2
29-04-2015,5,8,78,Amona,2
05-02-2015,5,9,71,Amona,2
05-06-2015,4,9,61,Amona,2
05-08-2015,4,9,64,Amona,2
13-05-2015,5,10,74,Amona,2
15-05-2015,4,8,71,Amona,2
20-05-2015,4,9,61,Amona,2
22-05-2015,4,9,60,Amona,2
27-05-2015,5,10,74,Amona,2
29-05-2015,3,10,37,Amona,2
06-03-2015,4,8,30,Amona,2
06-05-2015,4,8,59,Amona,2
06-10-2015,4,9,53,Amona,2
06-12-2015,3,6,48,Amona,2
17-06-2015,5,10,70,Amona,2
19-06-2015,2,5,56,Amona,2
24-06-2015,4,9,47,Amona,2
26-06-2015,5,7,51,Amona,2
07-01-2015,3,6,34,Amona,2
07-03-2015,3,7,43,Amona,2
07-08-2015,3,7,39,Amona,2
07-10-2015,3,7,55,Amona,2
15-07-2015,4,9,56,Amona,2
17-07-2015,3,8,42,Amona,2
22-07-2015,3,7,33,Amona,2
24-07-2015,2,5,48,Amona,2
29-07-2015,5,8,52,Amona,2
31-07-2015,3,8,38,Amona,2
08-06-2015,4,8,40,Amona,2
08-08-2015,5,9,47,Amona,2
08-11-2015,2,5,35,Amona,2
13-08-2015,3,8,56,Amona,2
20-08-2015,3,7,38,Amona,2
22-08-2015,4,9,41,Amona,2
26-08-2015,3,8,40,Amona,2
28-08-2015,3,7,32,Amona,2
09-02-2015,4,8,61,Amona,2
09-05-2015,4,6,37,Amona,2
09-09-2015,4,8,40,Amona,2
09-12-2015,5,9,40,Amona,2
15-09-2015,4,7,53,Amona,2
19-09-2015,5,9,69,Amona,2
23-09-2015,2,2,30,Amona,2
26-09-2015,4,7,49,Amona,2
10-03-2015,4,9,56,Amona,2
10-07-2015,4,9,51,Amona,2
10-10-2015,4,9,31,Amona,2
14-10-2015,4,9,56,Amona,2
17-10-2015,4,10,63,Amona,2
21-10-2015,4,9,50,Amona,2
24-10-2015,4,9,62,Amona,2
28-10-2015,4,9,55,Amona,2
31-10-2015,4,8,35,Amona,2
11-04-2015,4,9,66,Amona,2
11-07-2015,4,9,69,Amona,2
11-11-2015,4,9,40,Amona,2
14-11-2015,4,9,53,Amona,2
18-11-2015,4,9,62,Amona,2
21-11-2015,4,10,73,Amona,2
25-11-2015,4,9,64,Amona,2
28-11-2015,4,10,75,Amona,2
12-02-2015,4,9,51,Amona,2
12-05-2015,4,9,51,Amona,2
12-09-2015,4,9,46,Amona,2
12-12-2015,5,10,74,Amona,2
16-12-2015,4,9,74,Amona,2
19-12-2015,4,9,63,Amona,2
23-12-2015,5,10,80,Amona,2
26-12-2015,4,9,70,Amona,2
30-12-2015,4,10,79,Amona,2
01-03-2015,4,9,64,Assanora,1
01-08-2015,4,9,66,Assanora,1
01-10-2015,3,9,40,Assanora,1
14-01-2015,4,9,50,Assanora,1
16-01-2015,4,9,74,Assanora,1
20-01-2015,5,9,73,Assanora,1
22-01-2015,4,9,71,Assanora,1
28-01-2015,5,9,61,Assanora,1
30-01-2015,6,12,74,Assanora,1
02-04-2015,3,9,49,Assanora,1
02-06-2015,4,9,45,Assanora,1
02-11-2015,3,7,74,Assanora,1
13-02-2015,5,9,73,Assanora,1
18-02-2015,5,10,85,Assanora,1
20-02-2015,5,9,85,Assanora,1
25-02-2015,4,9,68,Assanora,1
27-02-2015,4,9,66,Assanora,1
03-04-2015,5,9,85,Assanora,1
03-07-2015,4,9,72,Assanora,1
03-11-2015,4,9,47,Assanora,1
13-03-2015,4,9,47,Assanora,1
18-03-2015,4,9,71,Assanora,1
20-03-2015,4,9,58,Assanora,1
25-03-2015,4,9,66,Assanora,1
27-03-2015,4,9,66,Assanora,1
04-01-2015,4,9,52,Assanora,1
04-03-2015,4,9,44,Assanora,1
04-08-2015,6,9,54,Assanora,1
04-10-2015,4,9,32,Assanora,1
15-04-2015,5,11,87,Assanora,1
17-04-2015,4,9,73,Assanora,1
22-04-2015,4,9,70,Assanora,1
24-04-2015,5,9,74,Assanora,1
29-04-2015,3,9,53,Assanora,1
05-02-2015,4,9,67,Assanora,1
05-06-2015,4,9,59,Assanora,1
05-08-2015,3,8,57,Assanora,1
13-05-2015,4,9,49,Assanora,1
15-05-2015,6,11,51,Assanora,1
20-05-2015,5,9,47,Assanora,1
22-05-2015,4,9,33,Assanora,1
27-05-2015,3,9,41,Assanora,1
29-05-2015,3,9,45,Assanora,1
06-03-2015,3,8,34,Assanora,1
06-05-2015,4,9,49,Assanora,1
06-10-2015,5,9,47,Assanora,1
06-12-2015,4,10,74,Assanora,1
17-06-2015,4,10,43,Assanora,1
19-06-2015,2,3,35,Assanora,1
24-06-2015,4,8,31,Assanora,1
26-06-2015,4,9,46,Assanora,1
07-01-2015,4,8,49,Assanora,1
07-03-2015,3,7,44,Assanora,1
07-08-2015,3,7,32,Assanora,1
07-10-2015,3,8,36,Assanora,1
15-07-2015,3,8,30,Assanora,1
17-07-2015,3,7,38,Assanora,1
22-07-2015,3,6,38,Assanora,1
24-07-2015,3,7,50,Assanora,1
29-07-2015,4,7,44,Assanora,1
31-07-2015,3,7,43,Assanora,1
08-06-2015,4,8,43,Assanora,1
08-08-2015,4,9,39,Assanora,1
08-11-2015,3,8,42,Assanora,1
13-08-2015,2,5,41,Assanora,1
20-08-2015,4,8,41,Assanora,1
22-08-2015,3,8,35,Assanora,1
26-08-2015,3,8,33,Assanora,1
28-08-2015,3,8,31,Assanora,1
09-02-2015,4,10,58,Assanora,1
09-05-2015,4,9,39,Assanora,1
09-09-2015,4,9,39,Assanora,1
09-12-2015,4,8,33,Assanora,1
15-09-2015,3,8,40,Assanora,1
19-09-2015,4,9,39,Assanora,1
23-09-2015,3,7,33,Assanora,1
26-09-2015,4,8,33,Assanora,1
10-03-2015,4,9,53,Assanora,1
10-07-2015,4,9,39,Assanora,1
10-10-2015,4,9,40,Assanora,1
14-10-2015,4,8,41,Assanora,1
17-10-2015,4,9,46,Assanora,1
21-10-2015,4,9,50,Assanora,1
24-10-2015,4,9,34,Assanora,1
28-10-2015,4,10,62,Assanora,1
31-10-2015,4,9,46,Assanora,1
11-04-2015,4,9,31,Assanora,1
11-07-2015,4,9,39,Assanora,1
11-11-2015,4,9,55,Assanora,1
14-11-2015,4,10,58,Assanora,1
18-11-2015,4,9,46,Assanora,1
21-11-2015,4,9,51,Assanora,1
25-11-2015,4,9,37,Assanora,1
28-11-2015,4,9,40,Assanora,1
12-02-2015,4,9,56,Assanora,1
12-05-2015,4,9,49,Assanora,1
12-09-2015,4,9,52,Assanora,1
12-12-2015,4,9,58,Assanora,1
16-12-2015,4,9,63,Assanora,1
19-12-2015,4,9,61,Assanora,1
23-12-2015,4,9,66,Assanora,1
26-12-2015,4,9,59,Assanora,1
30-12-2015,4,10,75,Assanora,1
01-02-2015,5,9,94,Margao,3
01-07-2015,4,9,90,Margao,3
01-09-2015,4,9,82,Margao,3
13-01-2015,4,8,70,Margao,3
15-01-2015,5,11,83,Margao,3
21-01-2015,4,9,78,Margao,3
23-01-2015,5,10,94,Margao,3
27-01-2015,3,7,85,Margao,3
29-01-2015,4,9,71,Margao,3
02-03-2015,4,9,82,Margao,3
02-05-2015,4,10,91,Margao,3
02-10-2015,4,10,87,Margao,3
02-12-2015,5,10,93,Margao,3
17-02-2015,5,11,82,Margao,3
19-02-2015,4,9,84,Margao,3
24-02-2015,3,7,70,Margao,3
26-02-2015,4,9,71,Margao,3
03-04-2015,5,9,69,Margao,3
03-07-2015,5,10,75,Margao,3
03-10-2015,4,9,53,Margao,3
03-12-2015,4,12,76,Margao,3
17-03-2015,4,9,69,Margao,3
19-03-2015,4,9,47,Margao,3
26-03-2015,4,11,65,Margao,3
28-03-2015,5,8,66,Margao,3
04-01-2015,4,9,76,Margao,3
04-03-2015,4,9,72,Margao,3
04-07-2015,5,10,76,Margao,3
04-09-2015,5,8,75,Margao,3
14-04-2015,4,9,76,Margao,3
16-04-2015,4,9,60,Margao,3
21-04-2015,4,9,41,Margao,3
23-04-2015,4,10,54,Margao,3
30-04-2015,3,9,47,Margao,3
05-02-2015,4,9,52,Margao,3
05-05-2015,4,9,54,Margao,3
05-07-2015,4,9,67,Margao,3
05-12-2015,4,10,66,Margao,3
14-05-2015,5,9,49,Margao,3
19-05-2015,5,10,74,Margao,3
21-05-2015,4,9,70,Margao,3
26-05-2015,4,9,58,Margao,3
28-05-2015,4,9,58,Margao,3
06-02-2015,5,9,51,Margao,3
06-04-2015,4,9,56,Margao,3
06-09-2015,4,9,61,Margao,3
06-11-2015,3,8,51,Margao,3
16-06-2015,4,8,36,Margao,3
18-06-2015,4,8,39,Margao,3
23-06-2015,4,8,73,Margao,3
25-06-2015,4,10,48,Margao,3
07-01-2015,4,8,51,Margao,3
07-03-2015,4,8,46,Margao,3
07-07-2015,4,7,47,Margao,3
07-09-2015,4,9,53,Margao,3
14-07-2015,4,7,53,Margao,3
16-07-2015,4,7,38,Margao,3
21-07-2015,4,9,53,Margao,3
23-07-2015,3,7,44,Margao,3
28-07-2015,4,10,49,Margao,3
30-07-2015,3,8,47,Margao,3
08-05-2015,2,5,31,Margao,3
08-07-2015,4,8,45,Margao,3
08-12-2015,4,8,52,Margao,3
14-08-2015,4,9,46,Margao,3
19-08-2015,3,7,38,Margao,3
21-08-2015,3,8,54,Margao,3
25-08-2015,4,7,38,Margao,3
27-08-2015,4,9,48,Margao,3
09-01-2015,3,7,39,Margao,3
09-04-2015,3,7,31,Margao,3
09-08-2015,3,8,30,Margao,3
09-11-2015,4,9,37,Margao,3
15-09-2015,2,5,30,Margao,3
19-09-2015,4,9,43,Margao,3
22-09-2015,4,8,50,Margao,3
25-09-2015,4,9,44,Margao,3
10-03-2015,4,9,38,Margao,3
10-06-2015,4,9,33,Margao,3
10-09-2015,4,9,31,Margao,3
13-10-2015,4,9,53,Margao,3
16-10-2015,4,9,34,Margao,3
20-10-2015,4,9,43,Margao,3
23-10-2015,4,9,44,Margao,3
27-10-2015,4,9,38,Margao,3
30-10-2015,4,8,35,Margao,3
11-03-2015,4,9,68,Margao,3
11-05-2015,4,9,61,Margao,3
11-11-2015,4,9,63,Margao,3
13-11-2015,4,9,30,Margao,3
17-11-2015,4,9,71,Margao,3
20-11-2015,4,8,61,Margao,3
24-11-2015,4,9,63,Margao,3
27-11-2015,4,9,73,Margao,3
12-01-2015,4,9,59,Margao,3
12-04-2015,4,9,49,Margao,3
12-08-2015,4,9,69,Margao,3
12-11-2015,4,9,65,Margao,3
15-12-2015,4,10,79,Margao,3
18-12-2015,4,9,75,Margao,3
22-12-2015,5,10,82,Margao,3
24-12-2015,4,10,75,Margao,3
29-12-2015,4,10,68,Margao,3
01-02-2015,9,11,72,Mapusa,13
01-06-2015,9,11,65,Mapusa,13
01-09-2015,9,11,62,Mapusa,13
13-01-2015,9,11,66,Mapusa,13
16-01-2015,9,10,70,Mapusa,13
20-01-2015,9,11,64,Mapusa,13
23-01-2015,9,11,52,Mapusa,13
27-01-2015,10,12,61,Mapusa,13
30-01-2015,10,12,61,Mapusa,13
02-02-2015,9,12,71,Mapusa,13
02-06-2015,10,12,64,Mapusa,13
02-09-2015,9,11,69,Mapusa,13
13-02-2015,10,12,67,Mapusa,13
16-02-2015,9,11,63,Mapusa,13
20-02-2015,10,12,95,Mapusa,13
23-02-2015,9,11,91,Mapusa,13
27-02-2015,9,11,64,Mapusa,13
03-02-2015,9,11,66,Mapusa,13
03-06-2015,10,12,64,Mapusa,13
03-09-2015,9,11,56,Mapusa,13
13-03-2015,10,11,60,Mapusa,13
16-03-2015,9,11,64,Mapusa,13
20-03-2015,9,11,65,Mapusa,13
23-03-2015,9,11,64,Mapusa,13
27-03-2015,10,11,61,Mapusa,13
30-03-2015,10,11,67,Mapusa,13
04-03-2015,10,12,97,Mapusa,13
04-06-2015,9,11,109,Mapusa,13
04-10-2015,10,11,130,Mapusa,13
13-04-2015,10,12,134,Mapusa,13
17-04-2015,10,11,95,Mapusa,13
20-04-2015,10,11,67,Mapusa,13
24-04-2015,10,12,62,Mapusa,13
27-04-2015,9,12,81,Mapusa,13
30-04-2015,10,11,74,Mapusa,13
05-04-2015,10,12,71,Mapusa,13
05-08-2015,9,11,55,Mapusa,13
05-11-2015,10,12,56,Mapusa,13
15-05-2015,10,12,54,Mapusa,13
18-05-2015,9,11,45,Mapusa,13
22-05-2015,9,11,48,Mapusa,13
25-05-2015,9,11,56,Mapusa,13
29-05-2015,9,11,51,Mapusa,13
06-01-2015,9,11,46,Mapusa,13
06-05-2015,10,12,61,Mapusa,13
06-08-2015,9,11,46,Mapusa,13
06-12-2015,9,12,57,Mapusa,13
15-06-2015,9,12,30,Mapusa,13
19-06-2015,9,12,32,Mapusa,13
22-06-2015,9,11,28,Mapusa,13
26-06-2015,9,11,27,Mapusa,13
29-06-2015,9,11,50,Mapusa,13
07-01-2015,4,26,26,Mapusa,13
07-03-2015,2,15,12,Mapusa,13
07-07-2015,2,5,19,Mapusa,13
07-09-2015,11,8,11,Mapusa,13
14-07-2015,4,6,33,Mapusa,13
16-07-2015,5,7,30,Mapusa,13
21-07-2015,3,6,24,Mapusa,13
23-07-2015,2,6,17,Mapusa,13
28-07-2015,2,5,24,Mapusa,13
30-07-2015,2,6,15,Mapusa,13
08-04-2015,5,5,17,Mapusa,13
08-06-2015,2,5,22,Mapusa,13
08-11-2015,2,5,19,Mapusa,13
13-08-2015,2,5,19,Mapusa,13
18-08-2015,2,5,35,Mapusa,13
20-08-2015,3,5,55,Mapusa,13
25-08-2015,2,6,33,Mapusa,13
27-08-2015,2,5,22,Mapusa,13
09-01-2015,3,5,36,Mapusa,13
09-03-2015,2,8,42,Mapusa,13
09-08-2015,3,11,17,Mapusa,13
09-10-2015,15,5,19,Mapusa,13
14-09-2015,5,5,11,Mapusa,13
22-09-2015,4,43,23,Mapusa,13
24-09-2015,3,0,31,Mapusa,13
29-09-2015,8,0,62,Mapusa,13
10-01-2015,6,5,56,Mapusa,13
10-06-2015,2,5,67,Mapusa,13
10-08-2015,3,14,40,Mapusa,13
13-10-2015,2,6,46,Mapusa,13
15-10-2015,2,9,97,Mapusa,13
20-10-2015,8,6,86,Mapusa,13
23-10-2015,2,5,75,Mapusa,13
27-10-2015,3,5,90,Mapusa,13
29-10-2015,2,6,110,Mapusa,13
11-03-2015,8,7,38,Mapusa,13
11-05-2015,8,7,35,Mapusa,13
11-11-2015,12,9,87,Mapusa,13
13-11-2015,10,11,79,Mapusa,13
17-11-2015,3,8,65,Mapusa,13
19-11-2015,3,10,121,Mapusa,13
24-11-2015,7,8,61,Mapusa,13
26-11-2015,6,9,72,Mapusa,13
12-01-2015,7,11,54,Mapusa,13
12-04-2015,9,10,66,Mapusa,13
12-08-2015,8,5,76,Mapusa,13
12-10-2015,6,17,111,Mapusa,13
15-12-2015,2,17,121,Mapusa,13
17-12-2015,8,15,136,Mapusa,13
22-12-2015,5,5,116,Mapusa,13
24-12-2015,7,9,101,Mapusa,13
29-12-2015,6,15,142,Mapusa,13
31-12-2015,4,8,127,Mapusa,13
01-02-2015,4,9,60,Ponda,4
01-07-2015,4,9,68,Ponda,4
01-09-2015,4,9,61,Ponda,4
13-01-2015,3,6,71,Ponda,4
15-01-2015,4,9,72,Ponda,4
21-01-2015,4,9,85,Ponda,4
23-01-2015,5,10,78,Ponda,4
27-01-2015,4,9,67,Ponda,4
29-01-2015,5,9,87,Ponda,4
02-03-2015,4,9,64,Ponda,4
02-05-2015,4,9,76,Ponda,4
02-10-2015,4,9,76,Ponda,4
02-12-2015,4,9,80,Ponda,4
17-02-2015,5,9,67,Ponda,4
19-02-2015,4,9,70,Ponda,4
24-02-2015,4,9,65,Ponda,4
26-02-2015,4,9,53,Ponda,4
03-04-2015,4,9,72,Ponda,4
03-07-2015,4,9,60,Ponda,4
03-10-2015,5,10,78,Ponda,4
03-12-2015,4,9,78,Ponda,4
17-03-2015,4,8,73,Ponda,4
19-03-2015,4,9,43,Ponda,4
26-03-2015,4,9,61,Ponda,4
28-03-2015,4,9,64,Ponda,4
04-01-2015,4,9,55,Ponda,4
04-03-2015,4,9,57,Ponda,4
04-07-2015,4,9,66,Ponda,4
04-09-2015,5,9,40,Ponda,4
14-04-2015,4,10,79,Ponda,4
16-04-2015,4,9,77,Ponda,4
21-04-2015,3,9,69,Ponda,4
23-04-2015,4,9,54,Ponda,4
30-04-2015,4,9,38,Ponda,4
05-02-2015,4,9,54,Ponda,4
05-05-2015,4,9,57,Ponda,4
05-07-2015,4,9,52,Ponda,4
05-12-2015,4,9,60,Ponda,4
14-05-2015,4,10,68,Ponda,4
19-05-2015,4,9,47,Ponda,4
21-05-2015,5,9,39,Ponda,4
26-05-2015,4,9,59,Ponda,4
28-05-2015,4,9,48,Ponda,4
06-02-2015,4,8,48,Ponda,4
06-04-2015,4,8,39,Ponda,4
06-09-2015,4,8,30,Ponda,4
06-11-2015,4,8,37,Ponda,4
16-06-2015,5,10,70,Ponda,4
18-06-2015,4,8,42,Ponda,4
23-06-2015,3,8,36,Ponda,4
25-06-2015,4,9,51,Ponda,4
07-01-2015,4,8,45,Ponda,4
07-03-2015,4,9,47,Ponda,4
07-07-2015,3,6,30,Ponda,4
07-09-2015,4,7,36,Ponda,4
14-07-2015,2,5,30,Ponda,4
16-07-2015,3,7,34,Ponda,4
21-07-2015,3,7,33,Ponda,4
23-07-2015,3,9,42,Ponda,4
28-07-2015,3,8,38,Ponda,4
30-07-2015,4,8,38,Ponda,4
08-05-2015,4,7,36,Ponda,4
08-07-2015,3,8,31,Ponda,4
08-12-2015,3,7,31,Ponda,4
14-08-2015,3,5,30,Ponda,4
19-08-2015,4,9,34,Ponda,4
21-08-2015,2,5,31,Ponda,4
25-08-2015,4,9,32,Ponda,4
27-08-2015,4,8,31,Ponda,4
09-01-2015,4,8,32,Ponda,4
09-04-2015,3,7,31,Ponda,4
09-08-2015,4,8,33,Ponda,4
09-11-2015,4,9,33,Ponda,4
15-09-2015,3,8,47,Ponda,4
19-09-2015,4,9,37,Ponda,4
22-09-2015,4,9,40,Ponda,4
25-09-2015,4,9,39,Ponda,4
10-03-2015,4,9,35,Ponda,4
10-06-2015,4,8,31,Ponda,4
10-09-2015,4,9,38,Ponda,4
13-10-2015,4,9,36,Ponda,4
16-10-2015,4,9,46,Ponda,4
20-10-2015,4,9,34,Ponda,4
23-10-2015,4,9,38,Ponda,4
27-10-2015,4,9,42,Ponda,4
30-10-2015,4,9,34,Ponda,4
11-03-2015,4,9,61,Ponda,4
11-05-2015,4,9,30,Ponda,4
11-11-2015,4,9,57,Ponda,4
13-11-2015,4,9,31,Ponda,4
17-11-2015,4,9,44,Ponda,4
20-11-2015,4,9,50,Ponda,4
24-11-2015,4,9,43,Ponda,4
27-11-2015,4,9,54,Ponda,4
12-01-2015,4,9,59,Ponda,4
12-04-2015,4,9,46,Ponda,4
12-08-2015,4,9,57,Ponda,4
12-11-2015,5,10,62,Ponda,4
15-12-2015,4,9,35,Ponda,4
18-12-2015,4,9,49,Ponda,4
22-12-2015,4,9,59,Ponda,4
24-12-2015,4,9,55,Ponda,4
29-12-2015,4,9,53,Ponda,4
01-02-2015,4,9,68,Sanguem,5
01-07-2015,4,9,57,Sanguem,5
01-09-2015,4,9,54,Sanguem,5
13-01-2015,4,9,75,Sanguem,5
15-01-2015,5,11,70,Sanguem,5
21-01-2015,4,9,51,Sanguem,5
23-01-2015,3,9,57,Sanguem,5
27-01-2015,4,10,71,Sanguem,5
29-01-2015,4,9,70,Sanguem,5
02-03-2015,4,9,68,Sanguem,5
02-05-2015,4,9,62,Sanguem,5
02-10-2015,4,9,69,Sanguem,5
02-12-2015,4,9,73,Sanguem,5
17-02-2015,4,9,75,Sanguem,5
19-02-2015,4,9,79,Sanguem,5
24-02-2015,4,9,52,Sanguem,5
26-02-2015,5,9,57,Sanguem,5
03-04-2015,4,9,71,Sanguem,5
03-07-2015,4,9,64,Sanguem,5
03-10-2015,4,9,67,Sanguem,5
03-12-2015,4,11,61,Sanguem,5
17-03-2015,5,10,68,Sanguem,5
19-03-2015,4,9,48,Sanguem,5
26-03-2015,4,8,78,Sanguem,5
28-03-2015,3,7,77,Sanguem,5
04-01-2015,4,9,62,Sanguem,5
04-03-2015,4,9,55,Sanguem,5
04-07-2015,4,9,38,Sanguem,5
04-09-2015,4,9,53,Sanguem,5
14-04-2015,5,9,87,Sanguem,5
16-04-2015,4,9,74,Sanguem,5
21-04-2015,4,9,64,Sanguem,5
23-04-2015,5,11,53,Sanguem,5
30-04-2015,4,9,33,Sanguem,5
05-02-2015,4,8,36,Sanguem,5
05-05-2015,4,9,48,Sanguem,5
05-07-2015,4,9,39,Sanguem,5
05-12-2015,3,7,51,Sanguem,5
14-05-2015,5,10,71,Sanguem,5
19-05-2015,3,8,34,Sanguem,5
21-05-2015,4,10,34,Sanguem,5
26-05-2015,4,9,58,Sanguem,5
28-05-2015,4,9,41,Sanguem,5
06-02-2015,4,9,34,Sanguem,5
06-04-2015,4,9,74,Sanguem,5
06-09-2015,4,9,43,Sanguem,5
06-11-2015,4,8,42,Sanguem,5
16-06-2015,4,8,35,Sanguem,5
18-06-2015,3,8,49,Sanguem,5
23-06-2015,3,6,34,Sanguem,5
25-06-2015,4,9,38,Sanguem,5
07-01-2015,3,6,36,Sanguem,5
07-03-2015,4,8,37,Sanguem,5
07-07-2015,3,7,34,Sanguem,5
07-09-2015,2,5,31,Sanguem,5
14-07-2015,4,8,39,Sanguem,5
16-07-2015,3,8,30,Sanguem,5
21-07-2015,4,8,38,Sanguem,5
23-07-2015,3,6,33,Sanguem,5
28-07-2015,4,8,36,Sanguem,5
30-07-2015,3,7,30,Sanguem,5
08-05-2015,3,7,31,Sanguem,5
08-07-2015,4,9,32,Sanguem,5
08-12-2015,3,6,31,Sanguem,5
14-08-2015,3,6,32,Sanguem,5
19-08-2015,3,9,31,Sanguem,5
21-08-2015,3,8,32,Sanguem,5
25-08-2015,4,9,36,Sanguem,5
27-08-2015,4,9,46,Sanguem,5
09-01-2015,4,9,31,Sanguem,5
09-04-2015,4,8,31,Sanguem,5
09-08-2015,4,9,32,Sanguem,5
09-11-2015,4,9,32,Sanguem,5
15-09-2015,3,8,31,Sanguem,5
19-09-2015,3,7,31,Sanguem,5
