Date,SO2,NO2,PM10,Station Name,Station ID
22-09-2015,4,9,33,Sanguem,5
25-09-2015,3,8,32,Sanguem,5
10-03-2015,4,9,34,Sanguem,5
10-06-2015,4,8,32,Sanguem,5
10-09-2015,3,9,30,Sanguem,5
13-10-2015,4,9,33,Sanguem,5
16-10-2015,4,9,35,Sanguem,5
20-10-2015,3,8,31,Sanguem,5
23-10-2015,4,8,31,Sanguem,5
27-10-2015,4,9,32,Sanguem,5
30-10-2015,4,9,36,Sanguem,5
11-03-2015,4,9,49,Sanguem,5
11-07-2015,4,9,41,Sanguem,5
11-10-2015,4,8,33,Sanguem,5
13-11-2015,4,9,34,Sanguem,5
17-11-2015,3,8,30,Sanguem,5
20-11-2015,4,9,33,Sanguem,5
24-11-2015,4,9,48,Sanguem,5
27-11-2015,4,9,34,Sanguem,5
12-01-2015,4,9,60,Sanguem,5
12-04-2015,4,9,52,Sanguem,5
12-08-2015,4,9,38,Sanguem,5
12-11-2015,4,9,54,Sanguem,5
15-12-2015,5,9,60,Sanguem,5
18-12-2015,4,9,58,Sanguem,5
22-12-2015,4,9,41,Sanguem,5
24-12-2015,4,9,33,Sanguem,5
29-12-2015,4,10,62,Sanguem,5
01-02-2015,15,9,77,Quepem Tilamol,6
01-07-2015,4,9,66,Quepem Tilamol,6
01-09-2015,4,9,59,Quepem Tilamol,6
13-01-2015,4,9,76,Quepem Tilamol,6
15-01-2015,4,10,78,Quepem Tilamol,6
21-01-2015,4,9,71,Quepem Tilamol,6
23-01-2015,5,12,78,Quepem Tilamol,6
27-01-2015,3,9,73,Quepem Tilamol,6
29-01-2015,4,9,67,Quepem Tilamol,6
02-03-2015,4,9,72,Quepem Tilamol,6
02-05-2015,4,10,70,Quepem Tilamol,6
02-10-2015,4,9,65,Quepem Tilamol,6
02-12-2015,3,9,73,Quepem Tilamol,6
17-02-2015,5,9,72,Quepem Tilamol,6
19-02-2015,5,10,79,Quepem Tilamol,6
24-02-2015,5,11,66,Quepem Tilamol,6
26-02-2015,4,9,63,Quepem Tilamol,6
03-04-2015,4,9,73,Quepem Tilamol,6
03-07-2015,4,9,57,Quepem Tilamol,6
03-10-2015,4,9,47,Quepem Tilamol,6
03-12-2015,4,9,62,Quepem Tilamol,6
17-03-2015,4,9,59,Quepem Tilamol,6
19-03-2015,4,9,53,Quepem Tilamol,6
26-03-2015,4,10,76,Quepem Tilamol,6
28-03-2015,4,9,68,Quepem Tilamol,6
04-01-2015,4,9,59,Quepem Tilamol,6
04-03-2015,4,9,52,Quepem Tilamol,6
04-07-2015,4,9,31,Quepem Tilamol,6
04-09-2015,3,7,79,Quepem Tilamol,6
14-04-2015,5,8,84,Quepem Tilamol,6
16-04-2015,4,10,81,Quepem Tilamol,6
21-04-2015,4,9,87,Quepem Tilamol,6
23-04-2015,5,12,66,Quepem Tilamol,6
30-04-2015,4,9,59,Quepem Tilamol,6
05-02-2015,4,9,51,Quepem Tilamol,6
05-05-2015,4,9,39,Quepem Tilamol,6
05-07-2015,4,10,57,Quepem Tilamol,6
05-12-2015,5,10,63,Quepem Tilamol,6
14-05-2015,5,11,49,Quepem Tilamol,6
19-05-2015,4,9,60,Quepem Tilamol,6
21-05-2015,4,9,73,Quepem Tilamol,6
26-05-2015,4,11,57,Quepem Tilamol,6
28-05-2015,4,9,47,Quepem Tilamol,6
06-02-2015,4,9,58,Quepem Tilamol,6
06-04-2015,4,9,53,Quepem Tilamol,6
06-09-2015,4,9,53,Quepem Tilamol,6
06-11-2015,2,5,44,Quepem Tilamol,6
16-06-2015,4,8,38,Quepem Tilamol,6
18-06-2015,3,8,33,Quepem Tilamol,6
23-06-2015,4,9,47,Quepem Tilamol,6
25-06-2015,4,9,48,Quepem Tilamol,6
07-01-2015,4,9,45,Quepem Tilamol,6
07-03-2015,4,9,47,Quepem Tilamol,6
07-07-2015,3,7,32,Quepem Tilamol,6
07-09-2015,2,5,30,Quepem Tilamol,6
14-07-2015,3,5,32,Quepem Tilamol,6
16-07-2015,4,7,31,Quepem Tilamol,6
21-07-2015,4,8,45,Quepem Tilamol,6
23-07-2015,3,7,34,Quepem Tilamol,6
28-07-2015,4,8,46,Quepem Tilamol,6
30-07-2015,3,8,46,Quepem Tilamol,6
08-05-2015,3,8,32,Quepem Tilamol,6
08-07-2015,3,6,39,Quepem Tilamol,6
08-12-2015,2,5,31,Quepem Tilamol,6
14-08-2015,4,7,44,Quepem Tilamol,6
19-08-2015,3,7,33,Quepem Tilamol,6
21-08-2015,4,7,46,Quepem Tilamol,6
25-08-2015,4,8,38,Quepem Tilamol,6
27-08-2015,3,8,33,Quepem Tilamol,6
09-01-2015,4,9,49,Quepem Tilamol,6
09-04-2015,4,10,66,Quepem Tilamol,6
09-08-2015,4,9,33,Quepem Tilamol,6
09-11-2015,4,9,31,Quepem Tilamol,6
15-09-2015,3,8,44,Quepem Tilamol,6
19-09-2015,4,9,39,Quepem Tilamol,6
22-09-2015,4,8,33,Quepem Tilamol,6
25-09-2015,4,9,42,Quepem Tilamol,6
10-03-2015,4,10,47,Quepem Tilamol,6
10-06-2015,4,9,37,Quepem Tilamol,6
10-09-2015,4,9,33,Quepem Tilamol,6
13-10-2015,4,9,34,Quepem Tilamol,6
16-10-2015,4,9,47,Quepem Tilamol,6
20-10-2015,4,8,36,Quepem Tilamol,6
23-10-2015,4,9,40,Quepem Tilamol,6
27-10-2015,4,9,41,Quepem Tilamol,6
30-10-2015,4,10,55,Quepem Tilamol,6
11-03-2015,4,9,68,Quepem Tilamol,6
11-07-2015,4,9,48,Quepem Tilamol,6
11-10-2015,4,9,32,Quepem Tilamol,6
13-11-2015,4,9,49,Quepem Tilamol,6
17-11-2015,4,9,71,Quepem Tilamol,6
20-11-2015,4,9,59,Quepem Tilamol,6
24-11-2015,4,10,78,Quepem Tilamol,6
27-11-2015,4,9,52,Quepem Tilamol,6
12-01-2015,4,9,56,Quepem Tilamol,6
12-04-2015,4,9,63,Quepem Tilamol,6
12-08-2015,4,9,53,Quepem Tilamol,6
12-11-2015,4,9,65,Quepem Tilamol,6
15-12-2015,4,10,78,Quepem Tilamol,6
18-12-2015,4,10,76,Quepem Tilamol,6
22-12-2015,4,9,68,Quepem Tilamol,6
24-12-2015,4,9,50,Quepem Tilamol,6
29-12-2015,4,9,59,Quepem Tilamol,6
01-03-2015,4,81,84,Kundaim,7
01-08-2015,4,9,70,Kundaim,7
01-10-2015,4,9,69,Kundaim,7
14-01-2015,5,9,85,Kundaim,7
16-01-2015,5,9,89,Kundaim,7
20-01-2015,4,9,62,Kundaim,7
22-01-2015,4,9,61,Kundaim,7
28-01-2015,4,9,60,Kundaim,7
30-01-2015,4,9,76,Kundaim,7
02-04-2015,4,9,88,Kundaim,7
02-06-2015,4,9,88,Kundaim,7
02-11-2015,4,9,77,Kundaim,7
13-02-2015,4,9,85,Kundaim,7
18-02-2015,4,10,92,Kundaim,7
20-02-2015,4,9,93,Kundaim,7
25-02-2015,4,9,79,Kundaim,7
27-02-2015,4,9,78,Kundaim,7
03-04-2015,4,9,75,Kundaim,7
03-07-2015,5,10,80,Kundaim,7
03-11-2015,4,9,78,Kundaim,7
13-03-2015,4,9,69,Kundaim,7
18-03-2015,4,8,95,Kundaim,7
20-03-2015,4,9,68,Kundaim,7
25-03-2015,4,9,79,Kundaim,7
27-03-2015,4,9,77,Kundaim,7
04-01-2015,4,9,54,Kundaim,7
04-03-2015,4,8,52,Kundaim,7
04-08-2015,4,9,61,Kundaim,7
04-10-2015,4,9,64,Kundaim,7
15-04-2015,4,10,85,Kundaim,7
17-04-2015,4,9,79,Kundaim,7
22-04-2015,5,10,83,Kundaim,7
24-04-2015,5,9,81,Kundaim,7
29-04-2015,5,11,68,Kundaim,7
05-02-2015,4,9,59,Kundaim,7
05-06-2015,4,9,59,Kundaim,7
05-08-2015,5,10,68,Kundaim,7
13-05-2015,4,10,72,Kundaim,7
15-05-2015,4,10,69,Kundaim,7
20-05-2015,4,9,60,Kundaim,7
22-05-2015,4,8,49,Kundaim,7
27-05-2015,4,9,58,Kundaim,7
29-05-2015,3,7,68,Kundaim,7
06-03-2015,4,9,60,Kundaim,7
06-05-2015,4,8,38,Kundaim,7
06-10-2015,4,9,69,Kundaim,7
06-12-2015,4,9,45,Kundaim,7
17-06-2015,4,8,93,Kundaim,7
19-06-2015,3,6,30,Kundaim,7
24-06-2015,4,9,43,Kundaim,7
26-06-2015,4,8,37,Kundaim,7
07-01-2015,2,5,40,Kundaim,7
07-03-2015,4,8,57,Kundaim,7
07-08-2015,3,7,32,Kundaim,7
07-10-2015,4,9,45,Kundaim,7
15-07-2015,4,8,42,Kundaim,7
17-07-2015,3,8,56,Kundaim,7
22-07-2015,3,6,45,Kundaim,7
24-07-2015,4,8,59,Kundaim,7
31-07-2015,4,9,54,Kundaim,7
31-07-2015,4,7,45,Kundaim,7
08-06-2015,3,6,35,Kundaim,7
08-08-2015,4,8,44,Kundaim,7
08-11-2015,3,6,51,Kundaim,7
13-08-2015,4,9,31,Kundaim,7
20-08-2015,3,7,31,Kundaim,7
22-08-2015,4,8,56,Kundaim,7
26-08-2015,3,7,40,Kundaim,7
28-08-2015,3,8,39,Kundaim,7
09-02-2015,4,9,51,Kundaim,7
09-05-2015,4,9,32,Kundaim,7
09-09-2015,5,11,62,Kundaim,7
09-12-2015,4,9,61,Kundaim,7
15-09-2015,3,8,56,Kundaim,7
19-09-2015,4,9,60,Kundaim,7
23-09-2015,4,9,42,Kundaim,7
26-09-2015,4,10,63,Kundaim,7
10-03-2015,4,9,50,Kundaim,7
10-07-2015,4,9,36,Kundaim,7
10-10-2015,4,10,61,Kundaim,7
14-10-2015,4,9,32,Kundaim,7
17-10-2015,4,9,35,Kundaim,7
21-10-2015,4,9,39,Kundaim,7
24-10-2015,4,9,55,Kundaim,7
28-10-2015,4,10,64,Kundaim,7
31-10-2015,4,9,65,Kundaim,7
11-04-2015,4,10,73,Kundaim,7
11-07-2015,4,9,60,Kundaim,7
11-11-2015,4,9,34,Kundaim,7
14-11-2015,4,9,31,Kundaim,7
18-11-2015,4,9,68,Kundaim,7
21-11-2015,4,9,69,Kundaim,7
25-11-2015,4,9,64,Kundaim,7
28-11-2015,4,9,45,Kundaim,7
12-02-2015,4,9,54,Kundaim,7
12-05-2015,4,9,47,Kundaim,7
12-09-2015,4,10,55,Kundaim,7
12-12-2015,5,10,74,Kundaim,7
16-12-2015,4,9,66,Kundaim,7
19-12-2015,4,9,59,Kundaim,7
23-12-2015,5,10,70,Kundaim,7
26-12-2015,4,9,64,Kundaim,7
30-12-2015,4,9,58,Kundaim,7
01-02-2015,4,8,44,Cuncolim,14
01-07-2015,4,9,93,Cuncolim,14
01-09-2015,4,9,86,Cuncolim,14
13-01-2015,3,10,78,Cuncolim,14
15-01-2015,5,11,95,Cuncolim,14
21-01-2015,4,9,60,Cuncolim,14
23-01-2015,5,9,91,Cuncolim,14
27-01-2015,5,10,98,Cuncolim,14
29-01-2015,4,10,97,Cuncolim,14
02-03-2015,4,8,87,Cuncolim,14
02-05-2015,4,9,62,Cuncolim,14
02-10-2015,4,9,75,Cuncolim,14
02-12-2015,4,10,94,Cuncolim,14
17-02-2015,4,9,87,Cuncolim,14
19-02-2015,4,9,82,Cuncolim,14
24-02-2015,4,10,83,Cuncolim,14
26-02-2015,5,10,52,Cuncolim,14
03-04-2015,5,9,79,Cuncolim,14
03-07-2015,4,9,58,Cuncolim,14
03-10-2015,5,10,87,Cuncolim,14
03-12-2015,4,9,68,Cuncolim,14
17-03-2015,5,9,79,Cuncolim,14
19-03-2015,4,9,74,Cuncolim,14
26-03-2015,5,9,87,Cuncolim,14
28-03-2015,3,9,80,Cuncolim,14
04-01-2015,4,9,52,Cuncolim,14
04-03-2015,4,9,63,Cuncolim,14
04-07-2015,5,9,82,Cuncolim,14
04-09-2015,5,9,74,Cuncolim,14
14-04-2015,5,10,84,Cuncolim,14
16-04-2015,4,9,71,Cuncolim,14
21-04-2015,4,9,78,Cuncolim,14
23-04-2015,3,9,36,Cuncolim,14
30-04-2015,3,9,79,Cuncolim,14
05-02-2015,4,9,79,Cuncolim,14
05-05-2015,4,9,74,Cuncolim,14
05-07-2015,4,9,34,Cuncolim,14
05-12-2015,4,9,53,Cuncolim,14
14-05-2015,5,9,64,Cuncolim,14
19-05-2015,4,9,60,Cuncolim,14
21-05-2015,4,9,43,Cuncolim,14
26-05-2015,3,8,38,Cuncolim,14
28-05-2015,5,9,81,Cuncolim,14
06-02-2015,5,10,47,Cuncolim,14
06-04-2015,3,7,31,Cuncolim,14
06-09-2015,3,8,30,Cuncolim,14
06-11-2015,3,7,69,Cuncolim,14
16-06-2015,4,9,42,Cuncolim,14
18-06-2015,4,8,36,Cuncolim,14
23-06-2015,3,7,53,Cuncolim,14
25-06-2015,5,9,52,Cuncolim,14
07-01-2015,4,8,47,Cuncolim,14
07-03-2015,4,9,53,Cuncolim,14
07-07-2015,4,8,53,Cuncolim,14
07-09-2015,3,8,58,Cuncolim,14
14-07-2015,3,7,43,Cuncolim,14
16-07-2015,3,8,54,Cuncolim,14
21-07-2015,3,7,31,Cuncolim,14
23-07-2015,2,5,31,Cuncolim,14
28-07-2015,3,7,46,Cuncolim,14
30-07-2015,3,7,42,Cuncolim,14
08-05-2015,3,7,38,Cuncolim,14
08-07-2015,4,8,57,Cuncolim,14
08-12-2015,4,8,44,Cuncolim,14
14-08-2015,4,8,36,Cuncolim,14
19-08-2015,4,8,44,Cuncolim,14
21-08-2015,3,7,37,Cuncolim,14
26-08-2015,3,7,39,Cuncolim,14
29-08-2015,3,8,40,Cuncolim,14
09-01-2015,3,7,36,Cuncolim,14
09-04-2015,3,8,48,Cuncolim,14
09-08-2015,4,8,43,Cuncolim,14
09-11-2015,3,7,37,Cuncolim,14
15-09-2015,3,8,48,Cuncolim,14
19-09-2015,3,7,35,Cuncolim,14
22-09-2015,3,8,44,Cuncolim,14
25-09-2015,4,8,53,Cuncolim,14
10-03-2015,4,9,38,Cuncolim,14
10-06-2015,4,9,47,Cuncolim,14
10-09-2015,4,9,31,Cuncolim,14
13-10-2015,4,9,41,Cuncolim,14
16-10-2015,4,8,30,Cuncolim,14
20-10-2015,4,9,31,Cuncolim,14
23-10-2015,4,9,44,Cuncolim,14
27-10-2015,5,9,55,Cuncolim,14
30-10-2015,4,9,30,Cuncolim,14
11-03-2015,4,9,34,Cuncolim,14
11-07-2015,4,9,44,Cuncolim,14
11-10-2015,4,9,39,Cuncolim,14
13-11-2015,4,9,35,Cuncolim,14
17-11-2015,4,9,48,Cuncolim,14
20-11-2015,4,9,30,Cuncolim,14
24-11-2015,4,9,31,Cuncolim,14
27-11-2015,4,9,49,Cuncolim,14
12-01-2015,3,9,30,Cuncolim,14
12-04-2015,4,9,37,Cuncolim,14
12-08-2015,4,9,35,Cuncolim,14
12-11-2015,4,10,74,Cuncolim,14
15-12-2015,4,8,30,Cuncolim,14
18-12-2015,4,9,47,Cuncolim,14
22-12-2015,4,9,34,Cuncolim,14
24-12-2015,4,10,65,Cuncolim,14
29-12-2015,4,9,53,Cuncolim,14
01-01-2014,6,9,61,Panji,16
08-01-2014,4,13,74,Panji,16
10-01-2014,2,5,58,Panji,16
15-01-2014,2,5,89,Panji,16
17-01-2014,2,8,52,Panji,16
22-01-2014,2,5,42,Panji,16
24-01-2014,7,15,72,Panji,16
29-01-2014,2,15,75,Panji,16
31-01-2014,2,9,82,Panji,16
05-02-2014,2,7,110,Panji,16
07-02-2014,2,5,71,Panji,16
12-02-2014,2,12,45,Panji,16
14-02-2014,4,6,44,Panji,16
19-02-2014,3,11,60,Panji,16
21-02-2014,5,5,52,Panji,16
26-02-2014,5,12,44,Panji,16
28-02-2014,2,5,24,Panji,16
05-03-2014,2,6,40,Panji,16
07-03-2014,4,11,56,Panji,16
12-03-2014,4,6,61,Panji,16
14-03-2014,4,6,74,Panji,16
19-03-2014,2,7,78,Panji,16
21-03-2014,2,5,37,Panji,16
26-03-2014,2,5,53,Panji,16
28-03-2014,2,6,49,Panji,16
02-04-2014,2,8,66,Panji,16
04-04-2014,2,7,58,Panji,16
09-04-2014,2,5,44,Panji,16
16-04-2014,2,6,36,Panji,16
23-04-2014,2,5,64,Panji,16
25-04-2014,2,11,44,Panji,16
30-04-2014,6,9,33,Panji,16
02-05-2014,4,5,22,Panji,16
07-05-2014,2,7,35,Panji,16
09-05-2014,3,5,32,Panji,16
14-05-2014,7,5,21,Panji,16
16-05-2014,3,5,13,Panji,16
21-05-2014,5,11,28,Panji,16
23-05-2014,2,6,21,Panji,16
28-05-2014,2,8,29,Panji,16
28-05-2014,3,8,32,Panji,16
02-01-2014,3,9,64,Vasco,18
07-01-2014,2,6,65,Vasco,18
09-01-2014,4,7,59,Vasco,18
14-01-2014,2,5,85,Vasco,18
16-01-2014,2,5,67,Vasco,18
21-01-2014,3,5,67,Vasco,18
23-01-2014,3,11,53,Vasco,18
28-01-2014,2,13,58,Vasco,18
30-01-2014,2,5,60,Vasco,18
04-02-2014,5,12,85,Vasco,18
06-02-2014,2,9,75,Vasco,18
11-02-2014,6,7,56,Vasco,18
13-02-2014,6,9,26,Vasco,18
18-02-2014,4,10,63,Vasco,18
20-02-2014,2,5,37,Vasco,18
25-02-2014,3,10,73,Vasco,18
27-02-2014,2,11,46,Vasco,18
04-03-2014,3,11,36,Vasco,18
06-03-2014,2,14,43,Vasco,18
11-03-2014,3,10,46,Vasco,18
13-03-2014,2,7,52,Vasco,18
18-03-2014,3,5,49,Vasco,18
20-03-2014,2,5,33,Vasco,18
25-03-2014,4,9,54,Vasco,18
27-03-2014,4,8,38,Vasco,18
01-04-2014,3,14,27,Vasco,18
03-04-2014,5,13,126,Vasco,18
08-04-2014,2,6,39,Vasco,18
10-04-2014,2,5,55,Vasco,18
15-04-2014,3,6,44,Vasco,18
17-04-2014,2,5,40,Vasco,18
22-04-2014,6,8,59,Vasco,18
24-04-2014,3,5,49,Vasco,18
29-04-2014,5,6,42,Vasco,18
06-05-2014,3,11,44,Vasco,18
08-05-2014,3,7,27,Vasco,18
13-05-2014,2,5,94,Vasco,18
15-05-2014,2,5,32,Vasco,18
20-05-2014,4,5,24,Vasco,18
22-05-2014,7,8,15,Vasco,18
27-05-2014,6,6,30,Vasco,18
29-05-2014,8,5,33,Vasco,18
02-01-2014,6,5,57,Vasco,18
07-01-2014,2,5,80,Vasco,18
09-01-2014,4,5,61,Vasco,18
14-01-2014,3,8,73,Vasco,18
16-01-2014,2,5,85,Vasco,18
21-01-2014,2,7,53,Vasco,18
23-01-2014,2,5,168,Vasco,18
28-01-2014,5,5,68,Vasco,18
30-01-2014,2,10,70,Vasco,18
04-02-2014,6,5,108,Vasco,18
06-02-2014,3,5,83,Vasco,18
11-02-2014,4,5,100,Vasco,18
13-02-2014,5,8,49,Vasco,18
18-02-2014,4,13,88,Vasco,18
20-02-2014,3,8,49,Vasco,18
25-02-2014,6,12,64,Vasco,18
27-02-2014,2,8,42,Vasco,18
04-03-2014,2,10,49,Vasco,18
06-03-2014,2,9,43,Vasco,18
11-03-2014,2,7,70,Vasco,18
13-03-2014,2,9,65,Vasco,18
18-03-2014,6,6,58,Vasco,18
20-03-2014,2,5,40,Vasco,18
25-03-2014,4,5,72,Vasco,18
27-03-2014,4,5,58,Vasco,18
01-01-2013,9,12,84,Amona,2
04-01-2013,8,11,75,Amona,2
08-01-2013,9,9,71,Amona,2
11-01-2013,9,10,77,Amona,2
15-01-2013,8,8,72,Amona,2
18-01-2013,8,9,72,Amona,2
22-01-2013,9,12,64,Amona,2
25-01-2013,10,11,76,Amona,2
29-01-2013,11,12,82,Amona,2
01-02-2013,9,12,76,Amona,2
05-02-2013,12,14,73,Amona,2
08-02-2013,9,11,79,Amona,2
12-02-2013,7,9,65,Amona,2
15-02-2013,7,9,56,Amona,2
19-02-2013,7,9,44,Amona,2
22-02-2013,7,9,57,Amona,2
26-02-2013,8,10,67,Amona,2
05-03-2013,8,15,51,Amona,2
07-03-2013,8,14,41,Amona,2
12-03-2013,6,11,55,Amona,2
14-03-2013,7,12,49,Amona,2
20-03-2013,8,14,52,Amona,2
22-03-2013,8,14,59,Amona,2
26-03-2013,6,12,44,Amona,2
28-03-2013,7,13,35,Amona,2
03-04-2013,9,14,47,Amona,2
05-04-2013,8,14,52,Amona,2
09-04-2013,9,14,57,Amona,2
11-04-2013,7,13,86,Amona,2
17-04-2013,7,13,53,Amona,2
19-04-2013,9,15,57,Amona,2
24-04-2013,7,13,56,Amona,2
26-04-2013,7,14,55,Amona,2
01-05-2013,7,13,50,Amona,2
03-05-2013,7,13,49,Amona,2
08-05-2013,8,14,48,Amona,2
10-05-2013,7,13,43,Amona,2
14-05-2013,8,13,62,Amona,2
16-05-2013,8,13,72,Amona,2
22-05-2013,7,13,55,Amona,2
24-05-2013,8,13,58,Amona,2
29-05-2013,7,13,71,Amona,2
31-05-2013,7,13,58,Amona,2
05-06-2013,7,12,46,Amona,2
07-06-2013,7,12,30,Amona,2
11-06-2013,0,0,49,Amona,2
13-06-2013,7,12,42,Amona,2
19-06-2013,7,13,41,Amona,2
21-06-2013,6,12,38,Amona,2
26-06-2013,7,12,43,Amona,2
28-06-2013,8,13,25,Amona,2
03-07-2013,0,0,48,Amona,2
05-07-2013,7,14,33,Amona,2
10-07-2013,7,11,55,Amona,2
12-07-2013,0,0,47,Amona,2
18-07-2013,5,10,60,Amona,2
20-07-2013,7,11,57,Amona,2
24-07-2013,0,0,41,Amona,2
26-07-2013,0,0,43,Amona,2
31-07-2013,7,13,37,Amona,2
02-08-2013,5,10,52,Amona,2
07-08-2013,5,10,55,Amona,2
09-08-2013,4,10,61,Amona,2
14-08-2013,6,10,58,Amona,2
16-08-2013,5,11,61,Amona,2
20-08-2013,5,10,62,Amona,2
22-08-2013,5,11,59,Amona,2
27-08-2013,6,12,36,Amona,2
29-08-2013,6,12,38,Amona,2
04-09-2013,5,10,37,Amona,2
06-09-2013,4,9,38,Amona,2
10-09-2013,5,10,48,Amona,2
12-09-2013,4,10,52,Amona,2
18-09-2013,5,10,42,Amona,2
20-09-2013,5,11,34,Amona,2
25-09-2013,5,10,41,Amona,2
27-09-2013,5,11,44,Amona,2
01-10-2013,5,11,51,Amona,2
03-10-2013,5,11,47,Amona,2
09-10-2013,5,11,39,Amona,2
11-10-2013,6,11,60,Amona,2
16-10-2013,7,11,62,Amona,2
18-10-2013,6,11,71,Amona,2
22-10-2013,5,12,93,Amona,2
24-10-2013,6,11,85,Amona,2
28-10-2013,6,12,69,Amona,2
30-10-2013,6,11,77,Amona,2
06-11-2013,5,11,42,Amona,2
08-11-2013,5,11,45,Amona,2
12-11-2013,5,11,41,Amona,2
14-11-2013,5,11,43,Amona,2
20-11-2013,5,11,58,Amona,2
22-11-2013,6,11,56,Amona,2
27-11-2013,5,11,50,Amona,2
29-11-2013,5,11,48,Amona,2
04-12-2013,6,11,61,Amona,2
06-12-2013,6,11,54,Amona,2
11-12-2013,6,11,58,Amona,2
13-12-2013,6,11,64,Amona,2
17-12-2013,5,11,67,Amona,2
19-12-2013,6,11,66,Amona,2
25-12-2013,5,11,64,Amona,2
27-12-2013,6,12,57,Amona,2
01-01-2013,8,10,76,Assanora,1
04-01-2013,10,13,76,Assanora,1
08-01-2013,9,11,67,Assanora,1
11-01-2013,10,12,74,Assanora,1
15-01-2013,10,12,74,Assanora,1
18-01-2013,8,10,83,Assanora,1
22-01-2013,10,12,80,Assanora,1
25-01-2013,9,10,74,Assanora,1
29-01-2013,10,12,85,Assanora,1
01-02-2013,10,10,72,Assanora,1
05-02-2013,8,12,76,Assanora,1
08-02-2013,8,9,76,Assanora,1
12-02-2013,9,11,64,Assanora,1
15-02-2013,8,10,81,Assanora,1
19-02-2013,7,10,71,Assanora,1
22-02-2013,9,10,70,Assanora,1
26-02-2013,10,11,48,Assanora,1
12-03-2013,7,14,67,Assanora,1
14-03-2013,8,14,60,Assanora,1
20-03-2013,7,13,62,Assanora,1
22-03-2013,7,13,61,Assanora,1
26-03-2013,7,13,75,Assanora,1
28-03-2013,8,14,57,Assanora,1
03-04-2013,7,12,47,Assanora,1
05-04-2013,7,12,51,Assanora,1
09-04-2013,6,10,54,Assanora,1
11-04-2013,7,13,49,Assanora,1
17-04-2013,7,12,57,Assanora,1
19-04-2013,6,13,50,Assanora,1
24-04-2013,7,13,53,Assanora,1
26-04-2013,7,13,61,Assanora,1
01-05-2013,8,13,54,Assanora,1
03-05-2013,8,13,53,Assanora,1
08-05-2013,7,12,60,Assanora,1
10-05-2013,8,14,61,Assanora,1
14-05-2013,7,13,67,Assanora,1
16-05-2013,8,13,64,Assanora,1
22-05-2013,8,12,59,Assanora,1
24-05-2013,7,12,71,Assanora,1
29-05-2013,7,13,51,Assanora,1
31-05-2013,7,12,41,Assanora,1
05-06-2013,7,12,46,Assanora,1
07-06-2013,7,12,30,Assanora,1
11-06-2013,0,0,49,Assanora,1
13-06-2013,7,12,42,Assanora,1
19-06-2013,7,13,41,Assanora,1
21-06-2013,6,12,38,Assanora,1
26-06-2013,7,12,43,Assanora,1
28-06-2013,8,13,25,Assanora,1
03-07-2013,0,0,40,Assanora,1
05-07-2013,5,11,30,Assanora,1
10-07-2013,7,12,38,Assanora,1
12-07-2013,0,0,42,Assanora,1
18-07-2013,6,11,35,Assanora,1
20-07-2013,5,10,36,Assanora,1
24-07-2013,5,11,48,Assanora,1
26-07-2013,7,12,36,Assanora,1
31-07-2013,6,11,33,Assanora,1
02-08-2013,5,10,41,Assanora,1
07-08-2013,5,10,38,Assanora,1
09-08-2013,5,10,49,Assanora,1
14-08-2013,5,10,34,Assanora,1
16-08-2013,5,11,42,Assanora,1
20-08-2013,6,10,34,Assanora,1
22-08-2013,5,10,54,Assanora,1
27-08-2013,5,9,39,Assanora,1
29-08-2013,6,11,61,Assanora,1
04-09-2013,6,12,32,Assanora,1
06-09-2013,7,11,42,Assanora,1
10-09-2013,6,12,48,Assanora,1
12-09-2013,6,12,34,Assanora,1
18-09-2013,6,10,59,Assanora,1
20-09-2013,7,11,51,Assanora,1
25-09-2013,7,11,33,Assanora,1
27-09-2013,7,12,34,Assanora,1
01-10-2013,7,12,31,Assanora,1
03-10-2013,6,11,54,Assanora,1
09-10-2013,6,11,46,Assanora,1
11-10-2013,6,11,59,Assanora,1
16-10-2013,7,12,53,Assanora,1
18-10-2013,6,11,64,Assanora,1
22-10-2013,7,12,55,Assanora,1
24-10-2013,6,12,60,Assanora,1
28-10-2013,6,11,84,Assanora,1
30-10-2013,6,11,55,Assanora,1
06-11-2013,6,12,46,Assanora,1
08-11-2013,5,12,49,Assanora,1
12-11-2013,6,13,47,Assanora,1
14-11-2013,6,14,53,Assanora,1
20-11-2013,6,12,49,Assanora,1
22-11-2013,6,13,46,Assanora,1
27-11-2013,6,13,40,Assanora,1
29-11-2013,6,12,61,Assanora,1
04-12-2013,6,12,65,Assanora,1
06-12-2013,6,12,68,Assanora,1
11-12-2013,6,12,57,Assanora,1
13-12-2013,6,12,59,Assanora,1
17-12-2013,6,12,59,Assanora,1
19-12-2013,6,12,65,Assanora,1
25-12-2013,6,12,71,Assanora,1
27-12-2013,6,11,54,Assanora,1
02-01-2013,8,15,96,Bicholim,12
04-01-2013,9,15,94,Bicholim,12
08-01-2013,8,14,95,Bicholim,12
10-01-2013,8,14,96,Bicholim,12
16-01-2013,9,15,98,Bicholim,12
18-01-2013,9,15,56,Bicholim,12
22-01-2013,8,14,96,Bicholim,12
24-01-2013,8,13,84,Bicholim,12
29-01-2013,8,15,89,Bicholim,12
31-01-2013,8,13,95,Bicholim,12
05-02-2013,8,13,91,Bicholim,12
07-02-2013,9,13,66,Bicholim,12
13-02-2013,8,14,74,Bicholim,12
