Date,PM10,Station ID
01-01-2017,97.14444444,14
01-04-2017,83.8125,14
01-05-2017,76.64444444,14
01-06-2017,65.17777778,14
01-07-2017,63.35555556,14
01-08-2017,71.1,14
01-09-2017,85.0125,14
01-10-2017,104.3666667,14
01-11-2017,87.68888889,14
01-12-2017,90.3,14
01-01-2018,91.03333333,14
01-02-2018,80.9625,14
01-03-2018,77.68888889,14
01-04-2018,75.16666667,14
01-05-2018,76.36666667,14
01-06-2018,56.1375,14
01-07-2018,45.05555556,14
01-08-2018,55.38888889,14
01-11-2018,81.02,14
01-12-2018,72.22222222,14
01-01-2019,104.4555556,14
01-02-2019,144.50375,14
01-03-2019,134.8575,14
01-04-2019,122.375,14
01-05-2019,95.77777778,14
01-06-2019,49.77777778,14
01-07-2019,34.44444444,14
01-08-2019,36,14
01-09-2019,51.25,14
01-10-2019,64.66666667,14
01-11-2019,65.66666667,14
01-12-2019,64.375,14
01-01-2020,68.22222222,14
01-02-2020,74,14
01-03-2020,73.16666667,14
01-04-2020,52,14
01-05-2020,72,14
01-06-2020,54.5,14
01-07-2020,52,14
01-08-2020,53.88888889,14
01-09-2020,55.33333333,14
01-10-2020,65.77777778,14
01-11-2020,76.25,14
01-12-2020,86.88888889,14
01-01-2021,76.66666667,14
01-02-2021,83.75,14
01-03-2021,80.77777778,14
01-04-2016,74.1625,15
01-05-2016,76.025,15
01-06-2016,48.72222222,15
01-07-2016,56.3,15
01-08-2016,56.91111111,15
01-09-2016,40.125,15
01-10-2016,23.38888889,15
01-11-2016,104.175,15
01-12-2016,75.77777778,15
01-01-2017,93.18888889,15
01-02-2017,73.075,15
01-04-2017,81.4125,15
01-05-2017,50.55555556,15
01-06-2017,43.37777778,15
01-07-2017,32.8,15
01-08-2017,37.32222222,15
01-09-2017,38.31111111,15
01-10-2017,47.375,15
01-11-2017,62.71,15
01-12-2017,60.6625,15
01-01-2018,74.5,15
01-02-2018,66.725,15
01-03-2018,59.41111111,15
01-04-2018,71.35,15
01-05-2018,53.93333333,15
01-06-2018,36.225,15
01-07-2018,27.25,15
01-08-2018,37.36666667,15
01-10-2018,84.38,15
01-11-2018,62.04777778,15
01-12-2018,65.37,15
01-01-2019,94.89222222,15
01-02-2019,86.1875,15
01-03-2019,68.325,15
01-04-2019,51.55555556,15
01-05-2019,57.55555556,15
01-06-2019,44.625,15
01-07-2019,36.11111111,15
01-08-2019,36.66666667,15
01-09-2019,47.77777778,15
01-10-2019,53.77777778,15
01-11-2019,54.375,15
01-12-2019,56.88888889,15
01-01-2020,61.22222222,15
01-02-2020,66.125,15
01-03-2020,64.5,15
01-04-2020,45,15
01-05-2020,53.5,15
01-06-2020,46.22222222,15
01-07-2020,43.66666667,15
01-08-2020,45,15
01-09-2020,48.25,15
01-10-2020,54.66666667,15
01-11-2020,57.11111111,15
01-12-2020,70.88888889,15
01-01-2021,61,15
01-02-2021,70.125,15
01-03-2021,72,15
01-04-2017,136.25,16
01-05-2017,160.5,16
01-06-2017,68.25,16
01-07-2017,74.28571429,16
01-08-2017,71.5,16
01-09-2017,66.625,16
01-10-2017,78.28571429,16
01-11-2017,100.3333333,16
01-12-2017,88.22222222,16
01-01-2018,95.75,16
01-02-2018,82.25,16
01-03-2018,86.66666667,16
01-04-2018,59.5,16
01-05-2018,51.44444444,16
01-06-2018,41.5,16
01-07-2018,70.14285714,16
01-08-2018,88,16
01-09-2018,42.83333333,16
01-10-2018,78.88888889,16
01-11-2018,96.92307692,16
01-12-2018,105.125,16
01-01-2019,126,16
01-02-2019,116.5,16
01-03-2019,95.11111111,16
01-04-2019,107.5555556,16
01-05-2019,152.2222222,16
01-06-2019,61.8,16
01-07-2019,61,16
01-08-2019,42.5,16
01-09-2019,98.28571429,16
01-10-2019,42,16
01-11-2019,49.75,16
01-12-2019,63.25,16
01-01-2020,53.1,16
01-02-2020,99,16
01-03-2020,38.5,16
01-04-2020,47.7,16
01-05-2020,83,16
01-06-2020,53,16
01-07-2020,35.16666667,16
01-08-2020,25.33333333,16
01-09-2020,27.83333333,16
01-10-2020,47.88888889,16
01-11-2020,53.125,16
01-12-2020,88.71428571,16
01-01-2021,95.5,16
01-02-2021,104.5,16
01-03-2021,83.88888889,16
01-04-2018,73.75,17
01-05-2018,52.55555556,17
01-06-2018,79.75,17
01-07-2018,57.25,17
01-08-2018,36.85714286,17
01-09-2018,73,17
01-10-2018,53.85714286,17
01-11-2018,91,17
01-12-2018,140.375,17
01-01-2019,109.9,17
01-02-2019,125.5,17
01-03-2019,138.75,17
01-09-2019,72.83333333,17
01-10-2019,54.44444444,17
01-11-2019,53.625,17
01-12-2019,67.25,17
01-01-2020,55,17
01-02-2020,67,17
01-03-2020,77.16666667,17
01-04-2020,31,17
01-05-2020,32,17
01-09-2020,40.75,17
01-10-2020,42.33333333,17
01-11-2020,43,17
01-12-2020,46,17
01-01-2021,60.77777778,17
01-02-2021,70.25,17
01-03-2021,59.33333333,17
01-04-2017,95.875,18
01-05-2017,121.5555556,18
01-06-2017,69.42857143,18
01-07-2017,72,18
01-08-2017,85.33333333,18
01-09-2017,50.28571429,18
01-10-2017,47.33333333,18
01-11-2017,109.4444444,18
01-12-2017,106.625,18
01-01-2018,110.7142857,18
01-02-2018,91.75,18
01-03-2018,122.5714286,18
01-04-2018,147.75,18
01-06-2018,109,18
01-07-2018,58.85714286,18
01-08-2018,59,18
01-09-2018,45.14285714,18
01-10-2018,47,18
01-11-2018,150.8888889,18
01-12-2018,175.625,18
01-01-2019,138.9,18
01-02-2019,168.875,18
01-03-2019,151.5,18
01-04-2019,139.6666667,18
01-05-2019,65.85714286,18
01-06-2019,49.6,18
01-07-2019,60.57142857,18
01-08-2019,71,18
01-09-2019,86.66666667,18
01-10-2019,51.22222222,18
01-11-2019,55.36363636,18
01-12-2019,61.22222222,18
01-01-2020,89.44444444,18
01-02-2020,125.5,18
01-03-2020,84.16666667,18
01-04-2020,45.6,18
01-05-2020,50.375,18
01-06-2020,142,18
01-09-2020,41.16666667,18
01-10-2020,28.11111111,18
01-11-2020,48.5,18
01-12-2020,65.22222222,18
01-01-2021,74.55555556,18
01-02-2021,87.5,18
01-03-2021,79.11111111,18
01-04-2017,155.125,19
01-05-2017,172.1111111,19
01-06-2017,103,19
01-07-2017,102.2,19
01-08-2017,80.75,19
01-09-2017,100.5714286,19
01-10-2017,114.75,19
01-11-2017,211.8888889,19
01-12-2017,128.625,19
01-01-2018,153,19
01-02-2018,100.75,19
01-03-2018,134,19
01-04-2019,166,19
01-05-2019,69.77777778,19
01-06-2019,73.8,19
01-07-2019,54.57142857,19
01-08-2019,86.71428571,19
01-04-2020,42.1,19
01-05-2020,39.375,19
01-09-2020,36.5,19
01-10-2020,36.88888889,19
01-11-2020,70,19
01-12-2020,64.88888889,19
01-01-2021,71,19
01-02-2021,79.625,19
01-03-2021,67,19
