Date,PM10,Station ID
01-01-2018,85.73333333,12
01-02-2018,121.6125,12
01-03-2018,91.95555556,12
01-04-2018,72.975,12
01-05-2018,66.77777778,12
01-06-2018,36.77625,12
01-07-2018,29.375,12
01-08-2018,37.14444444,12
01-11-2018,78.945,12
01-12-2018,75.33666667,12
01-01-2019,81.09888889,12
01-02-2019,109.48125,12
01-03-2019,108.6525,12
01-04-2019,70,12
01-05-2019,82.44444444,12
01-06-2019,41.5,12
01-07-2019,37.77777778,12
01-08-2019,36,12
01-09-2019,46.55555556,12
01-10-2019,48.55555556,12
01-11-2019,50.125,12
01-12-2019,54.55555556,12
01-01-2020,59.11111111,12
01-02-2020,66.875,12
01-03-2020,82.66666667,12
01-04-2020,53.6,12
01-05-2020,63.625,12
01-06-2020,49,12
01-07-2020,44.55555556,12
01-08-2020,45.33333333,12
01-09-2020,48,12
01-10-2020,54.33333333,12
01-11-2020,67,12
01-12-2020,80.66666667,12
01-01-2021,74,12
01-02-2021,74.25,12
01-03-2021,78.77777778,12
01-04-2017,84.875,13
01-05-2017,69.5,13
01-06-2017,38.375,13
01-07-2017,25.33333333,13
01-08-2017,41.22222222,13
01-09-2017,38.375,13
01-10-2017,52.675,13
01-11-2017,114.7777778,13
01-12-2017,80,13
01-01-2018,112.1111111,13
01-02-2018,104.75,13
01-03-2018,114.2857143,13
01-04-2018,47,13
01-05-2018,39.66666667,13
01-06-2018,52.2,13
01-07-2018,47.6,13
01-08-2018,46.14285714,13
01-09-2018,47.85714286,13
01-10-2018,57,13
01-11-2018,82.77777778,13
01-12-2018,95,13
01-01-2019,91.8,13
01-02-2019,80.5,13
01-03-2019,90.875,13
01-04-2019,71.11111111,13
01-05-2019,95,13
01-06-2019,76.57142857,13
01-07-2019,117.2,13
01-08-2019,41.4,13
01-09-2019,66.42857143,13
01-10-2019,29.85714286,13
01-11-2019,47.44444444,13
01-12-2019,59.125,13
01-01-2020,51.9,13
01-02-2020,56.375,13
