DATE,PM10,PM2.5,SO2,NO2,*CO,O3,Pb,AQI,Air QLTY,Station ID,Station Name
11-09-2020,47,22,7,12,0.06,14,BDL,47,Good,11,Honda
15-09-2020,47,23,7,12,0.06,14,BDL,47,Good,11,Honda
18-09-2020,47,23,6,12,0.06,13,BDL,47,Good,11,Honda
22-09-2020,48,23,6,11,0.06,14,BDL,48,Good,11,Honda
25-09-2020,47,24,7,12,0.06,14,BDL,47,Good,11,Honda
29-09-2020,51,25,7,12,0.05,14,BDL,51,Satisfactory,11,Honda
02-10-2020,51,32,7,13,0.06,14,BDL,54,Satisfactory,11,Honda
06-10-2020,57,33,6,12,0.05,13,BDL,57,Satisfactory,11,Honda
09-10-2020,52,28,7,13,0.06,13,BDL,52,Satisfactory,11,Honda
13-10-2020,48,29,7,12,0.05,13,BDL,48,Good,11,Honda
16-10-2020,48,23,7,12,0.06,13,BDL,48,Good,11,Honda
20-10-2020,55,34,7,12,0.06,14,BDL,57,Satisfactory,11,Honda
23-10-2020,56,32,8,13,0.06,13,BDL,56,Satisfactory,11,Honda
27-10-2020,58,34,6,13,0.06,13,BDL,58,Satisfactory,11,Honda
30-10-2020,59,35,8,13,0.06,13,BDL,59,Satisfactory,11,Honda
03-11-2020,75,35,7,13,0.07,14,BDL,75,Satisfactory,11,Honda
06-11-2020,79,39,9,14,0.07,14,BDL,79,Satisfactory,11,Honda
10-11-2020,81,37,9,14,0.07,15,BDL,81,Satisfactory,11,Honda
13-11-2020,61,36,7,12,0.06,14,BDL,61,Satisfactory,11,Honda
17-11-2020,64,34,7,12,0.06,14,BDL,64,Satisfactory,11,Honda
20-11-2020,59,33,7,13,0.06,13,BDL,59,Satisfactory,11,Honda
24-11-2020,75,36,7,12,0.07,14,BDL,75,Satisfactory,11,Honda
27-11-2020,77,34,8,12,0.07,14,BDL,77,Satisfactory,11,Honda
01-12-2020,77,35,7,13,0.08,14,BDL,77,Satisfactory,11,Honda
04-12-2020,70,34,9,14,0.07,14,BDL,70,Satisfactory,11,Honda
08-12-2020,82,43,9,14,0.08,15,BDL,82,Satisfactory,11,Honda
11-12-2020,84,40,10,14,0.08,15,BDL,84,Satisfactory,11,Honda
15-12-2020,88,43,10,14,0.07,14,BDL,88,Satisfactory,11,Honda
18-12-2020,82,41,9,14,0.07,14,BDL,82,Satisfactory,11,Honda
22-12-2020,80,44,7,12,0.08,14,BDL,80,Satisfactory,11,Honda
25-12-2020,94,46,9,14,0.07,15,BDL,94,Satisfactory,11,Honda
27-12-2020,77,34,6,13,0.06,13,BDL,77,Satisfactory,11,Honda
01-01-2021,76,38,7,14,0.08,13,BDL,76,Satisfactory,11,Honda
05-01-2021,75,39,9,14,0.08,14,BDL,75,Satisfactory,11,Honda
08-01-2021,74,37,8,14,0.07,13,BDL,74,Satisfactory,11,Honda
12-01-2021,75,37,8,13,0.07,14,BDL,75,Satisfactory,11,Honda
15-01-2021,76,34,6,13,0.07,14,BDL,76,Satisfactory,11,Honda
19-01-2021,64,33,6,13,0.06,13,BDL,64,Satisfactory,11,Honda
22-01-2021,76,35,7,13,0.07,14,BDL,76,Satisfactory,11,Honda
26-01-2021,80,40,8,13,0.07,14,BDL,80,Satisfactory,11,Honda
29-01-2021,74,33,7,14,0.06,13,BDL,74,Satisfactory,11,Honda
02-02-2021,79,39,8,14,0.08,14,BDL,79,Satisfactory,11,Honda
05-02-2021,83,40,8,15,0.08,14,BDL,83,Satisfactory,11,Honda
09-02-2021,82,41,8,15,0.08,14,BDL,82,Satisfactory,11,Honda
12-02-2021,75,35,8,13,0.07,14,BDL,75,Satisfactory,11,Honda
16-02-2021,77,38,8,14,0.07,14,BDL,77,Satisfactory,11,Honda
19-02-2021,65,32,9,14,0.07,14,BDL,65,Satisfactory,11,Honda
23-02-2021,74,35,7,13,0.07,14,BDL,74,Satisfactory,11,Honda
26-02-2021,80,39,8,13,0.08,14,BDL,80,Satisfactory,11,Honda
02-03-2021,82,40,8,14,0.08,14,BDL,82,Satisfactory,11,Honda
05-03-2021,86,41,9,15,0.08,15,BDL,86,Satisfactory,11,Honda
09-03-2021,76,39,8,15,0.08,14,BDL,76,Satisfactory,11,Honda
12-03-2021,75,35,8,15,0.09,14,BDL,75,Satisfactory,11,Honda
16-03-2021,76,36,9,15,0.09,15,BDL,76,Satisfactory,11,Honda
19-03-2021,78,38,9,15,0.09,15,BDL,78,Satisfactory,11,Honda
23-03-2021,78,36,9,13,0.09,15,BDL,78,Satisfactory,11,Honda
26-03-2021,76,38,9,13,0.09,15,BDL,76,Satisfactory,11,Honda
30-03-2021,76,40,9,13,0.09,15,BDL,76,Satisfactory,11,Honda
16-04-2020,72,30,10,14,0.05,10,BDL,72,Satisfactory,12,Bicholim
20-04-2020,51,28,11,14,0.06,15,BDL,51,Satisfactory,12,Bicholim
23-04-2020,50,27,11,14,0.07,14,BDL,50,Satisfactory,12,Bicholim
27-04-2020,48,29,10,14,0.06,14,BDL,48,Good,12,Bicholim
30-04-2020,47,23,10,13,0.07,15,BDL,47,Good,12,Bicholim
04-05-2020,44,30,8,12,0.06,14,BDL,50,Good,12,Bicholim
07-05-2020,56,30,9,13,0.05,14,BDL,56,Satisfactory,12,Bicholim
11-05-2020,64,34,10,13,0.05,15,BDL,64,Satisfactory,12,Bicholim
15-05-2020,70,36,10,13,0.06,15,BDL,70,Satisfactory,12,Bicholim
18-05-2020,66,35,10,13,0.06,14,BDL,66,Satisfactory,12,Bicholim
21-05-2020,71,37,10,13,0.06,15,BDL,71,Satisfactory,12,Bicholim
25-05-2020,74,38,10,13,0.06,15,BDL,74,Satisfactory,12,Bicholim
28-05-2020,64,33,10,13,0.05,15,BDL,64,Satisfactory,12,Bicholim
01-06-2020,44,25,9,12,0.06,13,BDL,44,Good,12,Bicholim
04-06-2020,52,29,9,13,0.05,14,BDL,52,Satisfactory,12,Bicholim
08-06-2020,54,29,8,12,0.05,14,BDL,54,Satisfactory,12,Bicholim
11-06-2020,60,29,9,13,0.06,15,BDL,60,Satisfactory,12,Bicholim
15-06-2020,46,25,9,13,0.05,14,BDL,46,Good,12,Bicholim
18-06-2020,47,24,7,12,0.06,15,BDL,47,Good,12,Bicholim
22-06-2020,44,22,8,12,0.06,14,BDL,44,Good,12,Bicholim
25-06-2020,49,25,8,12,0.05,14,BDL,49,Good,12,Bicholim
29-06-2020,45,24,8,13,0.06,14,BDL,45,Good,12,Bicholim
02-07-2020,43,23,7,12,0.05,14,BDL,43,Good,12,Bicholim
06-07-2020,44,24,7,12,0.05,14,BDL,44,Good,12,Bicholim
09-07-2020,41,24,6,12,0.05,13,BDL,41,Good,12,Bicholim
13-07-2020,39,20,6,11,0.06,13,BDL,39,Good,12,Bicholim
16-07-2020,44,24,6,11,0.05,13,BDL,44,Good,12,Bicholim
20-07-2020,48,21,6,11,0.05,13,BDL,48,Good,12,Bicholim
23-07-2020,47,22,6,12,0.06,13,BDL,47,Good,12,Bicholim
27-07-2020,48,23,6,12,0.05,13,BDL,48,Good,12,Bicholim
30-07-2020,47,23,7,12,0.04,13,BDL,47,Good,12,Bicholim
03-08-2020,44,23,6,12,0.05,13,BDL,44,Good,12,Bicholim
06-08-2020,44,24,7,12,0.05,14,BDL,44,Good,12,Bicholim
10-08-2020,43,23,6,12,0.05,13,BDL,43,Good,12,Bicholim
13-08-2020,47,21,6,12,0.05,13,BDL,47,Good,12,Bicholim
17-08-2020,45,24,6,11,0.05,13,BDL,45,Good,12,Bicholim
20-08-2020,46,23,6,11,0.05,13,BDL,46,Good,12,Bicholim
24-08-2020,47,22,6,12,0.05,13,BDL,47,Good,12,Bicholim
27-08-2020,46,23,6,12,0.05,13,BDL,46,Good,12,Bicholim
31-08-2020,46,23,6,12,0.05,13,BDL,46,Good,12,Bicholim
03-09-2020,51,24,7,12,0.06,14,BDL,51,Satisfactory,12,Bicholim
07-09-2020,52,24,7,12,0.05,14,BDL,52,Satisfactory,12,Bicholim
10-09-2020,45,23,7,12,0.06,13,BDL,45,Good,12,Bicholim
14-09-2020,48,22,7,12,0.05,14,BDL,48,Good,12,Bicholim
17-09-2020,46,25,6,12,0.06,13,BDL,46,Good,12,Bicholim
21-09-2020,47,23,6,11,0.06,14,BDL,47,Good,12,Bicholim
24-09-2020,47,22,6,11,0.05,13,BDL,47,Good,12,Bicholim
28-09-2020,48,23,7,12,0.06,14,BDL,48,Good,12,Bicholim
01-10-2020,55,32,7,13,0.06,13,BDL,55,Satisfactory,12,Bicholim
05-10-2020,54,30,6,12,0.05,13,BDL,54,Satisfactory,12,Bicholim
08-10-2020,50,32,7,12,0.06,13,BDL,54,Satisfactory,12,Bicholim
12-10-2020,52,31,7,13,0.06,13,BDL,52,Satisfactory,12,Bicholim
15-10-2020,50,30,7,12,0.05,14,BDL,50,Satisfactory,12,Bicholim
19-10-2020,53,30,6,12,0.06,13,BDL,53,Satisfactory,12,Bicholim
22-10-2020,60,35,8,13,0.06,14,BDL,60,Satisfactory,12,Bicholim
26-10-2020,57,34,7,13,0.06,13,BDL,57,Satisfactory,12,Bicholim
29-10-2020,58,35,7,12,0.05,13,BDL,58,Satisfactory,12,Bicholim
02-11-2020,78,36,7,13,0.07,14,BDL,78,Satisfactory,12,Bicholim
05-11-2020,66,34,7,13,0.05,13,BDL,66,Satisfactory,12,Bicholim
09-11-2020,63,33,7,12,0.06,14,BDL,63,Satisfactory,12,Bicholim
12-11-2020,55,32,7,13,0.06,13,BDL,55,Satisfactory,12,Bicholim
16-11-2020,78,35,7,13,0.07,14,BDL,78,Satisfactory,12,Bicholim
19-11-2020,65,33,6,12,0.06,14,BDL,65,Satisfactory,12,Bicholim
23-11-2020,64,36,8,13,0.06,13,BDL,64,Satisfactory,12,Bicholim
26-11-2020,74,35,7,13,0.07,14,BDL,74,Satisfactory,12,Bicholim
30-11-2020,60,34,7,12,0.07,14,BDL,60,Satisfactory,12,Bicholim
03-12-2020,81,43,7,13,0.07,14,BDL,81,Satisfactory,12,Bicholim
07-12-2020,83,42,9,13,0.08,15,BDL,83,Satisfactory,12,Bicholim
10-12-2020,83,43,9,13,0.08,15,BDL,83,Satisfactory,12,Bicholim
14-12-2020,79,41,9,14,0.08,15,BDL,79,Satisfactory,12,Bicholim
17-12-2020,81,43,8,13,0.08,15,BDL,81,Satisfactory,12,Bicholim
21-12-2020,80,42,10,15,0.07,14,BDL,80,Satisfactory,12,Bicholim
24-12-2020,81,40,8,13,0.07,14,BDL,81,Satisfactory,12,Bicholim
28-12-2020,82,41,8,13,0.08,15,BDL,82,Satisfactory,12,Bicholim
31-12-2020,76,37,7,13,0.07,14,BDL,76,Satisfactory,12,Bicholim
04-01-2021,78,36,7,14,0.07,13,BDL,78,Satisfactory,12,Bicholim
07-01-2021,70,35,7,13,0.06,13,BDL,70,Satisfactory,12,Bicholim
11-01-2021,72,36,6,13,0.07,14,BDL,72,Satisfactory,12,Bicholim
14-01-2021,74,33,8,13,0.07,14,BDL,74,Satisfactory,12,Bicholim
18-01-2021,79,35,8,14,0.07,14,BDL,79,Satisfactory,12,Bicholim
21-01-2021,67,33,6,13,0.06,14,BDL,67,Satisfactory,12,Bicholim
25-01-2021,78,41,9,13,0.07,14,BDL,78,Satisfactory,12,Bicholim
28-01-2021,74,37,7,13,0.07,15,BDL,74,Satisfactory,12,Bicholim
01-02-2021,79,39,8,14,0.07,13,BDL,79,Satisfactory,12,Bicholim
04-02-2021,72,35,8,14,0.08,14,BDL,72,Satisfactory,12,Bicholim
08-02-2021,74,37,8,13,0.08,14,BDL,74,Satisfactory,12,Bicholim
11-02-2021,74,32,8,14,0.08,13,BDL,74,Satisfactory,12,Bicholim
15-02-2021,76,36,9,15,0.08,14,BDL,76,Satisfactory,12,Bicholim
18-02-2021,74,36,8,14,0.07,14,BDL,74,Satisfactory,12,Bicholim
22-02-2021,74,39,9,13,0.07,14,BDL,74,Satisfactory,12,Bicholim
25-02-2021,71,34,9,14,0.08,13,BDL,71,Satisfactory,12,Bicholim
01-03-2021,82,40,9,15,0.08,14,BDL,82,Satisfactory,12,Bicholim
04-03-2021,72,35,8,14,0.08,14,BDL,72,Satisfactory,12,Bicholim
08-03-2021,83,38,9,14,0.09,14,BDL,83,Satisfactory,12,Bicholim
11-03-2021,79,36,9,14,0.09,15,BDL,79,Satisfactory,12,Bicholim
15-03-2021,80,40,10,15,0.08,14,BDL,80,Satisfactory,12,Bicholim
18-03-2021,72,33,10,15,0.07,15,BDL,72,Satisfactory,12,Bicholim
22-03-2021,79,38,10,14,0.09,15,BDL,79,Satisfactory,12,Bicholim
25-03-2021,83,38,10,14,0.09,15,BDL,83,Satisfactory,12,Bicholim
29-03-2021,79,40,9,14,0.09,15,BDL,79,Satisfactory,12,Bicholim
01-04-2020,71,55,2,5,,,,92,Satisfactory,13,Maplisa
03-04-2020,47,35,2,6,,,,58,Satisfactory,13,Maplisa
07-04-2020,57,31,2,5,,,,57,Satisfactory,13,Maplisa
09-04-2020,35,29,2,5,,,,48,Good,13,Maplisa
15-04-2020,32,28,2,5,,,,47,Good,13,Maplisa
17-04-2020,23,19,2,5,,,,32,Good,13,Maplisa
22-04-2020,30,18,2,5,,,,30,Good,13,Maplisa
24-04-2020,32,14,2,5,,,,32,Good,13,Maplisa
28-04-2020,32,,2,5,,,,32,Good,13,Maplisa
30-04-2020,33,,2,7,,,,33,Good,13,Maplisa
06-05-2020,71,,2,5,,,,71,Satisfactory,13,Maplisa
08-05-2020,47,,2,5,,,,47,Good,13,Maplisa
13-05-2020,31,,2,8,,,,31,Good,13,Maplisa
15-05-2020,29,,2,8,,,,29,Good,13,Maplisa
20-05-2020,50,,2,10,,,,50,Good,13,Maplisa
22-05-2020,35,,2,11,,,,35,Good,13,Maplisa
27-05-2020,33,,2,7,,,,33,Good,13,Maplisa
29-05-2020,21,,2,5,,,,21,Good,13,Maplisa
05-06-2020,22,,2,5,,,,22,Good,13,Maplisa
10-06-2020,28,,2,7,,,,28,Good,13,Maplisa
19-06-2020,32,,2,5,,,,32,Good,13,Maplisa
24-06-2020,29,,2,5,,,,29,Good,13,Maplisa
26-06-2020,33,,2,5,,,,33,Good,13,Maplisa
01-07-2020,40,,2,5,,,,40,Good,13,Maplisa
10-07-2020,32,,2,5,,,,32,Good,13,Maplisa
22-07-2020,23,,2,14,,,,23,Good,13,Maplisa
24-07-2020,18,,2,9,,,,18,Good,13,Maplisa
29-07-2020,13,,2,9,,,,13,Good,13,Maplisa
31-07-2020,12,,2,10,,,,13,Good,13,Maplisa
07-08-2020,14,,2,12,,,,15,Good,13,Maplisa
12-08-2020,14,,3,9,,,,14,Good,13,Maplisa
14-08-2020,19,,2,10,,,,19,Good,13,Maplisa
19-08-2020,12,,2,9,,,,12,Good,13,Maplisa
26-08-2020,20,,2,5,,,,20,Good,13,Maplisa
28-08-2020,23,,3,7,,,,23,Good,13,Maplisa
02-09-2020,8,,2,14,,,,18,Good,13,Maplisa
04-09-2020,64,,2,5,,,,64,Satisfactory,13,Maplisa
09-09-2020,25,,2,5,,,,25,Good,13,Maplisa
16-09-2020,93,,2,11,,,,93,Satisfactory,13,Maplisa
23-09-2020,35,,2,13,,,,35,Good,13,Maplisa
25-09-2020,37,,2,24,,,,37,Good,13,Maplisa
29-09-2020,18,,2,9,,,,18,Good,13,Maplisa
01-10-2020,24,,2,5,,,,24,Good,13,Maplisa
07-10-2020,30,10,2,5,,,,30,Good,13,Maplisa
09-10-2020,23,14,2,9,,,,23,Good,13,Maplisa
14-10-2020,40,12,2,6,,,,40,Good,13,Maplisa
16-10-2020,33,7,2,5,,,,33,Good,13,Maplisa
21-10-2020,24,12,2,5,,,,24,Good,13,Maplisa
23-10-2020,30,16,2,6,,,,30,Good,13,Maplisa
28-10-2020,16,6,2,12,,,,16,Good,13,Maplisa
30-10-2020,19,9,2,10,,,,19,Good,13,Maplisa
04-11-2020,22,13,2,12,,,,22,Good,13,Maplisa
06-11-2020,34,41,2,22,,,,68,Satisfactory,13,Maplisa
11-11-2020,34,19,2,9,,,,34,Good,13,Maplisa
13-11-2020,56,20,2,19,,,,56,Satisfactory,13,Maplisa
18-11-2020,34,12,5,16,,,,34,Good,13,Maplisa
20-11-2020,45,12,4,12,,,,45,Good,13,Maplisa
25-11-2020,33,47,2,16,,,,78,Satisfactory,13,Maplisa
27-11-2020,25,13,2,16,,,,25,Good,13,Maplisa
01-12-2020,56,47,2,13,,,,78,Satisfactory,13,Maplisa
04-12-2020,51,40,2,12,,,,67,Satisfactory,13,Maplisa
09-12-2020,44,34,4,17,,,,57,Satisfactory,13,Maplisa
11-12-2020,57,36,6,10,,,,60,Satisfactory,13,Maplisa
16-12-2020,35,29,2,5,,,,48,Good,13,Maplisa
18-12-2020,60,35,2,11,,,,60,Satisfactory,13,Maplisa
22-12-2020,56,30,2,11,,,,56,Satisfactory,13,Maplisa
24-12-2020,74,,7,9,,,,74,Satisfactory,13,Maplisa
30-12-2020,76,,2,12,,,,76,Satisfactory,13,Maplisa
01-01-2021,63,,2,13,,,,63,Satisfactory,13,Maplisa
06-01-2021,47,,2,11,,,,47,Good,13,Maplisa
08-01-2021,25,,2,13,,,,25,Good,13,Maplisa
13-01-2021,31,,2,12,,,,31,Good,13,Maplisa
15-01-2021,36,,2,12,,,,36,Good,13,Maplisa
20-01-2021,54,,2,13,,,,54,Satisfactory,13,Maplisa
22-01-2021,58,,2,12,,,,58,Satisfactory,13,Maplisa
27-01-2021,54,,2,14,,,,54,Satisfactory,13,Maplisa
29-01-2021,58,,2,13,,,,58,Satisfactory,13,Maplisa
03-02-2021,53,,2,12,,,,53,Satisfactory,13,Maplisa
05-02-2021,58,,2,12,,,,58,Satisfactory,13,Maplisa
10-02-2021,53,49,2,12,,,,82,Satisfactory,13,Maplisa
12-02-2021,124,50,2,19,,,,116,Moderate,13,Maplisa
17-02-2021,96,35,2,23,,,,96,Satisfactory,13,Maplisa
19-02-2021,79,14,2,21,,,,79,Satisfactory,13,Maplisa
24-02-2021,71,9,2,17,,,,71,Satisfactory,13,Maplisa
26-02-2021,75,3,2,22,,,,75,Satisfactory,13,Maplisa
03-03-2021,60,11,2,21,,,,60,Satisfactory,13,Maplisa
05-03-2021,94,24,2,13,,,,94,Satisfactory,13,Maplisa
10-03-2021,45,11,2,20,,,,45,Good,13,Maplisa
12-03-2021,90,47,2,22,,,,90,Satisfactory,13,Maplisa
17-03-2021,96,51,2,25,,,,96,Satisfactory,13,Maplisa
19-03-2021,87,22,2,22,,,,87,Satisfactory,13,Maplisa
24-03-2021,75,47,2,24,,,,78,Satisfactory,13,Maplisa
26-03-2021,110,58,2,22,,,,107,Moderate,13,Maplisa
30-03-2021,89,26,2,26,,,,89,Satisfactory,13,Maplisa
23-04-2020,57,25,10,14,0.06,15,BDL,57,Satisfactory,14,Cuncolim
25-04-2020,45,26,10,14,0.07,15,BDL,45,Good,14,Cuncolim
29-04-2020,54,23,10,13,0.69,15,BDL,54,Satisfactory,14,Cuncolim
02-05-2020,74,35,10,13,0.07,15,BDL,74,Satisfactory,14,Cuncolim
06-05-2020,76,39,10,13,0.06,15,BDL,76,Satisfactory,14,Cuncolim
09-05-2020,71,38,9,13,0.06,15,BDL,71,Satisfactory,14,Cuncolim
13-05-2020,75,44,10,14,0.07,15,BDL,75,Satisfactory,14,Cuncolim
15-05-2020,70,37,10,13,0.06,15,BDL,70,Satisfactory,14,Cuncolim
20-05-2020,70,36,11,13,0.06,14,BDL,70,Satisfactory,14,Cuncolim
23-05-2020,75,37,11,14,0.06,15,BDL,75,Satisfactory,14,Cuncolim
27-05-2020,67,35,10,14,0.06,15,BDL,67,Satisfactory,14,Cuncolim
30-05-2020,70,37,11,14,0.06,15,BDL,70,Satisfactory,14,Cuncolim
03-06-2020,50,30,9,13,0.07,15,BDL,50,Good,14,Cuncolim
06-06-2020,53,28,9,13,0.06,14,BDL,53,Satisfactory,14,Cuncolim
10-06-2020,61,29,9,13,0.07,14,BDL,61,Satisfactory,14,Cuncolim
13-06-2020,60,31,10,13,0.06,14,BDL,60,Satisfactory,14,Cuncolim
17-06-2020,53,28,9,13,0.06,14,BDL,53,Satisfactory,14,Cuncolim
20-06-2020,56,29,9,13,0.07,15,BDL,56,Satisfactory,14,Cuncolim
24-06-2020,51,26,9,13,0.07,16,BDL,51,Satisfactory,14,Cuncolim
27-06-2020,52,27,8,12,0.05,14,BDL,52,Satisfactory,14,Cuncolim
01-07-2020,55,30,8,12,0.06,14,BDL,55,Satisfactory,14,Cuncolim
04-07-2020,53,28,7,12,0.06,14,BDL,53,Satisfactory,14,Cuncolim
08-07-2020,55,29,6,12,0.07,14,BDL,55,Satisfactory,14,Cuncolim
11-07-2020,50,24,7,12,0.06,14,BDL,50,Satisfactory,14,Cuncolim
15-07-2020,51,24,6,12,0.06,13,BDL,51,Satisfactory,14,Cuncolim
18-07-2020,49,24,6,11,0.06,13,BDL,49,Good,14,Cuncolim
22-07-2020,50,26,6,12,0.07,14,BDL,50,Good,14,Cuncolim
25-07-2020,52,23,6,12,0.05,13,BDL,52,Satisfactory,14,Cuncolim
29-07-2020,53,25,7,12,0.05,14,BDL,53,Satisfactory,14,Cuncolim
01-08-2020,52,27,7,12,0.06,14,BDL,52,Satisfactory,14,Cuncolim
05-08-2020,59,29,7,12,0.06,14,BDL,59,Satisfactory,14,Cuncolim
08-08-2020,53,26,7,12,0.07,14,BDL,53,Satisfactory,14,Cuncolim
11-08-2020,54,24,7,12,0.05,13,BDL,54,Satisfactory,14,Cuncolim
15-08-2020,55,23,5,11,0.05,13,BDL,55,Satisfactory,14,Cuncolim
19-08-2020,53,24,6,11,0.05,13,BDL,53,Satisfactory,14,Cuncolim
22-08-2020,51,23,7,12,0.05,13,BDL,51,Satisfactory,14,Cuncolim
26-08-2020,53,24,7,12,0.05,13,BDL,53,Satisfactory,14,Cuncolim
29-08-2020,55,25,7,12,0.06,13,BDL,55,Satisfactory,14,Cuncolim
02-09-2020,56,27,7,12,0.07,14,BDL,56,Satisfactory,14,Cuncolim
05-09-2020,57,26,7,12,0.07,14,BDL,57,Satisfactory,14,Cuncolim
09-09-2020,55,25,7,12,0.07,14,BDL,55,Satisfactory,14,Cuncolim
12-09-2020,57,26,7,12,0.07,14,BDL,57,Satisfactory,14,Cuncolim
16-09-2020,54,23,7,12,0.07,14,BDL,54,Satisfactory,14,Cuncolim
19-09-2020,52,25,6,12,0.07,13,BDL,52,Satisfactory,14,Cuncolim
23-09-2020,52,26,7,12,0.06,14,BDL,52,Satisfactory,14,Cuncolim
26-09-2020,55,24,7,12,0.06,14,BDL,55,Satisfactory,14,Cuncolim
30-09-2020,60,27,7,12,0.06,14,BDL,60,Satisfactory,14,Cuncolim
03-10-2020,60,35,8,13,0.07,14,BDL,60,Satisfactory,14,Cuncolim
07-10-2020,62,35,7,12,0.06,14,BDL,62,Satisfactory,14,Cuncolim
09-10-2020,64,36,7,13,0.05,14,BDL,64,Satisfactory,14,Cuncolim
14-10-2020,58,32,8,13,0.05,14,BDL,58,Satisfactory,14,Cuncolim
17-10-2020,65,36,7,12,0.06,13,BDL,65,Satisfactory,14,Cuncolim
21-10-2020,68,37,7,12,0.06,13,BDL,68,Satisfactory,14,Cuncolim
24-10-2020,72,42,8,13,0.06,14,BDL,72,Satisfactory,14,Cuncolim
28-10-2020,73,41,8,13,0.06,13,BDL,73,Satisfactory,14,Cuncolim
31-10-2020,70,41,7,13,0.05,13,BDL,70,Satisfactory,14,Cuncolim
04-11-2020,78,35,8,13,0.07,14,BDL,78,Satisfactory,14,Cuncolim
07-11-2020,71,37,7,12,0.07,14,BDL,71,Satisfactory,14,Cuncolim
11-11-2020,70,35,7,13,0.06,14,BDL,70,Satisfactory,14,Cuncolim
14-11-2020,69,32,8,13,0.06,14,BDL,69,Satisfactory,14,Cuncolim
18-11-2020,76,37,8,13,0.06,14,BDL,76,Satisfactory,14,Cuncolim
21-11-2020,79,35,7,12,0.06,14,BDL,79,Satisfactory,14,Cuncolim
25-11-2020,84,44,9,13,0.07,14,BDL,84,Satisfactory,14,Cuncolim
28-11-2020,83,41,9,13,0.07,14,BDL,83,Satisfactory,14,Cuncolim
02-12-2020,83,41,8,14,0.07,14,BDL,83,Satisfactory,14,Cuncolim
05-12-2020,86,42,10,13,0.08,16,BDL,86,Satisfactory,14,Cuncolim
09-12-2020,84,42,10,14,0.09,16,BDL,84,Satisfactory,14,Cuncolim
12-12-2020,84,41,8,14,0.08,15,BDL,84,Satisfactory,14,Cuncolim
16-12-2020,83,42,9,14,0.07,14,BDL,83,Satisfactory,14,Cuncolim
19-12-2020,88,45,10,14,0.08,14,BDL,88,Satisfactory,14,Cuncolim
23-12-2020,92,46,11,14,0.08,15,BDL,92,Satisfactory,14,Cuncolim
26-12-2020,86,44,9,14,0.07,15,BDL,86,Satisfactory,14,Cuncolim
30-12-2020,96,46,9,14,0.08,15,BDL,96,Satisfactory,14,Cuncolim
02-01-2021,80,40,8,14,0.08,14,BDL,80,Satisfactory,14,Cuncolim
06-01-2021,71,37,7,12,0.07,13,BDL,71,Satisfactory,14,Cuncolim
09-01-2021,75,35,8,13,0.07,14,BDL,75,Satisfactory,14,Cuncolim
13-01-2021,69,32,6,13,0.06,14,BDL,69,Satisfactory,14,Cuncolim
16-01-2021,78,39,8,14,0.07,13,BDL,78,Satisfactory,14,Cuncolim
20-01-2021,81,40,7,13,0.07,13,BDL,81,Satisfactory,14,Cuncolim
23-01-2021,81,42,9,14,0.08,14,BDL,81,Satisfactory,14,Cuncolim
27-01-2021,78,40,8,14,0.07,14,BDL,78,Satisfactory,14,Cuncolim
29-01-2021,77,38,7,14,0.06,14,BDL,77,Satisfactory,14,Cuncolim
03-02-2021,85,41,9,14,0.08,14,BDL,85,Satisfactory,14,Cuncolim
06-02-2021,81,40,9,14,0.08,14,BDL,81,Satisfactory,14,Cuncolim
10-02-2021,78,40,9,15,0.08,15,BDL,78,Satisfactory,14,Cuncolim
13-02-2021,89,40,9,14,0.08,14,BDL,89,Satisfactory,14,Cuncolim
17-02-2021,86,39,9,15,0.08,14,BDL,86,Satisfactory,14,Cuncolim
20-02-2021,82,40,9,15,0.07,14,BDL,82,Satisfactory,14,Cuncolim
24-02-2021,85,44,10,15,0.08,13,BDL,85,Satisfactory,14,Cuncolim
27-02-2021,84,44,10,15,0.08,14,BDL,84,Satisfactory,14,Cuncolim
03-03-2021,85,42,9,15,0.08,15,BDL,85,Satisfactory,14,Cuncolim
06-03-2021,84,41,9,15,0.09,14,BDL,84,Satisfactory,14,Cuncolim
10-03-2021,74,37,10,15,0.09,15,BDL,74,Satisfactory,14,Cuncolim
12-03-2021,80,41,10,14,0.09,14,BDL,80,Satisfactory,14,Cuncolim
17-03-2021,87,38,10,15,0.09,15,BDL,87,Satisfactory,14,Cuncolim
20-03-2021,83,40,11,16,0.09,14,BDL,83,Satisfactory,14,Cuncolim
24-03-2021,78,37,10,15,0.09,15,BDL,78,Satisfactory,14,Cuncolim
27-03-2021,79,41,11,16,0.09,15,BDL,79,Satisfactory,14,Cuncolim
31-03-2021,77,36,10,15,0.09,15,BDL,77,Satisfactory,14,Cuncolim
17-04-2020,37,24,8,12,0.07,14,BDL,40,Good,15,Tuem
21-04-2020,44,23,9,12,0.06,14,BDL,44,Good,15,Tuem
23-04-2020,49,21,9,13,0.06,14,BDL,49,Good,15,Tuem
27-04-2020,47,21,8,13,0.06,13,BDL,47,Good,15,Tuem
30-04-2020,48,22,8,12,0.07,14,BDL,48,Good,15,Tuem
05-05-2020,64,39,9,13,0.06,15,BDL,65,Satisfactory,15,Tuem
08-05-2020,53,33,10,13,0.06,13,BDL,55,Satisfactory,15,Tuem
12-05-2020,52,29,10,13,0.06,15,BDL,52,Satisfactory,15,Tuem
